권역 존체계_읍면동,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412
1,0.0,62.152596323692904,0.9899230440354434,1.316932633277481,1.3537293113681734,2.1333075613931025,1.4121509985952805,2.700543724556528,1.3359192756351608,1.7468417307253419,5.011326731696988,3.2194385741532505,6.274363174339601,1.1731815183572154,2.015811428662577,2.4870170567405063,2.6472003586016513,3.589738430685278,6.524241314694221,6.391818508368737,4.90914237224903,4.933698354262616,276.45580039239246,275.3804044159122,3.641768090128023,4.255201581383287,208.52957370748584,5.808951767736009,5.818132830021028,4.584480415714807,224.34742242017467,1.3925912956606739,1.9017097476398388,2.39158012901607,2.334356064880388,3.1495022555152143,0.8547143061879234,1.481187601621602,2.232109804667637,2.22137709625347,1.5021418865284928,1.9855958845833779,3.048338611678311,2.7977049559782157,4.117233988697447,6.052411527789226,6.007424923558169,11.303888298797293,1.402306628864471,2.2017634446917502,2.3599144509865178,211.53158391666543,2.464972274077604,105.2360954990959,3.4406054758391074,4.790786581820106,3.897296164915403,5.149372936969822,6.111939281309057,263.4491442077867,1.911358163200015,149.0995120074103,4.773377741066292,3.5259615984006762,2.4299028397183107,3.294004693420581,2.7397580603081146,5.754175233214792,7.039195361677104,55.49730470948634,4.374419914043409,4.40163239346459,5.714016184678551,9.576651098032695,6.788427734272421,8.371523116471499,10.256309049969182,11.240973829308729,11.49794367171585,175.6954485684417,13.372711322178517,263.4491442077867,9.517719960201928,10.249992861458107,10.829306485733246,10.70462839408027,9.13901500880419,8.318539278994526,8.655672202426858,9.78276350067845,12.051127547813419,16.481721137473727,14.029616535269035,232.4756082524039,20.66349619303895,19.249624244678856,7.697093209788939,14.372939615428393,29.88470812505951,30.69886545464081,35.42250114262251,36.31315337906232,54.98988880104261,29.235654480128243,27.51867968857204,19.579434604067444,190.01745029099598,16.454089799101446,25.031333059276275,25.8687698181158,23.0966369238787,25.45935794069735,23.106450853144665,105.87027045925747,24.01417282643302,27.72927202480964,18.648904791743714,19.868089025297753,113.79839197124764,9.346723394990711,11.424528469181093,12.737521876752774,126.41719016341179,19.3087346681226,83.09943543760028,29.547964193745674,23.113009159021345,16.984651583194694,15.063403207326136,35.33018048887587,38.10501449878175,29.184077724809804,29.477677895119136,35.56008558504345,38.646549581124304,43.09644464524085,26.119594163309927,31.253160373966356,26.422779431658334,21.10171928546283,10.75526875330982,22.65509271144302,269.6523082348056,30.64964813278458,30.644389595352806,16.545021699915036,15.979961349781673,67.29628620557736,169.43480188373502,20.548530098832504,22.62189561951356,25.200335290199224,197.23291868457835,39.96121737551315,44.134644387999245,238.8865489235831,35.315826346642865,39.60951787013477,187.24872356341092,28.475262166889912,31.026441247454606,26.715351165246137,21.505251914920507,14.687583619273346,97.88022476551231,21.878296491799844,26.373551805312825,27.26334352848586,24.20332811944217,26.648291168565233,29.015413555449964,33.026223574587426,28.698763375472875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,62.152596323692904,0.0,62.92619535052687,63.42863040526242,63.47073191109247,64.15701778692687,63.1860476103144,64.0757997017685,62.41919414375971,61.85574069067759,64.10886342993619,62.143426867673064,61.32989360895492,61.39007368953577,61.2656459938328,60.71046847032191,60.137604303593754,60.813521592063765,58.44575926764199,57.577554549541404,58.92919240474056,58.164066101170135,318.8297125537968,317.81530167139954,59.02204784502591,58.279103138274344,263.57761736946026,56.853068147224626,56.53160859476589,57.57162127319557,283.8367702441368,61.196416345737916,61.02522801225735,61.200064087527004,60.26308648844536,60.055435944583905,61.31148516278811,60.78229606320637,60.170702146377955,59.959511109359575,60.695163365715,60.23887471117146,59.19915652045019,59.36802305882962,58.608888008593155,57.62031866183498,56.39596767559868,50.902225980972055,62.73610904787682,63.19792929875967,63.74242927279874,258.3120540007274,61.61154925193175,159.0853508641305,63.24442617566911,61.20579171801445,61.85290187473042,61.98852980432651,60.72513089766558,318.7404562616108,63.96738434241154,201.7960409931581,66.13346319471962,64.66296059442455,64.42095551138925,65.37392951786259,64.88772913959318,65.54513634726453,65.65883969308562,101.0042183882119,64.86134371711583,64.0699130232825,67.74846201845203,66.91294963970917,63.196410692753275,63.462385891138176,53.52402725076448,52.99583724706877,51.7419913791825,237.05706891727237,53.39821836973143,318.7404562616108,56.699849330832684,56.59659910731558,61.03588427765704,62.652287369351974,62.077719893806425,59.19302618302714,57.89454459195975,59.12738206583952,57.911906489275026,57.661527897716596,48.66315757201867,277.4877818307762,47.53271296092951,52.80158764838155,60.661560424979946,50.32431569579868,34.472995367304485,31.565433103484345,27.49851854245836,25.904657953993283,86.10511798440294,33.593218580108505,37.61667792664768,43.88461823391379,249.16540460745279,46.34806045091916,43.44676545962554,39.411237020586846,39.056027558373614,36.724213381101784,39.24294372090466,159.89452568098747,38.45886065533665,34.436463321482954,44.07346068101282,79.68693951372711,174.91564700175164,71.21403102431928,71.78221643254967,74.85632525469141,188.53087752005163,81.16696760904871,129.71973495015004,88.20508980732833,79.84503661219813,74.6712083509699,70.97442598425381,96.64333138874827,97.87850384290847,89.2897067902913,87.07668090410844,90.05775592114772,95.62292013795161,103.58777311977542,88.26241172848582,93.16169483278856,87.99522333697847,82.73805348201688,60.06193885644387,61.690729761109104,330.98866871823463,52.031228071681575,59.1825885193754,56.63963929576772,52.896147700591,39.09359544336233,229.14959695385636,79.66839010489075,75.83719398081215,70.76454620244118,251.26971934540396,32.026005256510025,39.15156621919519,300.01283535260785,29.8208942237127,27.114841985071457,240.50676235590578,41.53544818754396,45.29056299889259,49.26501620189219,70.84922802189499,66.90271184908106,135.78270688836685,60.424052511831015,54.106971513243245,60.24803611513478,65.2010748252883,70.13038677253944,74.8170160288844,80.03909011861458,80.92146166689031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.9899230440354434,62.92619535052687,0.0,0.5832909024047085,1.0815421537866077,1.8359797429747635,1.6121509525544446,2.783167389078451,2.0013758967365955,2.580687400966959,5.400258949452079,3.9353913749084533,7.054457957387706,1.5620209458509366,2.0536013586651296,2.6362392388958176,3.0050859602355433,3.4603213787649723,6.568918827506618,6.617886184150489,5.0732542900327315,5.299218047315717,275.4900982877619,274.4144534023969,4.105634510756661,4.7931790810859765,208.1977342453839,6.3351051467677095,6.46071499583877,5.370562475549537,223.82273747709652,2.377844948646985,2.87210317124243,3.306423242129157,3.3229332367565236,4.13158498915649,1.7873092947542997,2.1443715987114396,2.7881524091512278,2.9772886334168405,2.435324968910199,2.9194127407112145,3.9681575368865483,3.5735560766914816,5.096737791318129,7.042264032361366,6.928959237390923,12.138618682421237,0.6892525425840096,1.3545782582728083,1.3934661033872848,210.55031028121314,2.232935177796835,105.0084502632774,2.679099748365437,4.458213086787107,3.4644084748032684,4.657681895138862,5.803493848154443,262.47084029454874,1.0414434306125315,148.87610376383705,3.786810110349298,2.5458351258175185,1.5151576991577127,2.448443050431932,2.115095486727471,4.816810803725088,6.148160752267663,55.68955142319624,3.4245615871221857,3.549171478396716,5.15004574637982,8.690093731201088,6.133262808676136,7.715504802010566,10.651870228679824,11.597678801213975,11.999635979016686,174.82403048132352,13.526484056402907,262.47084029454874,9.564691598124316,10.263270400577825,10.401744736017521,10.145018871490116,8.62154032966658,8.128803866220062,8.610704431755252,9.548410942989005,11.86794470892232,16.243390990432214,14.647340880409372,231.5000793283067,20.914225006493876,19.245284566429255,7.346756032088042,15.353309520427688,30.800277549741974,31.510925382902798,36.27462018081612,37.064795123044036,55.55607285101248,29.908196028400997,28.03649922214763,20.14348783039268,189.51636137454054,17.356305080906086,26.01666173828139,26.818133928833532,23.876413252172753,26.213844261010507,23.818788198913804,105.63514527590165,24.863291091878054,28.520227412373654,19.53626283549131,18.88548455671171,113.19026711659724,8.449470524272078,11.195145165311487,11.932857729037341,125.62190395127635,18.43570828931283,83.15671381344613,28.561727229033284,22.13217248716022,16.006778310773306,14.141795031182046,34.76531746804493,37.69206441976465,28.779407002655788,29.28477282122958,35.512493268045034,38.43353036875393,42.6043886710755,25.377967264527467,30.595287119070623,25.84245216645525,20.529377452707678,11.580162757310827,23.42820238137951,268.7834253531302,31.593881680544687,31.49560290609991,17.4521984905539,16.9572169394034,68.28380947220332,168.90767439476238,20.315901927778622,22.80750687072895,25.702614096318182,196.94065373425974,40.37899490496583,44.356943695384935,238.25926913500294,35.8949908423616,40.16643736613274,186.9869238448397,28.788790971902536,31.164500312550715,26.75871931557254,20.71320103391876,13.926992130415845,98.13538907753129,21.491818847466163,26.235987809750974,26.90584953131368,23.647658520264507,25.959385706877793,28.228779145701182,32.176214045651896,27.768509704012114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.316932633277481,63.42863040526242,0.5832909024047085,0.0,0.6420011394997681,1.2932189919589454,1.322960007983152,2.3372010376020818,1.9332140630006565,2.5948908308921754,5.0374794004149654,3.8016434881493293,6.932113608112757,2.118653535127265,2.635282785153964,3.2193687645217235,3.581954585632447,4.012030881633173,7.136042109950664,7.200118140336779,5.653768094102022,5.879889489779115,275.40658312962404,274.3302783930288,4.675359002658233,5.3536316848712735,207.61465946044478,6.9002461852515795,7.001753839063232,5.8585042033357215,223.24996781169486,2.606573718748847,3.0450841620091746,3.3784649395623974,3.5956966770135805,4.316816192870901,2.1701872308613384,2.6577450212169884,3.335876926178235,3.469318292703932,2.8190333557240836,3.302460453053265,4.3652384367059165,4.060854021181931,5.399339436074312,7.266002957481646,7.324063411927574,12.604905051151501,1.1845262930271299,1.6454910738373245,1.4660513110311975,210.41572366605928,2.780978178951774,104.43084306252103,2.9734066092086358,4.948642228378341,3.930410878271476,5.082648875831689,6.2924421360394875,262.1812830693161,0.6051625391162515,148.298737883172,3.5667698832987287,2.4957615890729232,1.1338518970553408,1.9785384392532828,1.540294212420497,4.8474317278871695,6.243697477186147,55.19967870917761,3.449027687746953,3.7276582928705535,4.575398157421494,8.778470165545212,6.452457805101616,8.02456397190318,11.233055043049964,12.180480427997159,12.57176394390495,174.38147000624195,14.10127530117066,262.1812830693161,10.128405766999682,10.821039758056534,10.827761049213015,10.505102571797215,9.009297258886303,8.645163581126004,9.159899038291027,10.048644389756795,12.379719807809265,16.73420420901836,15.199641926349067,231.3873759418744,21.495332667010437,19.795102722364362,7.813642746990616,15.641974914507577,31.20107526220152,31.992651185258655,36.731076151249795,37.57656441427635,55.23474769125189,30.447979260705843,28.60853273348275,20.707744612948495,188.94070551081384,17.770960339767566,26.281490465304437,27.17452810512705,24.3746361613463,26.723813771825615,24.345092325098715,105.05691969254195,25.32149406873788,29.0132029988394,19.964613169730196,18.617254732108286,112.63167246372008,8.029921052030767,10.621328211477888,11.442368967028521,125.12928600485964,17.99374326223844,82.6270316350431,28.310460045518873,22.007555106182846,15.89780748119034,14.165163890024195,34.197486890689405,37.10956289840489,28.196561978972657,28.711878714124584,34.96168807734792,37.858037317321326,42.02716568440933,24.858576883841895,30.047641798200885,25.276858953424792,19.96191182469628,11.48146023097933,23.265605741120975,268.3388588374396,31.63800527439668,31.40743021446066,17.442411496690717,17.089102629539838,68.53214057438535,168.3351702155906,19.73964173970586,22.320839326334067,25.351432036475103,196.35877415397687,40.96044477335423,44.93542100114939,237.7052735237378,36.45757324353514,40.733115050992176,186.4066552959206,29.371855232799433,31.735076189477496,27.315742032006334,20.88787870144273,14.137745905949823,97.66549581242649,21.923476343177253,26.752714338414464,27.34739135228275,23.99372017580616,26.2172762352343,28.40449651614883,32.285279839388444,27.76777618803804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.3537293113681734,63.47073191109247,1.0815421537866077,0.6420011394997681,0.0,0.8070459077861912,0.7202361107016239,1.7131606117932159,1.4606740347012355,2.1584088614097836,4.395944965319055,3.2303943935388215,6.351507523755171,2.4056396248188396,3.069604029626978,3.626633159908715,3.906938556277352,4.531523811288297,7.61692795805,7.605272233991582,6.079616071596178,6.213845001339674,275.88374310945886,274.8069505014835,4.954455063909812,5.592293666397388,207.24317623694765,7.146824960221262,7.1717143058143105,5.918439806862773,223.00039924272136,2.3846955990747376,2.7428700954760292,2.9677207759111086,3.385081758771096,3.994383707213994,2.1646469290637325,2.8266895755155876,3.562123210869547,3.572716507515753,2.776279958332508,3.2401293580613317,4.296453453933866,4.142806555370784,5.190915182235871,6.952755521223212,7.220236154057121,12.595959620343605,1.7591327205050749,2.285498048207062,2.0924072031275918,210.8530422310351,3.308903551248974,104.0032575354626,3.6152450315626643,5.536142914249374,4.532771419472338,5.704665578833321,6.881495383099228,262.46764061542103,1.0446518504767632,147.86947142600306,3.9961620705878484,3.0585195598880515,1.5262232775701199,2.155353535500571,1.425372265779771,5.425434843420371,6.843991279719256,54.60970981337995,4.033307744455905,4.3582220409987675,4.360623460019438,9.371706253655741,7.094256703308523,8.666564448727355,11.559116060632405,12.528583854660742,12.83520626109847,174.4591525167632,14.550294192128602,262.46764061542103,10.61649308356658,11.323234697380462,11.451443906559662,11.144298594156673,9.643584175500408,9.210235389816582,9.679878172534808,10.629164507480112,12.94948128810228,17.32278907724347,15.38323847850343,231.84229961874422,21.902951318479648,20.312065399060643,8.417593669013813,15.376097520823928,31.07018757860438,31.997275219465656,36.68789757917228,37.64248817829098,54.59279355937192,30.585766336340587,28.862409903966334,20.92968404878907,188.6746620607237,17.668987955845722,25.98063338700185,26.983214133414126,24.41542630123683,26.78887000140353,24.449607125596128,104.63310994491378,25.28534219002499,29.041167689431408,19.881975471262404,18.94212884086644,112.44468099395142,8.182864870120177,10.1817774373166,11.456807951609017,125.11505549814994,18.088465713847324,82.07910889784547,28.647823156854475,22.462519397046723,16.368705890842204,14.722541119696867,33.97763282515655,36.78437901728819,27.865515033670153,28.263111595957554,34.44953468066658,37.42052849891955,41.75442994279484,24.794217142397677,29.903847861462044,25.06928427449795,19.74840754134006,10.905777073111745,22.657214011041265,268.4125120435897,31.139768967104168,30.830174991055557,16.913083554675477,16.66538750135082,68.20644324597613,168.0873248730514,19.308347517424497,21.728100269891677,24.71012416505103,195.9654358366449,41.27885122389489,45.36073002459792,237.5333572635008,36.66816766825556,40.95980242724553,185.99714271366784,29.74877375387179,32.19798390298323,27.81720905555745,21.50670549471057,14.767247452218548,97.06131646276314,22.545913717199447,27.31712634566818,27.965875980144997,24.634812923801057,26.85453661300723,29.022856937712653,32.87899569624325,28.306348201434353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
