dong_code,pop_0_19,pop_20_59,pop_60_plus,worker_count,business_count
31070570,1027,4101,1584,1339,315
31070580,505,3129,2105,1812,729
31070590,3074,14639,5128,16623,3630
31070600,1422,6768,2738,3224,696
31070610,370,2410,1348,3272,1065
31070640,5027,16828,4359,10648,1302
31070650,18428,48823,9552,13731,2777
31070670,18078,48167,7796,18318,3150
31080510,1067,3849,2064,1968,241
31080520,2072,6352,3221,2458,865
31080530,407,2720,2131,2892,1029
31080550,372,1650,1104,833,302
31080560,5073,16104,6897,4490,1013
31080580,899,4508,3268,6094,572
31080600,465,2636,1937,2665,409
31080610,5572,15271,5129,7252,1517
31091510,4733,16870,4470,4949,906
31091540,7520,26043,6131,8500,1954
31091550,5071,18075,4762,4168,1118
31091560,3158,14096,3776,5847,1449
31091570,4033,14842,3822,3806,966
31091580,6938,26883,6394,7075,1830
31091620,4904,18272,4785,4607,848
31091710,2713,10906,4930,8122,1087
31091730,1383,5562,2356,3947,898
31091740,3183,17618,4408,10806,2551
31091760,5470,23732,5472,6812,1490
31091770,6655,21313,4915,5705,1303
31091780,3887,11984,2548,6009,752
31092590,7181,26612,5985,4599,1625
31092660,9575,31628,6741,123256,9805
31092680,1660,7382,2345,3349,415
31092690,2983,12259,3145,5532,1289
31092700,6836,24800,5077,5895,1353
31092720,714,4279,3557,3804,1170
31092730,9558,30852,5670,26771,4958
31092740,3501,15255,3792,8813,768
31092750,4311,17898,3856,18776,3235
31092760,5170,18927,5658,30421,5745
31092780,3434,12319,3345,2715,776
31101510,2030,9508,4210,4898,924
31101520,5207,14359,4376,4226,916
31101530,9443,27391,7731,7120,1285
31101540,3409,13513,5140,6395,1644
31101550,1869,6873,2987,1748,363
31101560,744,3319,978,1559,204
31101580,3898,12619,3335,10659,1973
31101590,5922,17791,7455,7104,1414
31101600,5262,21610,9739,7622,1670
31101610,2318,9705,3974,4127,881
31101620,6223,24617,7843,11945,1912
31101630,6961,21435,5528,9657,1973
31101640,2245,12665,5040,6613,1329
31101650,3882,14121,4633,3138,745
31101660,5676,21394,5988,8534,1727
31101670,3955,12058,3369,2696,549
31101680,307,1606,824,3173,478
31101690,8438,29822,8933,6997,1351
31101700,3631,13648,4600,6215,1420
31103510,8119,21406,4672,11239,1774
31103520,8434,29709,9521,8384,1682
31103530,3743,15656,4950,6072,1715
31103540,8311,24408,6948,8073,1438
31103550,5224,20850,5282,14863,2248
31103560,4963,15579,4396,9516,1387
31103570,3601,10028,3061,4662,1127
31103580,1962,5842,1605,11401,2039
31103590,2850,18987,4232,35812,6685
31103600,3084,13734,5623,24456,3958
31103610,2438,14534,3919,10019,2083
31104510,5150,17503,5635,2815,754
31104520,2763,12050,4405,3535,1215
31104530,8796,22660,5193,4205,1084
31104540,11005,34084,7843,7559,1397
31104550,5561,16983,5845,5308,1328
31104560,5568,17667,6415,6664,1584
31104570,5381,23174,6236,17611,2852
31104580,4110,13708,3728,5187,930
31104590,11330,31324,8406,16823,3528
31110510,1079,3965,1692,8872,428
31110520,2712,6393,1778,1872,311
31110530,1893,6570,2327,9684,999
31110540,2255,7398,2206,660,145
31110550,1349,6185,2321,10947,1310
31110560,1585,4805,1776,2554,259
31120510,6994,19474,4870,5994,1425
31120520,7465,24688,6859,15415,2962
31120530,4318,14806,4546,7167,1257
31120540,1985,10270,4262,10665,1545
31120550,4709,13727,4208,2112,628
31120560,2424,12368,4791,9338,2381
31120570,3343,15082,5753,4646,1510
31120580,4223,14176,3924,9368,1441
31130110,12523,37583,14232,13498,2980
31130120,20852,54686,18355,28193,5587
31130130,20837,60675,19711,27352,6098
31130140,3345,14945,6662,15123,3218
31130150,11437,31903,10308,11113,2523
31130160,4781,18276,7305,3647,1027
31130310,3465,11546,5104,3526,935
31130340,999,4587,3492,7106,1163
31130350,468,2238,1569,1038,302
31130510,12620,29979,8110,9430,1910
31130520,8359,20604,5622,7301,1597
31130530,2229,11511,5768,8137,1412
31130540,393,2546,1723,6736,1347
31130570,15004,43490,12078,13721,2840
31130580,17893,45383,11221,8860,2153
31130590,7511,19659,4733,7150,1193
31140510,8485,22074,5086,9479,1947
31140520,14203,41375,8506,18219,3537
31140530,2257,14877,2676,16303,1733
31140540,14265,36201,8950,10193,2045
31140550,7406,19995,3763,11662,1426
31140560,3629,10226,2405,4249,578
31150510,5149,21173,6598,16017,3383
31150520,5762,24361,7456,11292,3138
31150530,1388,6363,2610,7238,1697
31150540,11118,30759,6381,8477,1819
31150550,2123,7638,2798,4834,1032
31150560,9985,26604,6603,8292,1921
31150590,111,1032,851,7783,2134
31150610,6563,21769,3652,33374,4473
31150620,4143,15745,3281,23236,3349
31150640,2437,15774,2482,8704,2387
31150650,3646,16240,2979,42747,6422
31150670,3805,10815,2698,3456,684
31150680,4223,14358,4487,4205,1146
31150690,2985,9575,2707,4660,1011
31150700,5277,15726,3461,7478,1320
31150710,4679,11187,1641,2932,661
31150720,4756,14450,2511,11592,2919
31160510,4976,21209,6730,36957,4948
31160520,11539,33719,8832,19231,2270
31160540,1814,10252,4436,8379,1813
31160550,5448,17192,5277,5122,642
31160560,2199,11361,4016,12910,1947
31160570,2982,12455,4311,5317,770
31160580,4547,14263,3930,1359,256
31160590,3005,10427,3941,1735,248
31160600,5296,12777,3329,1894,360
31160610,4864,15844,4983,13734,2583
31160630,4001,12668,3229,2205,431
31170510,1843,6906,3202,10863,1279
31170520,4656,17192,6384,12709,1584
31170530,7200,23349,7992,9535,1615
31170540,3821,13557,3932,4443,936
31170550,5206,18947,5657,2726,803
31170560,5537,19518,6254,13557,1745
31180510,828,4555,2352,12216,1873
31180520,719,4033,1617,2370,851
31180530,8108,26766,10890,11424,2129
31180540,2223,10018,4221,1604,472
31180550,2501,11878,5209,2464,728
31180560,4918,15100,5544,9413,1565
31180590,361,2351,1379,6777,1220
31180600,386,2215,1137,6679,1222
31180610,7330,17216,3650,10156,1533
31180620,8331,27688,5157,6412,1446
31180630,12187,28615,7468,4651,927
31180650,4342,12336,2543,1554,288
31180660,1045,3813,1425,7359,1134
31191110,6350,20411,6189,13068,2125
31191120,4450,15310,5977,14878,2625
31191130,3564,11602,5010,12815,1707
31191140,0,0,0,14215,1375
31191340,930,4294,2999,5568,827
31191350,785,4359,3323,6775,979
31191360,3363,10873,4209,11336,1678
31191510,3932,15470,4863,14177,2733
31191530,7961,22185,5562,7706,1141
31191540,2041,8087,3153,6143,1122
31191550,0,0,0,13194,2014
31192520,8106,28194,5798,12715,2572
31192540,4216,12420,4412,12131,1248
31192550,5803,16835,2727,24574,940
31192560,8705,22266,8590,7501,1248
31192570,6058,18650,7611,10000,944
31192590,8073,20590,7375,14571,2115
31192600,5169,15045,4660,4755,630
31192610,7466,24360,7127,10067,1605
31192630,0,0,0,23903,2560
31192650,10189,27918,8726,11974,1858
31192670,0,0,0,18650,3250
31193510,6863,23134,6010,9123,2020
31193520,10835,26103,5132,7327,1225
31193530,9036,21748,7131,5147,1056
31193550,3329,12122,3234,6396,1296
31193560,10386,27994,7562,13021,1983
31193580,7796,19886,6459,3610,891
31193590,10630,26859,10720,7196,1279
31193600,12940,34597,9619,13944,2083
31193620,11303,29610,7996,9264,1467
31200110,10144,28277,10358,13393,2493
31200120,1371,7166,4679,8214,1129
31200130,1246,5967,3911,6097,993
31200150,4886,17731,7903,12731,2417
31200310,500,7055,1992,29970,1476
31200320,1840,7912,3829,16092,2521
31200350,1226,6260,4151,13655,2177
31200360,340,1853,1753,1987,369
31200370,1126,3952,2489,2893,685
31200390,0,0,0,198,38
31200520,8246,20612,5138,7907,1359
31200530,2872,14112,5596,12878,2968
31200540,5422,16763,5421,5450,1037
31200550,9842,24571,6827,31733,4358
31200560,11305,27348,6474,11629,2479
31200570,16128,36958,7218,6001,1434
31200580,17400,44962,10176,9135,1745
31210110,2516,7873,4500,4204,1152
31210120,8329,22151,5531,39543,2027
31210310,2077,7857,3341,6325,1121
31210320,1672,6339,3032,4508,658
31210330,644,3155,1895,7392,873
31210340,2361,7497,2657,16707,1427
31210350,2597,9043,2755,5673,721
31210360,427,2216,1839,4195,456
31210370,460,2328,2098,2092,335
31210380,208,1102,1411,873,158
31210510,2691,10912,3862,8331,2275
31210520,1985,9470,3091,11133,1834
31210530,1466,6431,2410,5399,887
31210540,15242,33057,5306,8462,1658
31220110,13941,34840,8742,14926,2637
31220310,515,2674,2327,3949,517
31220320,1200,3969,2471,1527,327
31220330,264,1672,1520,4792,488
31220340,530,2879,2273,11475,816
31220350,2643,9785,3059,8337,1166
31220360,433,2539,2251,5696,706
31220380,773,3693,1627,10294,1140
31220390,771,3670,3191,4749,812
31220400,676,3555,2670,4996,783
31220410,354,1728,1498,2695,385
31220420,138,900,882,1723,191
31220510,1905,7230,3546,5708,1121
31220520,4674,13454,4041,9152,1999
31220530,4388,13244,4270,9555,1460
31230110,4189,15631,6817,20008,3670
31230120,5340,15518,6207,13224,2471
31230130,4325,14995,6696,30970,4734
31230340,918,5441,3441,29134,4871
31230350,423,2800,2336,9780,1279
31230360,756,4236,3228,10364,1912
31230530,4001,14585,4576,10775,2083
31230540,14502,37044,9966,9535,2039
31230560,11382,24762,5450,6320,1439
31230600,13041,30094,6042,6869,1484
31230610,10031,31005,10075,11399,2654
31230620,10470,22077,5119,6454,1261
31230630,17490,43470,8742,9246,2215
31240120,18275,47715,12002,28761,5287
31240130,2512,9829,5090,27369,1866
31240140,20777,52389,9946,43294,6480
31240150,7519,24688,6960,38166,3856
31240310,891,4155,2339,2493,629
31240330,590,3093,2166,7929,1232
31240350,709,3915,2192,17528,1981
31240360,6411,17749,5174,7987,1817
31240370,513,3599,2979,7429,1408
31240380,813,5924,3145,36388,5166
31240390,1091,5505,3669,22025,2636
31240420,289,2275,1494,15935,1734
31240430,1284,6596,3448,29325,4687
31240520,8804,29305,5180,15508,3143
31240530,6209,18312,3750,5294,1236
31240540,6813,14844,2965,4189,912
31240550,8425,20076,3141,56867,1689
31240560,3470,8256,2153,5462,907
31240570,4378,14547,4630,10497,1555
31240600,11185,21384,3191,5115,932
31240610,13742,33208,3451,31469,4132
31240620,11751,26739,3408,8240,1349
31240640,28282,56325,6223,23445,3705
31240700,33596,79187,8756,36463,3696
31250110,20014,68721,19292,29842,5815
31250120,8448,26327,8740,25360,4329
31250140,3402,13875,5622,19986,3090
31250340,1153,5101,2865,11480,1759
31250350,2231,7417,4743,2355,732
31250360,117,640,747,388,98
31250380,391,1366,967,1279,322
31250540,8342,27303,7870,12926,2955
31250550,11013,38106,11653,14691,2742
31250580,0,0,0,20550,3577
31260110,4270,15266,7226,9921,1979
31260310,547,3373,2301,11329,1750
31260320,882,3913,2455,9247,1313
31260330,1672,7024,3579,13328,2258
31260340,1110,5216,3995,5884,1150
31260510,541,2915,2113,4695,866
31260520,12972,29115,9210,11677,2619
31260530,1470,6132,2358,6377,1231
31260540,4951,16601,5911,8525,1604
31260550,6512,17079,4771,4077,985
31260560,8819,22652,5363,6246,1400
31270110,8513,27170,9085,19865,4454
31270310,1228,5003,2514,8212,1073
31270320,361,2529,1772,8279,1402
31270330,681,4413,2681,16278,2821
31270340,1790,7069,3734,7923,1041
31270350,154,961,1088,1473,199
31270360,504,2373,2069,3422,571
31270370,1278,4711,3501,3486,924
31270380,926,3184,1993,1925,511
31270390,1143,4325,3139,2723,853
31270400,224,1213,1398,648,183
31270410,372,1388,998,2391,290
31270510,3261,10826,4387,7657,1751
31270520,2038,8986,3396,11639,1733
31280110,2432,8615,4484,8665,1162
31280310,474,2089,2044,2593,357
31280330,478,2346,2212,1347,296
31280340,236,1327,1408,697,203
31280350,286,1170,1130,901,186
31280360,714,3255,3207,1745,404
31280370,546,2376,2031,2369,321
31280380,400,2013,1724,1943,239
31280390,0,0,0,2508,384
31280510,3814,13008,5256,12386,2315
31280520,3833,10967,3858,7723,1655
31280530,3713,10209,2963,3885,1022
31350110,1233,4282,2521,3232,613
31350120,3632,10488,5061,6836,1848
31350310,315,1490,1523,900,182
31350320,352,1948,1712,1962,341
31350330,258,1238,1178,1078,218
31350340,116,772,869,375,124
31350350,79,405,561,204,55
31350360,197,1235,1421,482,220
31350370,21,109,72,41,15
31350380,65,323,348,193,38
31370110,3017,10479,6136,9638,2096
31370310,1375,4592,3459,5198,1014
31370320,1757,7403,5001,5589,1453
31370330,494,2632,2379,2664,630
31370350,378,1720,1875,1967,660
31370360,1443,5105,3170,3084,842
31380110,5732,17109,7699,12993,2592
31380310,1827,5339,2875,1870,444
31380320,413,2159,2060,1083,290
31380330,1729,6576,4661,3044,741
31380340,1064,3940,2762,1745,469
31380350,1445,4661,3362,2139,701
31380360,387,1764,1773,1078,264
31380370,282,1543,1894,997,278
31380380,344,1921,2321,991,249
31380390,647,2940,3202,1161,291
31380400,2935,8708,5726,4461,1324
31380410,573,2360,2141,704,224
