행정동코드,행정동명,행정동총면적_m2,주거용지면적_m2,상업업무용지면적_m2,공공시설용지면적_m2,주거용지비율,상업업무용지비율,공공시설용지비율
11030650,이태원1동,582461.1004865179,17520141.436809137,10276589.599900909,1405296.0620936248,30.07950474662586,17.643392136087858,2.412686548371745
11030660,이태원2동,873587.4397270826,24176603.201563336,4645669.334397704,1535938.436532944,27.675081053267373,5.3179213930194065,1.7581965658901717
11030690,서빙고동,2819832.46527736,16354195.678261427,4025020.8408730202,2592965.3493034807,5.799704727015696,1.4273971558367449,0.9195458883577453
11030700,보광동,714558.4725689037,27126259.669864878,5554123.915361022,2004908.436443178,37.96226720585017,7.772805345647129,2.8058003836066026
11030710,청파동,885524.0864885414,31283533.912616603,11625537.725757424,7239585.086542839,35.32770524251732,13.12842632192801,8.175480709113968
11030720,원효로1동,588618.2441152311,10930061.969152605,15485890.979257815,1650152.1184784041,18.56901663926828,26.30888718465582,2.803433524149077
11030730,한강로동,2867675.9439971372,13893487.959276572,33458321.992731832,4010304.832189744,4.844859820496664,11.667399889715444,1.3984511885258355
11030740,한남동,3029614.718166791,46560203.71928124,20743861.193474684,4828226.935785997,15.368358042389843,6.847029448690664,1.5936768813651458
11040520,왕십리2동,372143.4604807907,9925096.085046805,4054897.5021229456,936775.120948779,26.670080598014753,10.896060075553178,2.5172419253008305
11040540,마장동,1034489.291812161,16082285.29648547,19607785.21205921,4154687.4418179146,15.546110939740531,18.95407266875753,4.016172496614212
11040550,사근동,1168326.7093078103,12609906.853063853,7891872.554204893,10511823.619914796,10.793134105899838,6.7548507547863315,8.99733228400013
11040560,행당1동,573130.4000000659,10779917.934980648,9774642.071136124,2637243.4438071162,18.80883989922609,17.054830927019403,4.601471922980901
11040570,행당2동,457322.1761841619,7533452.634575476,1723597.1901903066,1933756.6925836105,16.47296594587572,3.768890467048378,4.228434117756175
11040580,응봉동,553164.5845739627,7635520.875758067,1796457.9604054647,1305470.7428920737,13.803343685928132,3.24760118507779,2.3600042000113284
11040590,금호1가동,445096.9507123839,6185388.16916795,2060031.7864541798,1477897.7035727105,13.896721061036589,4.628276565716908,3.3203950312562567
11040620,금호4가동,831211.830733361,8928918.971758911,2691750.426050098,2208153.1994411293,10.742049910287143,3.2383446992991214,2.6565468846767035
11040650,성수1가1동,1884441.4977924544,11457243.893554779,8442036.018612327,5811331.72535239,6.079914875031392,4.479861024341601,3.0838483084564445
11040660,성수1가2동,929378.449226402,12650664.787146294,12699936.254555136,2700728.916128337,13.611962702251684,13.664978206807287,2.9059517340609475
11040670,성수2가1동,1184060.9126513745,15607807.876784565,17771470.44371042,3601316.8291712496,13.181592019480846,15.00891571863154,3.041496253015484
11040680,성수2가3동,1053696.7254850871,5808459.379204123,36073884.70733894,1579513.6551608155,5.512458413050587,34.23554789043471,1.4990211290954327
11040690,송정동,681394.466015134,12458656.180903513,4955615.508000787,1249781.1730449686,18.284058357214192,7.272755731319252,1.8341522207449372
11040700,용답동,2375334.161802022,15494518.128122538,23365317.725518085,34933419.4281333,6.523089836070807,9.836644503016888,14.70673894641899
11040710,왕십리도선동,709747.3358944025,12014183.00558627,10231549.504833521,2766194.9763427046,16.92740838603692,14.415763170058296,3.8974362233523965
11040720,금호2·3가동,630718.9454332939,18184885.824803244,3930245.228635496,1732311.672468139,28.831995544878577,6.231373351145303,2.7465667315226567
11040730,옥수동,1920719.090109008,11067835.952990266,3642902.03442373,2592012.627197613,5.762339745559631,1.896634470487291,1.3495011532636492
11050530,화양동,1135446.812010598,22576582.98467878,14668100.21019018,11313060.024436723,19.88343508992833,12.918350780532442,9.963531452789116
11050540,군자동,737460.1372972513,25170140.784571722,10519550.203029012,5466047.325927249,34.130849264366795,14.264567901368276,7.411990220868068
11050550,중곡1동,614033.6009455529,17767311.60452891,11595579.839902332,2148456.607976315,28.935406103459083,18.88427574980628,3.4989235192795602
11050560,중곡2동,545123.0428054762,24568182.182554126,10847175.07334626,1840570.8305110622,45.069058273732026,19.898581093767863,3.3764318988215263
11050570,중곡3동,601404.2505817785,18823521.586506043,9713744.577962888,2384219.8486670298,31.299282584545743,16.151772403613933,3.964421346142158
11050580,중곡4동,2311686.975970048,36570858.73041892,10348735.668323379,3540481.935091151,15.81998735580226,4.476702847703142,1.5315576770966002
11050590,능동,1091266.620928269,18017167.39281397,5019605.945479219,1422867.3050788278,16.51032575108725,4.599797931333562,1.3038677054636636
11050600,구의1동,594547.3377039409,25229655.31201306,5863544.538675518,1725585.0819348681,42.43506565759167,9.86219963799638,2.9023510366707512
11050610,구의2동,1386971.8853216723,28794983.39084412,7399422.869668996,7850076.12285651,20.76104331715842,5.334947988475549,5.659866797542105
