dong_code,pop_0_19,pop_20_59,pop_60_plus,worker_count,business_count
31060700,4470,14781,2493,20617,3835
31070110,3277,15314,9749,11356,2857
31070120,8181,26407,8150,13694,3913
31070130,3058,15267,5314,28233,3380
31070140,6609,15494,4532,23651,3240
31070310,1059,6318,3755,25097,2074
31070320,289,1684,1593,12814,1679
31070330,1692,7839,3233,8226,1549
31070340,643,3164,2651,4696,898
31070370,526,2695,2585,1466,573
31070510,6272,27767,9236,12654,3162
31070520,2827,14561,6487,7262,2512
31070530,4356,14067,3480,18953,2600
31070550,1326,8876,2495,2428,833
31070560,3161,12607,5607,5219,1719
31070570,1011,4438,1609,1773,569
31070580,376,2879,1853,2471,868
31070590,2103,12974,5486,16647,5063
31070600,1473,8441,3382,4076,1052
31070610,253,2081,1484,2828,1248
31070640,7248,23901,6483,12931,2514
31070650,12029,35254,10374,11871,3257
31070660,6198,16871,2813,4150,1311
31070670,11019,32050,8534,17666,5424
31070680,9894,27701,3949,6150,1979
31070690,9759,29939,2960,25947,3034
31080510,822,3201,2367,1978,375
31080520,1643,5575,3775,2675,1075
31080530,274,2020,2229,3017,1146
31080550,264,1323,1120,779,384
31080560,3667,13687,8031,5692,1687
31080580,829,4131,3579,5431,868
31080600,449,2485,2052,2717,629
31080610,4361,14367,6375,7970,2326
31091510,3382,14588,5474,5012,1537
31091540,5288,22723,7578,10390,4547
31091550,3459,15442,6027,5082,2028
31091560,2019,11849,4759,5376,1977
31091570,3021,12899,4888,4374,1612
31091580,4789,23301,8374,8389,2907
31091620,3457,15174,6465,4151,1108
31091710,1996,9030,5805,9199,1740
31091730,1041,4651,2982,4720,1340
31091740,2143,15255,5407,11987,3929
31091760,3593,19768,6738,7351,2283
31091770,4998,19455,6658,5545,1867
31091780,8751,25809,5831,9531,1869
31092590,5506,23482,7709,5241,2348
31092660,7381,29423,9034,114603,12691
31092680,2356,10772,3944,3653,1075
31092690,1879,9271,3584,6012,2253
31092700,4857,21433,6832,6037,2153
31092720,628,4066,4511,4827,1970
31092730,7647,27019,8106,28720,9278
31092740,2386,13349,4661,9280,1475
31092750,2997,15961,4591,19681,5482
31092760,517,2990,2106,13552,4980
31092770,3404,12826,4992,17726,3270
31092780,3774,15125,5322,3437,1449
31101510,1097,6190,3674,4833,1149
31101520,4715,12689,5486,5618,1671
31101530,6158,17754,5669,14397,2946
31101540,2570,12305,6329,7556,2326
31101550,1308,5874,3558,2040,648
31101560,5329,14763,3842,4868,1329
31101580,4237,14869,4207,12293,3023
31101590,4295,15613,8522,8150,2278
31101600,4013,18967,12072,8355,2870
31101610,2461,10756,4985,4688,1464
31101620,4569,21582,9848,12168,2939
31101630,5139,19353,6957,10245,2860
31101640,1346,9578,5398,6344,1823
31101650,2741,12210,5755,3738,1302
31101660,4049,18948,7382,8454,2587
31101670,5807,17160,4980,7777,2634
31101680,4014,10015,1985,5934,1308
31101690,3270,14046,5648,7525,2291
31101700,7637,32091,10767,11953,3823
31103510,9044,24847,6929,13657,3881
31103520,6525,25772,12265,10424,3539
31103530,2755,13174,5988,6873,2594
31103540,6485,21737,8940,9790,2991
31103550,4029,18282,6737,14788,3370
31103560,4082,13600,5344,10058,1944
31103570,3017,8928,3612,4228,1513
31103580,2174,6636,2053,11193,2611
31103590,2110,18727,5694,38978,10057
31103600,2433,12426,7155,27113,6157
31103610,1778,13420,4899,11170,3121
31104510,3727,14928,6995,3208,1328
31104520,2217,11154,5774,4163,1726
31104530,7422,20079,6435,4465,1737
31104540,8562,30419,10329,9336,3488
31104550,4201,15539,7100,5365,1894
31104560,4463,15275,7547,7712,2466
31104570,4449,22031,8096,20149,4308
31104580,3269,12490,4811,5873,1660
31104590,9188,29376,10996,19923,5818
31110510,1797,6396,3150,12774,872
31110520,3405,6999,1006,12950,1207
31110530,2732,8508,3418,8023,1214
31110540,2599,8703,3357,1081,431
31110550,812,3777,2078,10784,2099
31110560,992,3967,1890,2448,482
31120510,6446,17777,5982,8577,3676
31120520,5472,21628,8774,15004,4070
31120530,3838,14425,5540,8812,1860
31120540,1456,8717,4862,10642,2566
31120550,3749,12306,5142,2524,1089
31120560,1631,9133,4379,6497,2491
31120570,2813,14401,7412,4326,2101
31120580,3156,12923,5131,9107,2071
31130110,9516,32276,15794,14360,4784
31130120,18001,54356,23653,33698,9325
31130130,10474,37325,16914,31030,9081
31130140,2181,11383,7415,15421,4346
31130150,8576,30520,12633,13388,4458
31130160,3490,15148,8823,4106,1618
31130310,2522,10128,5855,4594,1509
31130340,787,3974,4046,7342,1815
31130350,354,1808,1712,1153,393
31130510,11997,33179,11165,10781,3575
31130520,7588,22827,7454,8402,2736
31130530,1401,9301,7001,7533,1990
31130540,178,1485,1248,6315,1753
31130570,15061,48163,17167,23651,7796
31130580,23705,60630,17456,21438,7012
31130590,8091,21724,6369,12268,3185
31140510,7129,20974,6584,10491,2805
31140520,11618,40821,11257,19894,5358
31140530,2647,17235,3558,14972,3169
31140540,12680,35544,11342,12602,3753
31140550,6729,19844,5190,15543,2888
31140560,2818,10341,3345,5578,1117
31150510,6228,26075,10174,17353,5420
31150520,3617,20413,9815,12344,4425
31150530,908,5136,3219,7938,2463
31150540,12224,33297,9626,12280,3899
31150550,1485,6578,3486,7160,1969
31150560,8633,24270,8383,10688,3666
31150590,85,757,964,7920,2618
31150610,4792,17864,5038,36830,6809
31150620,3184,14211,4526,23004,4683
31150640,1911,13406,3320,9321,3537
31150650,2990,15192,3747,42727,8312
31150670,4977,15573,4548,5651,1846
31150680,3254,12808,5554,4736,1559
31150690,2759,10750,3792,5704,1790
31150700,4136,15285,4735,8710,2346
31150710,10576,28157,6120,6578,1964
31150720,3555,12983,3464,2803,1105
31150740,9849,21785,3651,5511,2035
31150750,8305,24163,2984,12002,4186
31160510,3881,19789,8528,38642,7009
31160520,7273,24932,9811,8251,2485
31160540,1125,8715,5154,7691,2173
31160550,4230,14633,6694,5373,1467
31160560,2099,12216,5183,10857,2670
31160570,1959,10493,5099,5762,1220
31160580,3156,12590,4744,1829,660
31160590,2058,8805,4607,1593,556
31160600,4168,11644,4086,2003,720
31160610,3646,14268,5870,13012,3456
31160630,1380,5236,2683,2494,778
31160640,4371,12133,3970,14020,1878
31170510,1894,8297,3350,10239,1584
31170520,4373,17034,7557,16683,2660
31170530,5936,21261,9993,9780,2408
31170540,3017,11787,5330,4562,1481
31170550,3972,12887,4843,2810,1080
31170560,5830,22085,9424,17565,3434
31180510,555,3434,2418,11390,2282
31180520,585,4296,2038,2555,1052
31180530,7306,25223,13244,12697,3340
31180540,1611,7974,4883,1784,818
31180550,1897,10042,6084,2533,1169
31180560,3968,14348,6794,15718,3714
31180590,115,971,767,5529,1514
31180600,275,1750,1184,7897,1724
31180610,7152,17884,4813,19249,5008
31180620,8986,37372,7571,15839,5077
31180630,10906,26908,9087,10371,3842
31180650,8714,21267,5112,3479,1251
31180660,213,1641,958,6234,1206
31180670,10175,23800,5540,5333,1768
31191110,5181,19921,7778,15327,3962
31191120,3816,15072,7399,17413,4605
31191130,2861,11054,6151,16470,3561
31191140,5236,12888,5757,16550,2706
31191340,845,3641,3428,6514,1502
31191350,566,3720,3759,8196,1465
31191360,2790,11523,5533,13259,2772
31191510,3317,15302,6229,15070,3673
31191530,6973,22741,7419,10230,2337
31191540,1523,7272,3971,8043,2462
31191550,6856,22876,5731,8463,2656
31191560,2057,7541,2761,7168,957
31192520,6730,27008,7277,21693,8416
31192540,3378,12288,5627,16165,3552
31192550,5147,16363,3730,25559,2098
31192560,7236,21773,10294,9102,2462
31192570,5023,17895,8531,12425,1802
31192590,6994,20194,8138,15584,3658
31192600,3879,13823,5918,5883,1559
31192610,5989,22731,8521,9949,2497
31192630,6302,19575,5476,18607,3411
31192640,3358,11932,3909,10563,1653
31192650,1790,8099,3007,3761,909
31192660,6418,19013,7475,9953,2349
31192670,7756,19079,5188,3766,1425
31192680,6330,15959,4605,14005,4182
31192690,6336,15110,5452,5312,1294
31193510,5591,21890,7708,9006,3170
31193520,9692,25886,5872,7794,2091
31193530,8927,23852,8538,6187,2203
31193550,2656,11496,3851,6260,1613
31193560,10740,30408,9645,15519,3902
31193580,6953,19071,7086,4621,1768
31193590,11836,30131,12729,8828,2833
31193600,5365,16608,6460,11067,2548
31193610,5049,16308,5227,7393,2414
31193620,4451,11587,4050,2220,779
31193630,5631,17285,4843,13144,2545
31200110,8699,26207,11993,14332,4128
31200120,1392,7467,5252,9210,1818
31200130,768,4712,4376,6699,1466
31200150,3750,15240,9386,14664,4201
31200310,336,6015,2404,33378,2723
31200320,1379,7149,4535,19419,4128
31200350,928,5088,4670,14586,3266
31200360,221,1538,1899,2289,579
31200370,861,3372,2745,3189,1039
31200390,67,324,328,214,68
31200520,6255,18448,6803,8816,2916
31200530,2116,12946,6532,15301,4409
31200540,4184,15085,6452,7349,1903
31200550,700,4000,2715,41469,9604
31200560,10088,29115,8395,18284,6442
31200570,16387,38950,9523,8588,3516
31200580,15944,42181,11331,13743,5115
31210110,1980,6874,5268,4665,1669
31210120,6765,22717,7013,45107,3453
31210310,1892,7774,4345,8045,1987
31210320,1448,6140,3844,6073,1261
31210330,709,2976,2239,8547,1471
31210340,2893,9415,3392,14102,2225
31210350,2032,9106,3196,8102,1236
31210360,279,1795,2078,4677,758
31210370,306,1824,2371,3229,922
31210380,140,902,1540,1175,406
31210510,1986,9434,4598,9109,3037
31210520,1730,9942,3972,13571,2563
31210530,1136,5630,2843,5958,1447
31210540,14086,35601,7887,10838,3635
31220110,12237,37121,11992,17826,4786
31220310,402,2176,2532,4774,864
31220320,851,3503,2987,2052,627
31220330,163,1253,1665,5331,763
31220340,396,2599,2538,11665,1345
31220350,2090,9320,3797,9889,1939
31220360,362,2197,2572,6835,1294
31220380,666,3746,2083,12315,1783
31220390,638,3082,3559,5301,1489
31220400,557,3165,3112,6089,1194
31220410,276,1729,1734,3244,731
31220420,123,802,962,1794,354
31220510,1464,6223,4115,7483,1548
31220520,4561,15987,5617,11118,2920
31220530,3842,12858,5380,11102,2341
31230110,4781,19365,10443,23607,5755
31230120,11172,27927,9298,18396,5416
31230130,4471,16783,8971,37925,7880
31230340,721,4722,4143,32338,7391
31230350,294,2281,2629,10626,1968
31230360,614,3503,3801,11427,3005
31230530,3122,12543,5748,10906,3213
31230540,12180,36031,12053,11452,4349
31230560,10016,23903,6851,11456,4407
31230600,12387,29258,7662,9736,3600
31230610,10804,34199,13561,12840,4188
31230620,9768,22910,6576,8092,2492
31230630,10045,29164,5991,15116,6330
31230640,8547,20789,6145,3976,1782
31240120,19612,57940,17233,34557,10022
31240130,1980,9365,6066,28374,3067
31240140,18815,53241,13212,50522,10879
31240150,9779,35993,11544,46657,6683
31240310,557,3332,2780,3865,908
31240330,547,3890,3059,8345,1946
31240350,488,3588,2729,19965,2951
31240360,1003,5066,4686,9943,2525
31240370,414,3144,3589,9733,2100
31240380,667,5223,3917,38340,7455
31240390,810,4880,4260,24354,3951
31240420,214,2011,1734,17823,2710
31240430,895,5903,4170,31890,6417
31240520,9416,33838,7116,16369,4691
31240530,6850,24042,5684,7911,2283
31240540,5120,14048,3756,4601,1599
31240550,9280,23261,4724,67487,2728
31240560,3140,9783,3126,5993,1488
31240570,4146,16834,6224,13082,2712
31240600,9427,20820,4162,5213,1591
31240610,11543,34118,4714,34768,6279
31240620,9569,26871,4456,7241,2331
31240640,17108,32527,3805,6247,2134
31240650,10548,30820,5529,44753,10334
31240670,7318,15873,2564,3830,1593
31240690,14957,36234,5689,20803,5136
31240700,10179,29388,3773,30607,4585
31240710,9379,21164,3114,5295,1673
31250110,19356,69676,25686,35575,11663
31250120,8436,29989,11981,27951,7181
31250140,2671,12550,6975,20820,4732
31250340,905,4895,3525,13862,2798
31250350,2104,7568,6106,3291,1560
31250360,65,537,821,538,183
31250380,251,1002,1063,1439,477
31250540,5199,17392,6464,12962,3987
31250550,3053,12387,5762,9247,2220
31250560,3156,10743,3965,2573,985
31250570,6270,24299,10219,8362,3008
31250580,4596,19635,8410,18531,4750
31250590,8811,19722,5132,4169,1758
31260110,3148,13139,8857,11000,2882
31260310,355,2566,2534,12237,2655
31260320,584,3128,2731,8122,1628
31260330,1192,5723,4209,13110,3252
31260340,954,5599,5254,6124,1593
31260510,404,2129,2247,5292,1106
31260520,10210,28607,11801,14078,4510
31260530,1170,5173,2701,6339,1659
31260540,5883,21668,9040,8798,2479
31260550,4394,15200,5875,4490,1582
31260560,20192,50206,11153,14632,5221
31270110,6559,24685,12161,22919,6457
31270310,1021,4544,3051,10733,2254
31270320,207,2045,2073,8139,1791
31270330,485,3556,3196,16409,3793
31270340,1231,5951,4539,8058,1572
31270350,99,764,1200,1687,398
31270360,342,1874,2414,3810,915
31270370,1016,4154,3933,3430,1134
31270380,659,2764,2291,1944,645
31270390,882,3608,3263,2994,1072
31270400,123,935,1506,710,270
31270410,296,1163,1116,2472,441
31270510,2689,10761,5792,8928,2505
31270520,1536,8330,4509,11649,2413
31280110,1786,7473,5209,9518,1813
31280310,431,1883,2422,2712,587
31280330,379,1972,2668,2073,613
31280340,189,1081,1648,961,338
31280350,254,953,1270,1459,363
31280360,489,2524,3650,3171,1020
31280370,394,2032,2303,3034,799
31280380,333,1868,2110,2514,568
31280390,537,2411,2967,3017,667
31280510,2766,11615,6536,14511,3768
31280520,4564,14171,5520,8986,2291
31280530,3394,10396,4214,5118,1688
31350110,1061,3947,2819,3858,1035
31350120,2855,9293,5907,7264,2407
31350310,189,1157,1628,1181,429
31350320,278,1888,2010,1952,470
31350330,187,972,1349,1590,390
31350340,100,619,986,488,263
31350350,53,317,616,232,112
31350360,126,878,1471,577,352
31350370,12,70,82,43,33
31350380,42,254,418,277,92
31370110,2837,10512,7307,10408,2905
31370310,1164,4238,4243,5890,1619
31370320,1289,6381,5827,6540,2123
31370330,332,2306,2852,3452,1034
31370350,263,1365,2033,1940,836
31370360,1227,4639,3487,3565,1145
31380110,5908,19100,10605,15813,5060
31380310,1621,4735,3676,2434,927
31380320,360,1923,2597,1398,610
31380330,1648,6372,5880,3638,1361
31380340,968,3676,3461,2169,930
31380350,1404,4555,4072,2612,1267
31380360,328,1487,2113,1111,420
31380370,223,1328,2230,1178,372
31380380,306,1644,2622,1277,421
31380390,542,2518,3773,1669,606
31380400,2706,8525,7218,5205,1973
31380410,464,2072,2578,1338,493
