권역 존체계_읍면동,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
33,29.92893895711197,24.23498910110402,35.276796597958544,26.805382201594885,33.45107301213928,82.06135170518624,46.351804820824434,29.76946748343681,28.925564070172886,28.9489916126382,27.31609892330552,28.742371686804713,29.841692162733803,29.453552513130873,29.867984977671004,30.13333095862377,29.052036432866466,29.861881256994558,23.448137044477978,482.0516763822142,21.635494682881784,24.332561891535782,22.217064132285234,28.71568574296074,29.306158403339204,29.51824636868631,29.654184110685673,12.992117544204891,33.9600509217023,20.928068873175746,23.60977118432552,2.4057835503159746,0.0,424.692385005451,1.1473433594709421,4.5913158832084315,6.88943441363923,5.315348903684463,6.249009329232264,5.217560872869688,8.044578939774873,11.924247975523178,15.71390493503315
34,414.0111053682028,408.6150143314567,394.98433583367137,398.8085273611822,420.88020286321483,350.05286602539655,393.59735111784437,395.7206937856083,396.2910494968651,396.54370977293866,398.06305106467687,396.9449894206539,395.80191164039513,396.35543155294084,396.38927065777176,395.083892170545,395.82873080501054,394.8403370592243,401.31717660418684,67.35264166504297,404.2002833332924,402.1730750063599,405.2183849245963,400.08403028232266,398.5397562408538,397.4926933882257,427.8937734794931,414.85472455591724,403.5248252451797,422.2811132850673,409.03969334713446,424.8061499180325,424.692385005451,0.0,424.98635954531056,422.72887439470577,417.80298050123173,419.63382387916573,419.31286831508095,421.8824372103199,421.3579298669085,420.1628448921837,423.39811110803237
35,29.028084704111905,23.639473907595523,36.112248893142684,27.386198323016583,32.402635352253874,81.92203254196217,47.35159410382979,29.83049147587175,29.032600758424323,29.006332697875074,27.386418268380684,28.76857901074564,29.87932349335394,29.465792909187897,29.82588483120098,30.243922332109147,29.243049860557132,30.147543270480856,23.84943185667622,482.2581382491161,21.59653266752372,24.22236603780996,21.982047367722476,28.435686967237274,29.10612437037675,29.39444010782461,28.527043571478476,13.947256561434395,34.99826179997502,19.87528199526107,24.629070539744692,3.5177275335728027,1.1473433594709421,424.98635954531056,0.0,5.7222920641461394,7.270216445077119,5.378740269736787,6.0423694478244645,4.524866780442223,7.199982466812161,11.040648429420566,14.645132667223182
36,33.155116919157614,26.274707641363417,31.529156299941825,24.09915321894608,37.33004809034475,81.91289970119723,42.03425402759308,29.100780375026144,28.08551431150509,28.307600928413247,26.649964324894523,28.228915517098827,29.26556450431413,28.98488911982808,29.610546523105487,29.260925189571857,27.873619402110368,28.29289101843387,21.523487680091307,480.41583443723306,21.534036918324368,24.44754965498492,22.87744195906224,29.426959790053527,29.688864518478105,29.592917178449916,33.97062048767659,9.00295378419664,29.54372141969819,24.881595213028877,19.269684985137907,2.7183062149508253,4.5913158832084315,422.72887439470577,5.7222920641461394,0.0,6.406518568240995,6.533440922981265,8.056323641604866,8.56443604694954,11.519609917214972,15.348549382292928,19.778649387452255
37,28.0082373108586,20.215178365176644,29.596722736514597,20.206050968112336,33.125913750529655,75.73285406498496,41.7971558909826,23.108352734370673,22.19328039720662,22.29741972851118,20.64822850543568,22.150445517880282,23.22280866437556,22.88650850974468,23.41948054865156,23.392755146847236,22.22003036178905,22.975874119132488,16.58520872976099,475.18513812173734,15.25429202767092,18.11716381135704,16.47116108187458,23.021869465846727,23.31612886848536,23.28787784316971,30.952192942580126,8.899560695868741,29.943338790270985,21.119842722226245,19.58171900460438,7.391155469848725,6.88943441363923,417.80298050123173,7.270216445077119,6.406518568240995,0.0,2.457317399789855,3.5148687524027493,5.9860200371498316,8.103019947494838,11.211973761447606,16.529024546032282
38,26.777369322469017,19.778952379595633,32.049306995350406,22.496212816509324,31.435734552534576,76.76253620009454,44.21712168872433,24.47821499858071,23.661838864453337,23.65582298665994,22.029097088842356,23.43697671814245,24.540405899140904,24.144356510407324,24.5526764165348,24.8723609994265,23.866262870698602,24.806781082100095,18.63382944513608,476.88046544024627,16.32037743750481,19.03261076847417,17.013316406562556,23.54807962246392,24.056237592456064,24.221157661101365,28.87407823869051,11.127124478584967,32.29234499491238,19.22064418861835,21.903543275491288,6.5514969875356766,5.315348903684463,419.63382387916573,5.378740269736787,6.533440922981265,2.457317399789855,0.0,1.5721158075323032,3.547091132322369,5.908700627454449,9.356235696652105,14.436947227730347
39,25.206301340851446,18.343248577643266,32.779091528708044,22.81508902750729,29.8998446395755,75.88194040378039,45.234641044921425,23.885650901623517,23.144062488612434,23.058976137678442,21.45631026483174,22.79179366908403,23.91132022627202,23.476664886363476,23.80252875037175,24.357311657226674,23.485096885240047,24.580801922407204,18.6580249125008,476.4381547656373,15.581598726147703,18.1809903609901,15.975232038045176,22.466836230473714,23.081118113707973,23.35207120413833,27.47774264013506,12.403653909393952,33.44586429491668,17.736823585368438,23.093592201671566,7.821676416674059,6.249009329232264,419.31286831508095,6.0423694478244645,8.056323641604866,3.5148687524027493,1.5721158075323032,0.0,2.8355875497299445,4.588236862657637,7.843987593788743,13.042822148021976
40,24.80863007275317,19.116419620850838,35.52013037204651,25.650658086328324,28.76692548291925,77.84349771331105,47.7640328533857,26.288584514998668,25.620315374642203,25.46072656095999,23.88808363526782,25.144742362438045,26.27679496068022,25.802346207066723,26.030617848749948,26.832063710212978,26.071098170743774,27.264486893059416,21.455232787890775,478.9039455420494,17.87645547082028,20.311394384318312,17.838081112692908,24.188422329293278,24.989808689321556,25.4236767377089,25.685947979694348,14.604798505310958,35.81352003839546,16.34194667361584,25.413761790249747,7.394486589646898,5.217560872869688,421.8824372103199,4.524866780442223,8.56443604694954,5.9860200371498316,3.547091132322369,2.8355875497299445,0.0,2.964576841217869,6.841020589884253,11.32151138931244
41,21.892284446986825,16.75768721819649,37.0389393892797,26.560197498334198,25.823187028853226,76.3622884314313,49.74573079648833,25.63843733384227,25.118629989417265,24.81656167899306,23.31741923795263,24.41605243486462,25.558805740405564,25.019748038089197,25.0866995186959,26.315896693666573,25.807204385604194,27.254708743381688,21.95138338702865,478.1472681778362,17.159176384991515,19.29478073193293,16.51489083069102,22.602809941919748,23.614578559990523,24.25665125517736,22.969195404187754,16.98232209667457,38.0242101263759,13.439930129038315,27.68024834502254,10.309252155597836,8.044578939774873,421.3579298669085,7.199982466812161,11.519609917214972,8.103019947494838,5.908700627454449,4.588236862657637,2.964576841217869,0.0,3.893401929050987,8.53712757581284
42,18.004900723695123,13.618447990265304,38.82574582774256,27.68451883020145,22.091920064185686,74.07594369482965,52.081730215609646,24.74176607144322,24.432181413125395,23.944697813301996,22.578586589299913,23.438328271535283,24.572085207352995,23.9562477752302,23.80218474733827,25.586227992822927,25.423901887504922,27.179355525013403,22.6478243417586,476.65507908845507,16.42217125658202,18.05783247759408,14.94509527898663,20.476212117328256,21.76356321678056,22.682059010428116,19.82491060875577,20.05666089055448,40.71312583470633,9.909050650716676,30.502507101698942,14.202409452067897,11.924247975523178,420.1628448921837,11.040648429420566,15.348549382292928,11.211973761447606,9.356235696652105,7.843987593788743,6.841020589884253,3.893401929050987,0.0,5.594123827586477
43,15.597772968986506,15.035967222906887,44.37854632474757,33.082501757219916,17.777991177227555,75.98153712216306,57.67465520496471,28.89009094892753,28.775111257738516,28.132630100019355,26.914657809503137,27.538539749325338,28.63853529687802,27.96146567026672,27.58406460330662,29.87001595831007,29.99692953167388,31.953741142810426,27.908602968265736,479.50398042731035,20.934678585647962,22.066962252393395,18.757611367720717,23.317924367186087,24.93601579386545,26.168481330268044,14.43860115140775,25.42731523542354,46.25518534810219,5.262087565930588,35.99851397877359,18.116366719708765,15.71390493503315,423.39811110803237,14.645132667223182,19.778649387452255,16.529024546032282,14.436947227730347,13.042822148021976,11.32151138931244,8.53712757581284,5.594123827586477,0.0
