dong_code,dong_name,station_count_준고속철도,station_count_2023_준고속철도,행정동전체면적_m2_x,상업업무지역비율_pct_x,공공시설지역비율_pct_x,주거지역비율_pct_x,행정동전체면적_m2_y,상업업무지역비율_pct_y,공공시설지역비율_pct_y,주거지역비율_pct_y,station_count_고속철도,station_count_2023_고속철도,pop_0_19_x,pop_20_59_x,pop_60_plus_x,worker_count_x,business_count_x,아파트비율_퍼센트_x,아파트비율_퍼센트_y,station_count_2023_일반철도,station_count_지하철,station_count_2023_지하철,pop_0_19_y,pop_20_59_y,pop_60_plus_y,worker_count_y,business_count_y,station_count_일반철도
31013720,행궁동,0,0,1562074.034898955,22.62591989891544,0.7487105501216187,33.928389526879904,1562074.034898955,22.62591989891544,0.7487105501216187,33.928389526879904,0,0,565,5274,3594,8073,3009,1.49,1.49,0,0,0,565,5274,3594,8073,3009,0
31014510,매탄1동,0,0,601331.9799682606,3.751735697008343,0.0,75.41809826893902,601331.9799682606,3.751735697008343,0.0,75.41809826893902,0,0,1829,7355,2520,1827,771,73.29,73.29,0,0,0,1829,7355,2520,1827,771,0
31014520,매탄2동,0,0,608340.7960805249,10.30042332349178,1.7881921482311824,50.24082983241683,608340.7960805249,10.30042332349178,1.7881921482311824,50.24082983241683,0,0,1905,8553,3472,4052,1136,62.91,62.91,0,0,0,1905,8553,3472,4052,1136,0
31014530,매탄3동,0,0,3184842.5151843256,0.6622690321244468,0.0,11.396399858634034,3184842.5151843256,0.6622690321244468,0.0,11.396399858634034,0,0,5950,23103,5459,45811,2546,89.87,89.87,0,2,2,5950,23103,5459,45811,2546,0
31014540,매탄4동,0,0,745572.0116981259,0.2423907518846678,0.0,52.64262137763767,745572.0116981259,0.2423907518846678,0.0,52.64262137763767,0,0,2622,13116,4555,2401,1113,89.29,89.29,0,0,0,2622,13116,4555,2401,1113,0
31014600,원천동,0,0,3238978.581179879,3.1998915534082126,4.57837762069967,15.916282136998367,3238978.581179879,3.1998915534082126,4.57837762069967,15.916282136998367,0,0,9262,29818,6367,24527,4348,90.39,90.39,0,1,1,9262,29818,6367,24527,4348,0
31014620,광교1동,0,0,7972362.975359087,0.0530285063295687,1.8412417593187145,3.245607337660745,7972362.975359087,0.0530285063295687,1.8412417593187145,3.245607337660745,0,0,11212,35845,6015,32061,5300,87.6,87.6,0,2,2,11212,35845,6015,32061,5300,0
31014630,광교2동,0,0,4145245.9216759335,0.0,1.680273065001579,2.6759369034404386,4145245.9216759335,0.0,1.680273065001579,2.6759369034404386,0,0,5848,17790,5074,13110,3411,98.42,98.42,0,2,2,5848,17790,5074,13110,3411,0
31014640,영통1동,0,0,1688727.5261376677,2.38562076878454,3.1369535877238737,32.15786119413504,1688727.5261376677,2.38562076878454,3.1369535877238737,32.15786119413504,0,0,6636,21431,5128,3750,1331,98.78,98.78,0,1,1,6636,21431,5128,3750,1331,0
31014650,영통2동,0,0,1369352.4425494557,3.779707856191303,0.2787819412318782,25.10442893760212,1369352.4425494557,3.779707856191303,0.2787819412318782,25.10442893760212,0,0,3767,19084,2542,16848,3206,95.53,95.53,0,3,3,3767,19084,2542,16848,3206,0
31014660,영통3동,0,0,1699302.9127793724,14.37064623855178,4.2449556413873495,32.322044267711895,1699302.9127793724,14.37064623855178,4.2449556413873495,32.322044267711895,0,0,5712,21478,4434,16347,4225,94.42,94.42,0,2,2,5712,21478,4434,16347,4225,0
31014670,망포1동,0,0,1027429.7183889756,0.0516898200107175,0.0,34.96810948577591,1027429.7183889756,0.0516898200107175,0.0,34.96810948577591,0,0,7042,20244,4398,3837,1370,93.61,93.61,0,1,1,7042,20244,4398,3837,1370,0
31014680,망포2동,0,0,1420101.381350298,1.2259925176097295,6.343817807914312,2.5919540951994997,1420101.381350298,1.2259925176097295,6.343817807914312,2.5919540951994997,0,0,9202,21052,3208,4411,1376,96.39,96.39,0,1,1,9202,21052,3208,4411,1376,0
31021510,신흥1동,0,0,322852.5331408005,24.033882897638502,0.0,62.804470845383634,322852.5331408005,24.033882897638502,0.0,62.804470845383634,0,0,958,7502,4205,4156,1366,8.04,8.04,0,2,2,958,7502,4205,4156,1366,0
31021520,신흥2동,0,0,1141191.3739257006,9.942760227820042,7.535498394083021,38.08841525296916,1141191.3739257006,9.942760227820042,7.535498394083021,38.08841525296916,0,0,4822,17673,6400,3537,1233,95.33,95.33,0,3,3,4822,17673,6400,3537,1233,0
31021530,신흥3동,0,0,321414.3661013776,33.58769230272631,0.0,50.56033931250913,321414.3661013776,33.58769230272631,0.0,50.56033931250913,0,0,846,6536,3445,4380,1487,8.53,8.53,0,3,3,846,6536,3445,4380,1487,0
31021540,태평1동,0,0,1342137.6152378148,4.0934033050153955,1.782118766567814,20.365341623449655,1342137.6152378148,4.0934033050153955,1.782118766567814,20.365341623449655,0,0,1017,8722,4637,4917,1654,17.19,17.19,0,2,2,1017,8722,4637,4917,1654,0
31021550,태평2동,0,0,482637.617122291,5.905727307362096,9.77455799680162,60.89822419518293,482637.617122291,5.905727307362096,9.77455799680162,60.89822419518293,0,0,1405,8674,4351,4028,1088,16.38,16.38,0,0,0,1405,8674,4351,4028,1088,0
31021560,태평3동,0,0,371412.9683359223,7.048065867835376,0.0040900799439823,64.20924236126953,371412.9683359223,7.048065867835376,0.0040900799439823,64.20924236126953,0,0,1168,7212,4062,2617,1165,17.87,17.87,0,2,2,1168,7212,4062,2617,1165,0
31021570,태평4동,0,0,404584.2281383324,6.579371697826216,4.718419124308991,57.792783301875616,404584.2281383324,6.579371697826216,4.718419124308991,57.792783301875616,0,0,1319,7075,3514,2193,731,25.36,25.36,0,0,0,1319,7075,3514,2193,731,0
31021580,수진1동,0,0,333426.37717924896,12.077722791664554,0.0,73.10610369585892,333426.37717924896,12.077722791664554,0.0,73.10610369585892,0,0,764,6513,4287,2831,1400,3.1,3.1,0,4,4,764,6513,4287,2831,1400,0
31021590,수진2동,0,0,924607.7040958029,13.853738632348406,0.0,20.54738325328964,924607.7040958029,13.853738632348406,0.0,20.54738325328964,0,0,1449,8456,5110,5155,1390,46.13,46.13,0,3,3,1449,8456,5110,5155,1390,0
31021600,단대동,0,0,803119.5178335841,6.874114742179069,5.689148270128535,30.967482706028647,803119.5178335841,6.874114742179069,5.689148270128535,30.967482706028647,0,0,1897,8442,4235,3604,1008,57.08,57.08,0,3,3,1897,8442,4235,3604,1008,0
31021610,산성동,0,0,584996.7628623806,5.529925325435635,7.670685654217492,36.924345626700536,584996.7628623806,5.529925325435635,7.670685654217492,36.924345626700536,0,0,599,2653,1471,971,301,0.0,0.0,0,2,2,599,2653,1471,971,301,0
31021620,양지동,0,0,1260366.8614658222,3.849656740287952,3.5278649775836453,11.115656037553393,1260366.8614658222,3.849656740287952,3.5278649775836453,11.115656037553393,0,0,1139,5374,2818,1976,588,21.13,21.13,0,1,1,1139,5374,2818,1976,588,0
31021640,신촌동,0,0,4983271.312586157,0.0,0.0,6.878554199654319,4983271.312586157,0.0,0.0,6.878554199654319,0,0,879,2864,832,1239,300,61.48,61.48,0,0,0,879,2864,832,1239,300,0
31021650,고등동,0,0,12322533.772624344,0.0,0.0,3.5484809441926286,12322533.772624344,0.0,0.0,3.5484809441926286,0,0,2111,7466,2299,5291,1340,88.68,88.68,0,0,0,2111,7466,2299,5291,1340,0
31021660,시흥동,0,0,12949411.369059494,0.1058062861663131,3.934611712752434,2.950423897181921,12949411.369059494,0.1058062861663131,3.934611712752434,2.950423897181921,0,0,263,2228,906,16814,1438,21.84,21.84,0,0,0,263,2228,906,16814,1438,0
31021670,복정동,0,0,3559313.6906606755,1.1792748433535971,0.92482610438987,4.221881323363382,3559313.6906606755,1.1792748433535971,0.92482610438987,4.221881323363382,0,0,936,7589,1832,9923,1484,0.0,0.0,0,5,5,936,7589,1832,9923,1484,0
31021680,위례동,0,0,3166325.649728645,0.0,0.6123937277025784,7.306173241374197,3166325.649728645,0.0,0.6123937277025784,7.306173241374197,0,0,9186,26773,9028,17883,4511,95.74,95.74,0,4,4,9186,26773,9028,17883,4511,0
31022510,성남동,0,0,2000825.669565819,16.887765186317218,5.906671315629231,19.447663844653448,2000825.669565819,16.887765186317218,5.906671315629231,19.447663844653448,0,0,2856,20378,9196,14022,4578,41.06,41.06,0,4,4,2856,20378,9196,14022,4578,0
31022530,금광1동,0,0,606187.9180644603,7.908729111881689,1.7868098902379597,53.38822017238951,606187.9180644603,7.908729111881689,1.7868098902379597,53.38822017238951,0,0,3348,12311,3908,2528,893,90.22,90.22,0,1,1,3348,12311,3908,2528,893,0
31022540,금광2동,0,0,1094812.0604009866,5.471106673723028,1.0093155437066037,37.41925630013957,1094812.0604009866,5.471106673723028,1.0093155437066037,37.41925630013957,0,0,2811,14776,7104,5112,2030,41.36,41.36,0,2,2,2811,14776,7104,5112,2030,0
31022550,은행1동,0,0,273136.4610257772,0.0,0.0,46.49272935158706,273136.4610257772,0.0,0.0,46.49272935158706,0,0,1274,5893,2509,707,331,33.4,33.4,0,1,1,1274,5893,2509,707,331,0
31022560,은행2동,0,0,2407367.882200602,0.8836894147874441,1.4066031600589772,17.52243717079444,2407367.882200602,0.8836894147874441,1.4066031600589772,17.52243717079444,0,0,2383,12916,6876,2649,1284,27.17,27.17,0,1,1,2383,12916,6876,2649,1284,0
31022570,상대원1동,0,0,6791300.500372477,1.0844721507847843,0.2896946921361679,7.051352891096384,6791300.500372477,1.0844721507847843,0.2896946921361679,7.051352891096384,0,0,2737,14443,7156,46392,6318,54.1,54.1,0,0,0,2737,14443,7156,46392,6318,0
31022580,상대원2동,0,0,514232.538373406,8.371292150040368,0.0,48.745347976428015,514232.538373406,8.371292150040368,0.0,48.745347976428015,0,0,316,1819,1034,4436,852,9.99,9.99,0,0,0,316,1819,1034,4436,852,0
31022590,상대원3동,0,0,305902.58438084874,8.652314766516191,0.0,73.66249326614755,305902.58438084874,8.652314766516191,0.0,73.66249326614755,0,0,1071,6654,4033,1828,1010,1.58,1.58,0,0,0,1071,6654,4033,1828,1010,0
31022600,하대원동,0,0,2339445.7954968666,6.88719776052564,0.605312049856347,11.570223621632085,2339445.7954968666,6.88719776052564,0.605312049856347,11.570223621632085,0,0,2587,11299,5707,5958,1802,65.09,65.09,0,2,2,2587,11299,5707,5958,1802,0
31022610,도촌동,0,0,9399368.91832518,0.2958095328470739,0.5982476939513934,2.5618124644084284,9399368.91832518,0.2958095328470739,0.5982476939513934,2.5618124644084284,0,0,4956,15474,6098,9026,2051,93.03,93.03,0,0,0,4956,15474,6098,9026,2051,0
31022620,중앙동,0,0,679222.1738122248,17.378459457159863,0.0,44.74036677354177,679222.1738122248,17.378459457159863,0.0,44.74036677354177,0,0,2573,10037,4315,1729,932,74.48,74.48,0,3,3,2573,10037,4315,1729,932,0
31023510,분당동,0,0,3386618.5904599978,1.2522330273467817,1.358252871704791,19.378586342672193,3386618.5904599978,1.2522330273467817,1.358252871704791,19.378586342672193,0,0,4293,14913,5682,3475,893,70.02,70.02,0,0,0,4293,14913,5682,3475,893,0
31023520,수내3동,0,0,1049864.3687678084,1.521500831459972,1.517101244105992,24.422505994908615,1049864.3687678084,1.521500831459972,1.517101244105992,24.422505994908615,0,0,3118,8204,2114,2333,734,87.85,87.85,0,0,0,3118,8204,2114,2333,734,0
31023530,수내1동,0,0,1022529.6649232466,12.954269185915852,7.132389445687319,25.345648886188265,1022529.6649232466,12.954269185915852,7.132389445687319,25.345648886188265,0,0,3311,11123,3404,23859,3498,100.0,100.0,0,2,2,3311,11123,3404,23859,3498,0
31023540,수내2동,0,0,823351.3245856259,1.124045461961369,4.874756425538334,23.195630105719232,823351.3245856259,1.124045461961369,4.874756425538334,23.195630105719232,0,0,2982,5750,1623,1889,695,100.0,100.0,0,2,2,2982,5750,1623,1889,695,0
31023550,정자2동,0,0,502331.51460231195,0.0,0.0,70.21580742580838,502331.51460231195,0.0,0.0,70.21580742580838,0,0,1907,8973,3734,1381,537,100.0,100.0,0,0,0,1907,8973,3734,1381,537,0
31023560,정자3동,0,0,1970271.7906634505,3.388943168470895,5.478260106625065,15.383449869011804,1970271.7906634505,3.388943168470895,5.478260106625065,15.383449869011804,0,0,3295,10260,3342,7681,670,93.45,93.45,0,0,0,3295,10260,3342,7681,670,0
31023580,서현1동,0,0,7490739.683692083,4.723227143107653,1.9591377772862104,7.512936316395516,7490739.683692083,4.723227143107653,1.9591377772862104,7.512936316395516,0,0,6061,19059,5901,37303,5423,90.68,90.68,0,1,1,6061,19059,5901,37303,5423,0
31023590,서현2동,0,0,780679.2261756653,6.383137602422001,0.0,49.52765833722744,780679.2261756653,6.383137602422001,0.0,49.52765833722744,0,0,3268,10708,3783,3221,1190,89.11,89.11,0,0,0,3268,10708,3783,3221,1190,0
31023600,이매1동,0,0,2885199.9100732766,3.768151864292693,0.8832269528717192,16.41344273858264,2885199.9100732766,3.768151864292693,0.8832269528717192,16.41344273858264,0,0,4818,14769,5258,5363,1299,88.45,88.45,0,3,3,4818,14769,5258,5363,1299,0
31023610,이매2동,0,0,636016.5727077175,0.0,0.0,49.862900270014215,636016.5727077175,0.0,0.0,49.862900270014215,0,0,2549,7368,3229,2299,740,100.0,100.0,0,2,2,2549,7368,3229,2299,740,0
31023620,야탑1동,0,0,1152104.9726359178,10.12734934934439,16.854611515682656,28.57613219269912,1152104.9726359178,10.12734934934439,16.854611515682656,28.57613219269912,0,0,2286,10132,4390,25254,3727,96.27,96.27,0,1,1,2286,10132,4390,25254,3727,0
31023630,야탑3동,0,0,5108682.386182084,1.9990866948071504,1.09778322394224,13.051999130186845,5108682.386182084,1.9990866948071504,1.09778322394224,13.051999130186845,0,0,3487,16195,7156,13664,2619,68.13,68.13,0,3,3,3487,16195,7156,13664,2619,0
31023640,야탑2동,0,0,623246.8307025399,2.98899807946046,0.0,58.50222708537369,623246.8307025399,2.98899807946046,0.0,58.50222708537369,0,0,2697,8709,4468,8635,891,97.72,97.72,0,1,1,2697,8709,4468,8635,891,0
31023670,구미동,0,0,3758023.763078015,5.510992494844402,2.719534161920385,20.842770711073904,3758023.763078015,5.510992494844402,2.719534161920385,20.842770711073904,0,0,4070,16732,7871,23169,2632,86.16,86.16,0,2,2,4070,16732,7871,23169,2632,0
31023680,운중동,0,0,17585271.7201601,1.1550939720839954,0.8726973540253466,1.7121940904211783,17585271.7201601,1.1550939720839954,0.8726973540253466,1.7121940904211783,0,0,7517,20947,6092,8594,2206,79.48,79.48,0,0,0,7517,20947,6092,8594,2206,0
31023710,금곡동,0,0,5763143.055682535,1.194116987641715,0.1782108070330058,8.92473320340099,5763143.055682535,1.194116987641715,0.1782108070330058,8.92473320340099,0,0,3797,16026,7260,14262,2668,85.23,85.23,0,4,4,3797,16026,7260,14262,2668,0
31023720,구미1동,0,0,3546946.845562242,1.0838327174948248,0.0,14.550636193167,3546946.845562242,1.0838327174948248,0.0,14.550636193167,0,0,2480,10294,3721,10208,2271,75.48,75.48,0,4,4,2480,10294,3721,10208,2271,0
31023740,삼평동,0,0,2796727.2106607584,0.7848075248929406,0.5473197972847849,4.678814045384283,2796727.2106607584,0.7848075248929406,0.5473197972847849,4.678814045384283,0,0,5053,14477,4409,96004,4677,100.0,100.0,0,2,2,5053,14477,4409,96004,4677,0
31023750,판교동,0,0,4576521.944312127,2.3892251750853,2.5296215807265545,5.187172091853498,4576521.944312127,2.3892251750853,2.5296215807265545,5.187172091853498,0,0,6499,15721,4292,6261,1474,81.81,81.81,0,0,0,6499,15721,4292,6261,1474,0
31023760,백현동,0,0,1932769.414060656,0.0,0.0,4.969911172415233,1932769.414060656,0.0,0.0,4.969911172415233,0,0,5002,16272,5574,26195,2420,97.02,97.02,0,2,2,5002,16272,5574,26195,2420,0
31023770,정자1동,0,0,1456921.5614923106,3.465702092999348,0.3203249696724008,4.703271514491134,1456921.5614923106,3.465702092999348,0.3203249696724008,4.703271514491134,0,0,5048,19526,5674,34858,4184,100.0,100.0,0,3,3,5048,19526,5674,34858,4184,0
31023780,정자동,0,0,974622.4641769328,15.346570641209398,0.0,35.33615167304403,974622.4641769328,15.346570641209398,0.0,35.33615167304403,0,0,2171,8988,3125,4832,1646,76.93,76.93,0,3,3,2171,8988,3125,4832,1646,0
31030520,의정부2동,0,0,2320381.049761438,8.406069994778067,2.002745019175822,29.05949766268852,2320381.049761438,8.406069994778067,2.002745019175822,29.05949766268852,0,0,3171,18630,7773,20008,4664,41.04,41.04,0,7,7,3171,18630,7773,20008,4664,0
