dong_code,dong_name,station_count_지하철,행정동전체면적_m2,주거지역비율_pct,상업업무지역비율_pct,공공시설지역비율_pct,station_count_고속철도,pop_0_19,pop_20_59,pop_60_plus,worker_count,business_count,station_count_준고속철도,station_count_일반철도,아파트비율_퍼센트,worker_density,business_density,station_density_지하철,기타지역비율_pct
11080770,장위2동,2,679375.79,45.22,16.92,3.1,0,1561.0,7938.0,4233.0,3048.0,938.0,0,0,5.85,0.004486471323853232,0.0013806791672487965,2.943878821426005e-06,34.75999999999999
11080780,장위3동,3,652103.78,26.55,10.0,2.36,0,3206.0,10592.0,3568.0,2188.0,454.0,0,0,70.39,0.0033552941526676125,0.0006962082016961134,4.6004947248641855e-06,61.09
11080850,석관동,7,1703758.66,20.56,8.79,4.25,0,4527.0,21569.0,9474.0,9602.0,1779.0,0,0,45.77,0.005635774728765659,0.0010441619706804944,4.108563122407791e-06,66.4
11090690,삼양동,4,923394.32,38.13,5.91,3.34,0,3601.0,14911.0,6833.0,3262.0,812.0,0,0,33.14,0.003532618654146231,0.0008793643001737399,4.331843843220393e-06,52.62
11090700,미아동,4,840567.73,30.42,12.11,4.48,0,2368.0,13823.0,6098.0,6657.0,1573.0,0,0,16.42,0.007919647355390153,0.0018713542571772135,4.758688511575877e-06,52.989999999999995
11090710,송중동,2,1074979.98,32.45,11.58,3.6,0,3807.0,18577.0,8165.0,8372.0,1878.0,0,0,33.4,0.007788052015556717,0.0017470092791705106,1.8604997648248248e-06,52.37
11090720,송천동,4,929209.31,45.24,12.93,3.96,0,3078.0,16659.0,8404.0,7758.0,1826.0,0,0,17.36,0.008349033868285833,0.0019651116065338915,4.304735173130102e-06,37.87
11090730,삼각산동,2,621441.32,14.14,2.7,3.38,0,7425.0,19333.0,6009.0,2070.0,605.0,0,0,99.12,0.0033309661481259255,0.0009735432461913937,3.2183247807979955e-06,79.78
1130559000,Unknown,0,,,,,0,,,,,,0,0,,,,,
1130560000,Unknown,0,,,,,0,,,,,,0,0,,,,,
1130560600,Unknown,0,,,,,0,,,,,,0,0,,,,,
1130561000,Unknown,0,,,,,0,,,,,,0,0,,,,,
1130562000,Unknown,0,,,,,0,,,,,,0,0,,,,,
1130563000,Unknown,0,,,,,0,,,,,,0,0,,,,,
11090740,우이동,4,10579790.16,3.01,1.02,0.42,0,2699.0,12213.0,6335.0,4032.0,794.0,0,0,12.81,0.00038110396699930283,7.504874746960477e-05,3.780793323405782e-07,95.55
11090750,인수동,3,2995754.95,14.6,3.84,2.24,0,4117.0,18659.0,9454.0,5377.0,1178.0,0,0,6.7,0.0017948731086906995,0.0003932230838827681,1.001417021772754e-06,79.32
11100590,창1동,4,1121318.04,12.45,4.23,2.58,0,4105.0,15748.0,6248.0,3255.0,835.0,0,0,78.29,0.002902833882857152,0.000744659383159976,3.567230578011861e-06,80.74000000000001
11100600,창2동,1,653945.32,33.44,12.67,2.88,0,4491.0,18646.0,7080.0,4097.0,1079.0,0,0,30.13,0.006265049805597432,0.0016499850476542905,1.5291798402727438e-06,51.010000000000005
11100610,창3동,0,654987.26,25.96,8.84,3.22,0,2021.0,8743.0,3914.0,1954.0,699.0,0,0,28.77,0.00298326413245071,0.001067196329878734,0.0,61.98
11100620,창4동,3,1139307.14,5.97,6.16,3.02,0,4806.0,16995.0,5973.0,7302.0,1091.0,0,0,97.16,0.006409158464447005,0.0009575995459753057,2.6331793198221053e-06,84.85
11100630,창5동,3,700942.91,13.81,12.66,3.7,0,3847.0,15686.0,6151.0,6455.0,1253.0,0,0,76.09,0.009209023884567019,0.0017875920878950386,4.279949133028823e-06,69.83
11100640,도봉1동,4,8445069.22,3.19,1.41,0.72,0,2282.0,12381.0,7478.0,5483.0,1343.0,0,0,16.27,0.0006492545954517951,0.00015902770776796658,4.736491668442787e-07,94.68
11100650,도봉2동,5,1118179.21,11.33,6.73,4.77,0,3696.0,16014.0,8854.0,5950.0,1057.0,0,0,82.89,0.005321150623026508,0.0009452867577376502,4.471555145400427e-06,77.17
11100510,쌍문1동,3,1174885.56,21.98,4.11,5.45,0,3065.0,12983.0,6064.0,3540.0,622.0,0,0,27.29,0.0030130594165868113,0.0005294132647223154,2.5534401835481453e-06,68.46000000000001
11100520,쌍문2동,1,540781.8,29.0,10.59,3.14,0,2675.0,11783.0,5367.0,5325.0,1033.0,0,0,45.01,0.009846855053002026,0.0019101974215495012,1.849174657840756e-06,57.269999999999996
11100530,쌍문3동,1,504422.93,33.88,12.5,3.74,0,2044.0,10451.0,4591.0,4050.0,834.0,0,0,37.49,0.008028976795166133,0.001653374480782359,1.98246340621386e-06,49.879999999999995
11100540,쌍문4동,1,554447.02,12.57,1.61,3.34,0,3476.0,11880.0,4410.0,1907.0,425.0,0,0,89.4,0.0034394629805488096,0.000766529505366148,1.803598836155642e-06,82.48
11100550,방학1동,1,1040065.54,18.82,12.24,5.04,0,4117.0,17689.0,7955.0,13315.0,2012.0,0,0,51.85,0.01280207783816391,0.0019344934743061048,9.614778699334518e-07,63.9
11100560,방학2동,1,1091985.61,22.68,6.13,2.16,0,2664.0,12329.0,5957.0,2620.0,930.0,0,0,4.07,0.002399299016381733,0.00085165957451718,9.157629833518064e-07,69.03
11100570,방학3동,2,1949549.81,4.87,1.51,1.21,0,5107.0,16596.0,7000.0,2797.0,526.0,0,0,95.26,0.001434690196494981,0.00026980587892612087,1.0258778666392428e-06,92.41
11110510,월계1동,6,1140714.92,14.69,7.34,4.09,0,3214.0,14152.0,5834.0,6586.0,1249.0,0,0,57.07,0.005773572243573587,0.0010949273811453704,5.259859316951339e-06,73.88
11110520,월계2동,2,2003257.45,4.83,1.14,3.17,0,4094.0,15382.0,7664.0,2794.0,469.0,0,0,94.29,0.0013947283710269256,0.00023411868504353187,9.983739234265751e-07,90.86
11110530,월계3동,9,1133291.0,6.96,5.8,2.14,0,4823.0,18380.0,8193.0,3634.0,569.0,0,0,99.44,0.003206590363788236,0.0005020775775992037,7.941473107896017e-06,85.1
11110790,공릉1동,6,1262293.21,17.82,11.85,3.13,0,5283.0,24040.0,9000.0,11480.0,2373.0,0,0,64.83,0.009094558941586206,0.0018799118787790998,4.753253802222756e-06,67.2
11110560,공릉2동,4,6978055.84,3.36,1.53,3.0,0,7899.0,25116.0,7428.0,11043.0,1436.0,0,0,83.73,0.0015825324779837496,0.00020578797775827804,5.732255647862898e-07,92.11
11110580,하계1동,1,1525890.48,7.09,3.93,6.77,0,4900.0,17697.0,6090.0,7861.0,950.0,0,0,88.11,0.0051517458841138335,0.0006225872776883529,6.553550291456346e-07,82.21000000000001
11110590,하계2동,2,499641.43,11.27,1.13,3.78,0,4628.0,14192.0,4438.0,1037.0,231.0,0,0,100.0,0.00207548841572094,0.000462331556443141,4.002870618555334e-06,83.82
11110600,중계본동,0,2181556.34,9.54,2.22,1.74,0,6315.0,15496.0,3993.0,5404.0,1007.0,0,0,76.49,0.0024771306158314615,0.0004615970633127834,0.0,86.5
11110610,중계1동,0,622972.96,10.41,4.64,4.55,0,7956.0,16545.0,3478.0,4036.0,881.0,0,0,97.79,0.006478611848474473,0.001414186580402877,0.0,80.4
11110640,중계4동,1,1518104.8,4.17,2.19,2.27,0,3789.0,12166.0,5304.0,3711.0,847.0,0,0,94.0,0.0024444952680312683,0.000557932495829287,6.587160517465018e-07,91.37
11110780,중계2·3동,3,918380.5,9.89,2.78,5.51,0,5869.0,21097.0,9643.0,4833.0,1062.0,0,0,95.01,0.005262524628895512,0.001156383438006835,3.2666198813752405e-06,81.82
11110650,상계1동,3,5398483.7,3.18,1.96,1.41,0,6163.0,23913.0,9879.0,7919.0,1584.0,0,0,78.61,0.0014668933797068484,0.0002934157233811905,5.557115973128608e-07,93.45
11110660,상계2동,3,622648.95,17.34,20.59,5.19,0,3115.0,13147.0,4782.0,10394.0,2518.0,0,0,62.42,0.016693194455452098,0.004044012280048911,4.818124241519751e-06,56.879999999999995
11110760,상계3·4동,3,5207882.55,5.8,1.62,0.76,0,3344.0,14362.0,7991.0,3470.0,879.0,0,0,52.31,0.0006662976683284337,0.00016878260820192887,5.760498573444671e-07,91.82
11110690,상계5동,3,906196.88,19.42,8.97,2.69,0,3472.0,14980.0,6883.0,4741.0,1372.0,0,0,56.06,0.005231754936021941,0.001514019778996436,3.3105388753566386e-06,68.92
11110770,상계6·7동,5,1449188.09,7.11,4.54,6.26,0,6130.0,21484.0,6878.0,15493.0,1650.0,0,0,99.01,0.01069081377828125,0.0011385685621999654,3.4502077642423194e-06,82.09
11110720,상계8동,2,665840.22,8.4,1.48,4.66,0,5091.0,14886.0,3927.0,1605.0,392.0,0,0,99.86,0.0024104882098829887,0.0005887298307003934,3.0037236260224155e-06,85.46
11110730,상계9동,1,718895.62,7.33,1.77,3.25,0,3944.0,13145.0,4736.0,2269.0,447.0,0,0,100.0,0.0031562301074646104,0.0006217870683281979,1.3910225242241563e-06,87.65
11110740,상계10동,3,808596.89,4.76,4.6,2.85,0,2584.0,10591.0,3380.0,1985.0,312.0,0,0,98.81,0.002454869694064061,0.00038585357407959047,3.710130519996062e-06,87.79
11120510,녹번동,4,1792888.49,21.08,4.9,3.38,0,5246.0,23319.0,9394.0,9117.0,1540.0,0,0,40.88,0.005085090372770004,0.000858949125158035,2.231036688722169e-06,70.64
11120520,불광1동,5,3122614.02,13.31,1.99,1.48,0,5564.0,24497.0,10549.0,6746.0,1357.0,0,0,53.15,0.0021603694714655754,0.0004345718014792152,1.601222555192392e-06,83.22
11120720,불광2동,3,1395058.32,30.2,3.9,3.09,0,3362.0,17861.0,8026.0,3712.0,1056.0,0,0,10.03,0.0026608206601523234,0.0007569576015950576,2.1504477318041407e-06,62.81
11120550,갈현1동,2,960364.39,36.81,8.42,1.71,0,3023.0,15006.0,6259.0,4731.0,1317.0,0,0,12.71,0.004926255126921915,0.0013713544709693854,2.082542856445536e-06,53.06
11120560,갈현2동,3,984441.11,33.18,10.98,4.64,0,4451.0,18445.0,6875.0,5759.0,1353.0,0,0,14.74,0.005850019814736811,0.0013743838877129544,3.047414385172848e-06,51.2
11120570,구산동,1,1388754.76,23.75,4.49,3.73,0,5083.0,20025.0,8462.0,5114.0,820.0,0,0,25.47,0.003682435623092428,0.000590457022083651,7.200695391264036e-07,68.03
11120580,대조동,6,851064.69,45.5,16.48,3.33,0,3232.0,17435.0,6855.0,7682.0,2228.0,0,0,18.64,0.0090263408765199,0.0026178973539294896,7.049992874136866e-06,34.69
11120590,응암1동,3,1109043.83,18.99,8.7,2.95,0,4143.0,15412.0,5783.0,7617.0,1447.0,0,0,30.81,0.006868078423853923,0.0013047275146798774,2.7050328569727937e-06,69.36
11120600,응암2동,2,754690.32,17.53,4.17,1.08,0,5047.0,15325.0,4869.0,1942.0,547.0,0,0,76.95,0.0025732409022740186,0.0007248006042965438,2.650093617172007e-06,77.22
11120730,응암3동,3,752218.74,30.81,13.25,3.7,0,2937.0,15240.0,7523.0,4919.0,1545.0,0,0,12.4,0.00653932126170455,0.0020539238360100694,3.988201623320523e-06,52.24
11120740,역촌동,3,1156690.82,45.97,12.58,2.96,0,7041.0,29660.0,11370.0,7240.0,2027.0,0,0,11.73,0.006259235289804934,0.001752412974093177,2.593605783068343e-06,38.49
11120650,신사1동,2,807720.03,30.33,6.87,2.16,0,4087.0,17374.0,6859.0,3768.0,1029.0,0,0,31.65,0.004664982741548888,0.0012739562741650228,2.476105489144845e-06,60.64
11120660,신사2동,1,1045454.26,20.7,3.38,2.31,0,3172.0,13103.0,5452.0,2596.0,586.0,0,0,36.58,0.002483131112761613,0.0005605218921719203,9.565220002933794e-07,73.61
11120670,증산동,6,807136.37,24.01,7.5,2.14,0,2191.0,9459.0,4377.0,3422.0,746.0,0,0,37.77,0.00423968009266836,0.0009242552159937453,7.433688064292857e-06,66.35
11120680,수색동,4,1288994.08,13.73,5.81,1.35,0,1061.0,5233.0,2584.0,2245.0,428.0,0,0,69.56,0.001741668200665889,0.00033204186631848574,3.1031950123222968e-06,79.11
11120710,진관동,2,11556755.59,3.06,1.03,0.94,0,12750.0,33921.0,11090.0,12063.0,1630.0,0,0,81.14,0.001043805063285029,0.00014104304510939212,1.7305895105446885e-07,94.97
11130520,천연동,2,982085.8,10.4,3.85,2.93,0,2999.0,10936.0,4458.0,3001.0,847.0,0,0,83.03,0.0030557411582261373,0.0008624501036379668,2.0364819448358128e-06,82.82
11130740,북아현동,5,458603.46,23.75,9.41,4.11,0,2669.0,11125.0,3300.0,2343.0,785.0,0,0,76.04,0.005108988929017042,0.0017117184418601699,1.0902665234778152e-05,62.730000000000004
11130730,충현동,5,1115171.26,25.63,8.85,3.46,0,2037.0,11042.0,4570.0,24158.0,1728.0,0,0,25.75,0.021663040347527758,0.001549537781295139,4.483616265321583e-06,62.06
11130750,신촌동,7,2718268.28,8.67,8.42,8.21,0,1820.0,13916.0,2967.0,37600.0,3855.0,0,0,20.09,0.013832335931117762,0.0014181823142143345,2.575168923346392e-06,74.69999999999999
11130760,연희동,4,2927088.25,21.63,4.76,2.55,0,4601.0,24756.0,8697.0,10515.0,2115.0,0,0,26.18,0.0035923071331942506,0.0007225610638807266,1.3665457472921544e-06,71.06
11130620,홍제1동,2,1234716.32,17.66,4.49,1.43,0,3721.0,14815.0,6165.0,4680.0,1004.0,0,0,61.46,0.0037903443278064844,0.0008131422446832715,1.6198052682933694e-06,76.42
11130640,홍제3동,1,1191622.6,15.0,5.36,2.43,0,2111.0,9359.0,4775.0,3860.0,1109.0,0,0,51.17,0.0032392806245598285,0.0009306637856572149,8.391918716476239e-07,77.21000000000001
11130650,홍제2동,2,699457.74,12.91,2.52,0.9,0,2069.0,8652.0,3723.0,1627.0,522.0,0,0,82.2,0.0023260876346535807,0.0007462924064469386,2.8593578791070445e-06,83.67
11130660,홍은1동,2,1613942.23,14.74,2.39,0.93,0,3280.0,13124.0,6152.0,2167.0,732.0,0,0,64.7,0.0013426750720727924,0.0004535478323753041,1.2392017278013774e-06,81.94
11130680,홍은2동,2,2073551.33,18.5,4.58,1.97,0,3851.0,16772.0,6948.0,5166.0,971.0,0,0,27.72,0.002491377920205663,0.00046827873800226453,9.64528811539165e-07,74.95
11130690,남가좌1동,1,475186.45,9.75,9.73,2.34,0,3737.0,9793.0,3072.0,2127.0,614.0,0,0,94.03,0.004476137734893826,0.0012921243860953499,2.104437110904479e-06,78.18
11130700,남가좌2동,0,783220.51,22.54,8.33,3.57,0,3985.0,15070.0,5884.0,5074.0,1113.0,0,0,59.12,0.006478379888104841,0.0014210557381672622,0.0,65.56
11130710,북가좌1동,4,577555.04,17.67,3.54,2.59,0,3597.0,11313.0,4100.0,3012.0,520.0,0,0,78.53,0.005215087379287434,0.000900347090713634,6.925746851643339e-06,76.2
11130720,북가좌2동,2,824237.08,38.1,7.85,1.49,0,4533.0,20342.0,8561.0,5713.0,1404.0,0,0,19.2,0.006931258176264878,0.0017033933974227005,2.426486321114958e-06,52.56
11140780,아현동,9,743782.71,16.54,9.26,4.93,0,4271.0,16099.0,4486.0,10869.0,1552.0,0,0,89.48,0.014613138829018853,0.002086630919370435,1.2100308166452266e-05,69.27000000000001
11140770,공덕동,8,1018450.17,28.69,13.28,2.82,0,5026.0,26166.0,8584.0,18018.0,2577.0,0,0,49.81,0.017691587208260848,0.0025303152533959483,7.85507257554039e-06,55.21
11140750,도화동,5,624554.49,19.41,11.53,2.25,0,3340.0,13797.0,5174.0,16669.0,1995.0,0,0,76.85,0.02668942464849321,0.003194276931654206,8.005706595624576e-06,66.81
11140590,용강동,6,790015.98,11.36,10.91,1.27,0,4316.0,13556.0,4048.0,18743.0,2496.0,0,0,74.63,0.02372483655300587,0.003159429762380763,7.594783082646066e-06,76.46000000000001
11140600,대흥동,5,847570.48,14.65,10.14,6.2,0,1112.0,7865.0,2571.0,10045.0,1517.0,0,0,38.09,0.011851521775370804,0.0017898216558723257,5.89921442278288e-06,69.00999999999999
11140610,염리동,9,501459.55,20.12,8.26,5.35,0,2145.0,7900.0,2450.0,4337.0,680.0,0,0,58.39,0.00864875342370788,0.0013560415789996214,1.794760913381852e-05,66.27
11140630,신수동,4,797289.65,16.55,8.12,2.1,0,3769.0,14933.0,4651.0,5450.0,1110.0,0,0,67.61,0.006835658784648269,0.0013922167432953354,5.016997273136344e-06,73.23
11140760,서강동,7,1477486.13,12.66,5.35,3.59,0,3830.0,16858.0,4477.0,12679.0,1736.0,0,0,62.7,0.008581468037141023,0.0011749687288017047,4.737777132264939e-06,78.4
11140660,서교동,9,1677742.21,21.05,25.78,1.47,0,2296.0,17228.0,4628.0,57098.0,9476.0,0,0,16.42,0.03403264199907069,0.005648066755108652,5.364352131276686e-06,51.7
11140680,합정동,4,1711131.48,12.58,5.75,1.43,0,2361.0,12627.0,3733.0,11061.0,2286.0,0,0,16.65,0.00646414383068644,0.0013359581228595248,2.3376345106903317e-06,80.24000000000001
11140690,망원1동,1,1100198.28,19.7,6.56,1.07,0,2650.0,14189.0,4638.0,4849.0,1455.0,0,0,21.24,0.004407387366535354,0.0013224888880818601,9.089270708466392e-07,72.67
11140700,망원2동,2,675915.02,22.93,9.51,2.19,0,3037.0,12005.0,4140.0,4331.0,1174.0,0,0,39.22,0.006407610234694776,0.0017369047369041022,2.958951851625387e-06,65.37
11140710,연남동,4,646962.68,41.15,10.85,2.02,0,1591.0,10870.0,3388.0,6835.0,1839.0,0,0,15.78,0.010564751586435175,0.0028425132651725363,6.182736846487301e-06,45.980000000000004
11140720,성산1동,3,858622.78,28.14,10.12,1.82,0,2648.0,13070.0,4051.0,11025.0,1404.0,0,0,9.99,0.012840330185359858,0.0016351767419723574,3.4939673973768324e-06,59.92
11140730,성산2동,6,1977273.23,9.13,4.1,2.54,0,6589.0,26404.0,8243.0,11411.0,1486.0,0,0,60.14,0.005771078992427511,0.000751540038800042,3.034481987079578e-06,84.23
11140740,상암동,5,8396291.15,1.63,1.98,1.36,0,7306.0,19452.0,5467.0,41630.0,2348.0,0,0,73.7,0.004958141548003658,0.00027964728212136896,5.955010266639032e-07,95.03
11150510,목1동,3,1432068.15,5.96,7.33,2.89,0,8264.0,19107.0,4569.0,21601.0,2807.0,0,0,75.1,0.015083779357741573,0.00196010224791355,2.0948723704099216e-06,83.82
11150520,목2동,2,1020612.24,29.54,7.23,1.32,0,4673.0,20468.0,6050.0,4345.0,1018.0,0,0,27.18,0.004257248570678936,0.0009974405166746046,1.959608087769361e-06,61.91
11150530,목3동,2,531463.95,39.13,13.86,2.82,0,3108.0,15005.0,4791.0,4587.0,1129.0,0,0,30.45,0.008630877032983502,0.0021243209440240623,3.7631903348521915e-06,44.19
11150540,목4동,1,577073.86,37.94,14.19,2.31,0,5191.0,16923.0,4555.0,3791.0,1193.0,0,0,37.75,0.006569349718828552,0.0020673263557273707,1.7328804322945268e-06,45.56
11150710,목5동,2,1765073.52,9.56,3.69,4.27,0,11335.0,25190.0,6360.0,10652.0,1517.0,0,0,94.57,0.0060348760996310515,0.0008594542849361909,1.1330972774372985e-06,82.48
11150570,신월1동,0,621951.45,35.5,16.76,2.47,0,2586.0,13035.0,5809.0,4870.0,1452.0,0,0,20.9,0.007830193176528005,0.002334587370085968,0.0,45.269999999999996
11150580,신월2동,4,606373.12,26.15,9.94,3.9,0,3514.0,12893.0,5524.0,3603.0,835.0,0,0,52.09,0.005941886078229493,0.0013770399320903765,6.596598477079647e-06,60.010000000000005
11150590,신월3동,0,917379.76,17.41,6.09,3.8,0,2275.0,9936.0,4264.0,3768.0,707.0,0,0,24.7,0.004107350264582823,0.0007706732051645583,0.0,72.7
11150600,신월4동,0,469534.52,26.71,10.25,2.86,0,3443.0,11045.0,4444.0,3917.0,828.0,0,0,55.45,0.008342304629522398,0.0017634486171162994,0.0,60.18
11150610,신월5동,0,637843.5,21.11,9.98,2.6,0,2489.0,9514.0,3405.0,4668.0,813.0,0,0,31.05,0.007318409609766058,0.0012746073292073275,0.0,66.31
11150620,신월6동,0,443965.83,10.13,5.47,2.51,0,1114.0,3783.0,1676.0,2188.0,395.0,0,0,64.56,0.004928307207675683,0.0008897081110749061,0.0,81.89
11150630,신월7동,0,1229742.63,14.7,4.44,2.14,0,2796.0,12645.0,6019.0,5040.0,958.0,0,0,39.18,0.00409841854466655,0.0007790247947997134,0.0,78.72
11150640,신정1동,3,747026.41,12.54,7.29,2.85,0,5073.0,12620.0,3719.0,5273.0,1126.0,0,0,89.51,0.007058652718756508,0.0015073094938971795,4.01592227503689e-06,77.32
11150650,신정2동,2,525516.39,13.36,10.6,3.71,0,4382.0,12349.0,3769.0,3711.0,996.0,0,0,85.55,0.0070616256134834994,0.0018952786610157816,3.8057804438067904e-06,72.33
11150660,신정3동,1,2754548.02,9.26,3.1,1.93,0,9378.0,28639.0,9701.0,8791.0,1321.0,0,0,86.07,0.0031914491728367417,0.00047957051044447,3.6303596551436036e-07,85.71000000000001
11150720,신정4동,5,996421.21,32.56,16.05,2.17,0,4506.0,22069.0,8188.0,15141.0,2792.0,0,0,18.52,0.015195381077695093,0.0028020278692903176,5.017958218643119e-06,49.22
11150690,신정6동,4,940200.99,7.1,1.59,3.27,0,5929.0,15420.0,3930.0,6868.0,666.0,0,0,92.07,0.007304821068021799,0.0007083591775338552,4.254409474677809e-06,88.03999999999999
11150700,신정7동,1,1233234.54,7.06,6.39,2.7,0,5683.0,18242.0,6770.0,4231.0,804.0,0,0,94.11,0.00343081535809538,0.0006519441143721782,8.108757641445001e-07,83.85
11160510,염창동,4,1733196.0,7.53,6.02,1.65,0,8998.0,27050.0,6407.0,16915.0,1933.0,0,0,82.86,0.009759427093013372,0.0011152806722314423,2.307875162403399e-06,84.8
11160520,등촌1동,3,650269.17,13.57,22.11,2.13,0,2937.0,16591.0,3968.0,15596.0,1645.0,0,0,45.01,0.023983914230102838,0.002529721653534186,4.613474140183926e-06,62.19
11160530,등촌2동,1,910005.53,21.16,5.15,2.68,0,3301.0,13836.0,4599.0,3390.0,586.0,0,0,38.09,0.003725252087163413,0.0006439521307014041,1.098894420992157e-06,71.00999999999999
11160540,등촌3동,2,1059596.58,8.08,10.64,5.71,0,4228.0,19057.0,9025.0,18959.0,2240.0,0,0,92.54,0.017892658732270608,0.0021140121082486502,1.887510810936295e-06,75.57
11160730,화곡1동,3,1196882.01,39.18,17.45,1.71,0,5950.0,35712.0,11758.0,10395.0,2607.0,0,0,28.43,0.008685066625667762,0.002178159566437312,2.5065127346804507e-06,41.66
11160570,화곡2동,3,454291.59,50.02,13.57,2.83,0,3036.0,12009.0,4118.0,2555.0,678.0,0,0,5.67,0.005624141093925508,0.0014924335270769058,6.603688172906663e-06,33.58
11160580,화곡3동,2,521482.38,33.99,11.37,1.49,0,3169.0,13587.0,5780.0,4000.0,1052.0,0,0,50.02,0.007670441329049882,0.0020173260695401187,3.835220664524941e-06,53.15
11160590,화곡4동,2,851431.67,30.18,12.88,1.7,0,2805.0,13572.0,5297.0,3772.0,1253.0,0,0,10.01,0.0044301852196262535,0.0014716389396054338,2.3489847399927117e-06,55.24
11160550,화곡본동,1,972031.89,39.1,8.96,2.07,0,5280.0,23276.0,6929.0,3899.0,1104.0,0,0,7.65,0.0040111852708452685,0.001135765206210099,1.0287728317120462e-06,49.87
11160610,화곡6동,0,1037160.74,19.96,10.05,2.35,0,3203.0,16025.0,5672.0,10677.0,1579.0,0,0,33.16,0.010294450597789747,0.0015224255403118864,0.0,67.64
11160630,화곡8동,2,592893.63,48.32,10.68,1.09,0,3386.0,16578.0,6032.0,3942.0,1057.0,0,0,8.12,0.006648747432036861,0.0017827818456780725,3.373286368359645e-06,39.91
11160640,가양1동,0,4967111.38,1.96,7.07,6.61,0,3971.0,25122.0,4713.0,56169.0,5561.0,0,0,37.0,0.011308182100778042,0.001119564184201725,0.0,84.36
11160650,가양2동,1,823278.05,4.08,2.07,2.46,0,1101.0,8489.0,5462.0,3283.0,533.0,0,0,88.08,0.0039877171509189666,0.0006474118920011603,1.2146564577882932e-06,91.39
11160660,가양3동,2,472283.64,7.28,8.6,4.05,0,1547.0,9701.0,4838.0,7178.0,708.0,0,0,96.33,0.01519849385392222,0.0014990991430171262,4.234743341856289e-06,80.07
11160670,발산1동,3,2885594.71,7.11,7.33,2.91,0,9041.0,22643.0,6664.0,19413.0,3000.0,0,0,74.31,0.0067275559983032834,0.001039647040380665,1.039647040380665e-06,82.65
11160740,우장산동,2,1260677.97,21.1,7.33,2.39,0,9793.0,26709.0,8076.0,7719.0,1402.0,0,0,70.74,0.006122895920786789,0.0011121000234412591,1.5864479649661329e-06,69.18
11160690,공항동,12,10853939.25,2.36,1.74,0.54,0,4523.0,17347.0,5502.0,35996.0,1806.0,0,0,37.49,0.0033163996196097036,0.00016639120216177145,1.105589383134694e-06,95.36
11160700,방화1동,9,1474547.81,20.2,9.21,2.66,0,9044.0,27085.0,9227.0,10531.0,2153.0,0,0,69.95,0.007141850490374117,0.0014601086417031122,6.103566082363219e-06,67.93
11160710,방화2동,10,6153142.83,4.36,3.43,0.89,0,2866.0,14285.0,6565.0,12485.0,1785.0,0,0,45.57,0.002029044399734779,0.0002900956550682083,1.6251857426790382e-06,91.32
11160720,방화3동,0,2557074.2,4.49,0.92,1.86,0,3231.0,14165.0,6915.0,4453.0,609.0,0,0,84.22,0.0017414434043339787,0.00023816281905218796,0.0,92.73
11170510,신도림동,4,1391772.84,8.23,10.91,2.61,0,7431.0,22800.0,6618.0,14957.0,2620.0,0,0,84.21,0.010746725018640636,0.00188249111110774,2.8740322306988396e-06,78.25
11170520,구로1동,2,1008158.19,5.69,5.03,1.49,0,4118.0,13705.0,3798.0,3427.0,552.0,0,0,81.96,0.0033992681247434074,0.0005475331207640387,1.9838156549421694e-06,87.78999999999999
11170710,구로2동,5,1702114.6,18.63,17.08,1.87,0,2614.0,15077.0,7622.0,27882.0,7402.0,0,0,24.26,0.01638080068159699,0.004348708365439385,2.9375225381244156e-06,62.42
11170540,구로3동,4,1039355.18,8.9,24.97,2.46,0,3059.0,16581.0,4640.0,92259.0,7763.0,0,0,59.4,0.08876561330950633,0.007469054033987986,3.848540014936487e-06,63.67
11170550,구로4동,3,524117.76,22.7,19.75,4.8,0,2254.0,12773.0,5884.0,5895.0,1984.0,0,0,63.28,0.01124747232356241,0.003785408836293099,5.723904490362549e-06,52.75
11170560,구로5동,3,1011733.62,15.7,13.57,3.93,0,3810.0,19630.0,6372.0,25206.0,3154.0,0,0,56.86,0.024913672434598806,0.0031174213623234403,2.965207383313355e-06,66.8
11170700,가리봉동,3,410698.97,35.51,17.46,2.65,0,634.0,5841.0,2875.0,3116.0,930.0,0,0,3.88,0.007587065533483392,0.0022644322676956207,7.30462021837297e-06,44.38
11170610,고척1동,2,1150403.12,13.47,12.25,3.81,0,3584.0,14144.0,5978.0,9875.0,2298.0,0,0,71.81,0.008583947512167872,0.001997560646375876,1.7385210151226072e-06,70.47
11170620,고척2동,1,1024829.74,24.0,6.98,2.95,0,4505.0,16897.0,6932.0,3899.0,1182.0,0,0,56.33,0.0038045343999891677,0.0011533623136155927,9.757718389302816e-07,66.07
11170720,개봉1동,3,1319364.59,22.03,9.78,1.86,0,4736.0,19446.0,8538.0,5167.0,1381.0,0,0,51.07,0.003916279123392903,0.0010467159801443,2.273821825078132e-06,66.33
11170640,개봉2동,3,781957.13,27.04,7.58,1.77,0,5093.0,18885.0,8545.0,3059.0,910.0,0,0,59.6,0.00391197916433204,0.0011637466621582727,3.836527457664636e-06,63.61
11170650,개봉3동,2,827818.89,24.24,7.38,2.74,0,2996.0,12774.0,5730.0,7162.0,791.0,0,0,31.87,0.008651650845891526,0.0009555230129991897,2.4159873906427045e-06,65.64
