시도,시군구명칭,읍면동명칭,행정구역코드,아파트수,전체주택수,아파트비율_퍼센트
인천,서구,가좌1동,23080620,1067,4979,21.43
인천,서구,가좌2동,23080630,6130,7042,87.05
인천,서구,가좌3동,23080640,3279,6300,52.05
인천,서구,가좌4동,23080650,2556,3612,70.76
인천,서구,신현원창동,23080730,6905,10731,64.35
인천,서구,청라1동,23080740,8216,10308,79.71
인천,서구,청라2동,23080780,12787,15523,82.37
인천,서구,청라3동,23080790,6661,7685,86.68
인천,서구,검단동,23080800,8037,10780,74.55
인천,서구,불로대곡동,23080810,6495,7186,90.38
인천,서구,오류왕길동,23080840,6238,8778,71.06
인천,서구,당하동,23080850,6470,9120,70.94
인천,서구,마전동,23080860,5896,7038,83.77
인천,서구,원당동,23080870,5488,7110,77.19
인천,서구,아라동,23080880,0,7,0.0
인천,미추홀구,숭의2동,23090520,1174,5438,21.59
인천,미추홀구,숭의4동,23090540,852,6383,13.35
인천,미추홀구,용현2동,23090560,5783,7345,78.73
인천,미추홀구,용현3동,23090570,241,3132,7.69
인천,미추홀구,용현5동,23090590,11597,15636,74.17
인천,미추홀구,학익1동,23090600,8193,11024,74.32
인천,미추홀구,학익2동,23090610,4939,7244,68.18
인천,미추홀구,도화1동,23090620,2896,9097,31.83
인천,미추홀구,주안1동,23090650,3328,8815,37.75
인천,미추홀구,주안2동,23090660,484,6779,7.14
인천,미추홀구,주안3동,23090670,228,3315,6.88
인천,미추홀구,주안4동,23090680,150,5039,2.98
인천,미추홀구,주안5동,23090690,2928,7113,41.16
인천,미추홀구,주안6동,23090700,4334,8501,50.98
인천,미추홀구,주안7동,23090710,1856,4992,37.18
인천,미추홀구,주안8동,23090720,4595,7875,58.35
인천,미추홀구,관교동,23090730,3677,4515,81.44
인천,미추홀구,문학동,23090740,288,4420,6.52
인천,미추홀구,숭의1·3동,23090750,2114,5552,38.08
인천,미추홀구,용현1·4동,23090760,601,6622,9.08
인천,미추홀구,도화2·3동,23090770,4730,10015,47.23
인천,강화군,강화읍,23510110,1018,7966,12.78
인천,강화군,선원면,23510310,982,2716,36.16
인천,강화군,불은면,23510320,0,1870,0.0
인천,강화군,길상면,23510330,73,2494,2.93
인천,강화군,화도면,23510340,0,1762,0.0
인천,강화군,양도면,23510350,0,1559,0.0
인천,강화군,내가면,23510360,0,1260,0.0
인천,강화군,하점면,23510370,12,1608,0.75
인천,강화군,양사면,23510380,0,792,0.0
인천,강화군,송해면,23510390,0,1248,0.0
인천,강화군,교동면,23510400,0,1221,0.0
인천,강화군,삼산면,23510410,0,915,0.0
인천,강화군,서도면,23510420,0,320,0.0
인천,옹진군,북도면,23520310,0,810,0.0
인천,옹진군,연평면,23520320,74,593,12.48
인천,옹진군,백령면,23520330,401,1882,21.31
인천,옹진군,대청면,23520340,0,537,0.0
인천,옹진군,덕적면,23520350,12,790,1.52
인천,옹진군,자월면,23520360,0,540,0.0
인천,옹진군,영흥면,23520370,78,2184,3.57
경기,수원시 장안구,파장동,31011540,3292,6873,47.9
경기,수원시 장안구,율천동,31011550,9582,13413,71.44
경기,수원시 장안구,정자1동,31011560,8828,9808,90.01
경기,수원시 장안구,정자2동,31011570,6002,9140,65.67
경기,수원시 장안구,영화동,31011580,750,5752,13.04
경기,수원시 장안구,송죽동,31011590,2433,5907,41.19
경기,수원시 장안구,조원1동,31011600,3906,8528,45.8
경기,수원시 장안구,연무동,31011610,1068,5045,21.17
경기,수원시 장안구,정자3동,31011620,11866,12235,96.98
경기,수원시 장안구,조원2동,31011630,5883,5987,98.26
경기,수원시 권선구,세류1동,31012520,2587,3629,71.29
경기,수원시 권선구,세류2동,31012530,1478,7230,20.44
경기,수원시 권선구,세류3동,31012540,1518,5744,26.43
경기,수원시 권선구,평동,31012550,10426,13551,76.94
경기,수원시 권선구,서둔동,31012560,3778,11991,31.51
경기,수원시 권선구,구운동,31012570,4484,6924,64.76
경기,수원시 권선구,권선1동,31012600,3383,8346,40.53
경기,수원시 권선구,곡선동,31012610,4802,6192,77.55
경기,수원시 권선구,입북동,31012620,5106,5744,88.89
경기,수원시 권선구,권선2동,31012640,15648,16031,97.61
경기,수원시 권선구,금곡동,31012650,13949,15493,90.03
경기,수원시 권선구,호매실동,31012660,14332,15472,92.63
경기,수원시 팔달구,지동,31013530,447,3329,13.43
경기,수원시 팔달구,우만1동,31013540,3077,6744,45.63
경기,수원시 팔달구,우만2동,31013550,5123,5998,85.41
경기,수원시 팔달구,인계동,31013560,7676,15175,50.58
경기,수원시 팔달구,매교동,31013670,650,2334,27.85
경기,수원시 팔달구,매산동,31013680,1690,4470,37.81
경기,수원시 팔달구,고등동,31013690,205,3137,6.53
경기,수원시 팔달구,화서1동,31013700,2888,6852,42.15
경기,수원시 팔달구,화서2동,31013710,7896,8400,94.0
경기,수원시 팔달구,행궁동,31013720,40,3264,1.23
경기,수원시 영통구,매탄1동,31014510,4997,6017,83.05
경기,수원시 영통구,매탄2동,31014520,2368,3796,62.38
경기,수원시 영통구,매탄3동,31014530,8927,9956,89.66
경기,수원시 영통구,매탄4동,31014540,6036,6789,88.91
경기,수원시 영통구,원천동,31014600,10013,12328,81.22
경기,수원시 영통구,광교1동,31014620,10776,18379,58.63
경기,수원시 영통구,광교2동,31014630,8458,9792,86.38
경기,수원시 영통구,영통1동,31014640,11449,11890,96.29
경기,수원시 영통구,영통2동,31014650,8368,8985,93.13
경기,수원시 영통구,영통3동,31014660,8539,10048,84.98
경기,수원시 영통구,망포1동,31014670,8644,9306,92.89
경기,수원시 영통구,망포2동,31014680,8487,8932,95.02
경기,성남시 수정구,신흥1동,31021510,212,2815,7.53
경기,성남시 수정구,신흥2동,31021520,2271,3150,72.1
경기,성남시 수정구,신흥3동,31021530,176,2386,7.38
경기,성남시 수정구,태평1동,31021540,593,3792,15.64
경기,성남시 수정구,태평2동,31021550,625,3804,16.43
경기,성남시 수정구,태평3동,31021560,487,2862,17.02
경기,성남시 수정구,태평4동,31021570,798,3237,24.65
경기,성남시 수정구,수진1동,31021580,82,2766,2.96
경기,성남시 수정구,수진2동,31021590,1910,4405,43.36
경기,성남시 수정구,단대동,31021600,2995,5328,56.21
경기,성남시 수정구,산성동,31021610,48,3218,1.49
경기,성남시 수정구,양지동,31021620,530,2514,21.08
경기,성남시 수정구,신촌동,31021640,642,1116,57.53
경기,성남시 수정구,고등동,31021650,1751,2106,83.14
경기,성남시 수정구,시흥동,31021660,0,830,0.0
경기,성남시 수정구,복정동,31021670,0,935,0.0
경기,성남시 수정구,위례동,31021680,13665,15491,88.21
경기,성남시 중원구,성남동,31022510,3020,10093,29.92
경기,성남시 중원구,금광1동,31022530,1150,2030,56.65
경기,성남시 중원구,금광2동,31022540,1990,6112,32.56
경기,성남시 중원구,은행1동,31022550,1250,3734,33.48
경기,성남시 중원구,은행2동,31022560,2400,8768,27.37
경기,성남시 중원구,상대원1동,31022570,4126,8193,50.36
경기,성남시 중원구,상대원2동,31022580,107,2957,3.62
경기,성남시 중원구,상대원3동,31022590,38,2437,1.56
경기,성남시 중원구,하대원동,31022600,3964,6219,63.74
경기,성남시 중원구,도촌동,31022610,7656,9016,84.92
경기,성남시 중원구,중앙동,31022620,1814,3866,46.92
경기,성남시 분당구,분당동,31023510,4462,6416,69.54
경기,성남시 분당구,수내3동,31023520,2596,2966,87.53
경기,성남시 분당구,수내1동,31023530,4248,7028,60.44
경기,성남시 분당구,수내2동,31023540,3027,3027,100.0
경기,성남시 분당구,정자2동,31023550,7122,7122,100.0
경기,성남시 분당구,정자3동,31023560,3723,4190,88.85
경기,성남시 분당구,서현1동,31023580,7776,10731,72.46
경기,성남시 분당구,서현2동,31023590,4652,5228,88.98
경기,성남시 분당구,이매1동,31023600,6850,7668,89.33
경기,성남시 분당구,이매2동,31023610,4120,4131,99.73
경기,성남시 분당구,야탑1동,31023620,4533,6071,74.67
경기,성남시 분당구,야탑3동,31023630,6063,9852,61.54
경기,성남시 분당구,야탑2동,31023640,5037,5469,92.1
경기,성남시 분당구,구미동,31023670,8672,11735,73.9
경기,성남시 분당구,운중동,31023680,4370,6508,67.15
경기,성남시 분당구,금곡동,31023710,7379,11019,66.97
경기,성남시 분당구,구미1동,31023720,3666,6003,61.07
경기,성남시 분당구,삼평동,31023740,7600,8556,88.83
경기,성남시 분당구,판교동,31023750,5118,6648,76.99
경기,성남시 분당구,백현동,31023760,8194,9252,88.56
경기,성남시 분당구,정자1동,31023770,6050,12765,47.4
경기,성남시 분당구,정자동,31023780,4286,5143,83.34
경기,의정부시,의정부2동,31030520,3719,11247,33.07
경기,의정부시,호원1동,31030550,8488,13097,64.81
경기,의정부시,장암동,31030560,7149,7343,97.36
경기,의정부시,신곡1동,31030570,11747,14291,82.2
경기,의정부시,신곡2동,31030580,13487,14883,90.62
경기,의정부시,송산1동,31030591,7191,9079,79.2
경기,의정부시,자금동,31030600,6222,9154,67.97
경기,의정부시,녹양동,31030640,5572,7364,75.67
경기,의정부시,호원2동,31030650,9971,11623,85.79
경기,의정부시,흥선동,31030670,1003,4857,20.65
경기,의정부시,가능동,31030680,2714,7325,37.05
경기,의정부시,의정부1동,31030690,4614,10711,43.08
경기,의정부시,송산2동,31030700,9702,10198,95.14
경기,의정부시,송산3동,31030710,15574,15837,98.34
경기,의정부시,고산동,31030721,13,572,2.27
경기,안양시 만안구,안양1동,31041510,5230,5816,89.92
경기,안양시 만안구,안양2동,31041520,2793,6932,40.29
경기,안양시 만안구,안양3동,31041530,2017,5178,38.95
경기,안양시 만안구,안양4동,31041540,1079,2324,46.43
경기,안양시 만안구,안양5동,31041550,1177,3580,32.88
경기,안양시 만안구,안양6동,31041560,2556,6274,40.74
경기,안양시 만안구,안양7동,31041570,4839,5243,92.29
경기,안양시 만안구,안양8동,31041580,378,3308,11.43
경기,안양시 만안구,안양9동,31041590,3429,5645,60.74
경기,안양시 만안구,석수1동,31041600,5127,6615,77.51
경기,안양시 만안구,석수2동,31041610,6070,10074,60.25
경기,안양시 만안구,박달1동,31041630,1732,4114,42.1
경기,안양시 만안구,박달2동,31041640,5952,7013,84.87
경기,안양시 만안구,충훈동,31041651,1730,4476,38.65
경기,안양시 동안구,비산1동,31042510,6706,7044,95.2
경기,안양시 동안구,비산2동,31042520,3440,3505,98.15
경기,안양시 동안구,비산3동,31042530,3321,7427,44.72
경기,안양시 동안구,부흥동,31042540,6051,6085,99.44
경기,안양시 동안구,달안동,31042550,4959,5127,96.72
경기,안양시 동안구,부림동,31042580,7349,11344,64.78
경기,안양시 동안구,평촌동,31042590,4481,4788,93.59
경기,안양시 동안구,평안동,31042600,7790,7790,100.0
경기,안양시 동안구,귀인동,31042610,4083,4338,94.12
경기,안양시 동안구,호계1동,31042620,2130,2654,80.26
경기,안양시 동안구,호계2동,31042630,6008,7993,75.17
경기,안양시 동안구,호계3동,31042640,6295,7025,89.61
경기,안양시 동안구,범계동,31042650,4893,5174,94.57
경기,안양시 동안구,신촌동,31042660,3672,3816,96.23
경기,안양시 동안구,갈산동,31042670,2329,2601,89.54
경기,안양시 동안구,관양동,31042681,5541,12083,45.86
경기,안양시 동안구,인덕원동,31042691,3620,6325,57.23
경기,부천시 원미구,심곡1동,31051511,736,4364,16.87
경기,부천시 원미구,심곡2동,31051521,1996,7435,26.85
경기,부천시 원미구,심곡3동,31051531,141,3287,4.29
경기,부천시 원미구,원미2동,31051541,936,3794,24.67
경기,부천시 원미구,소사동,31051551,180,2547,7.07
경기,부천시 원미구,원미1동,31051561,1120,5033,22.25
경기,부천시 원미구,역곡1동,31051571,3004,6304,47.65
경기,부천시 원미구,역곡2동,31051581,2937,6820,43.06
경기,부천시 원미구,춘의동,31051591,2052,5238,39.18
경기,부천시 원미구,도당동,31051601,1534,7345,20.88
경기,부천시 원미구,중동,31051611,3751,6407,58.55
경기,부천시 원미구,상동,31051621,2150,5164,41.63
경기,부천시 원미구,약대동,31051631,4230,6120,69.12
경기,부천시 원미구,중1동,31051641,9035,15050,60.03
경기,부천시 원미구,중2동,31051651,6861,9480,72.37
경기,부천시 원미구,중3동,31051661,7671,8303,92.39
경기,부천시 원미구,중4동,31051671,7307,7440,98.21
경기,부천시 원미구,상1동,31051681,8567,9367,91.46
경기,부천시 원미구,상2동,31051691,7485,8788,85.17
경기,부천시 원미구,상3동,31051701,8512,9577,88.88
경기,부천시 소사구,심곡본1동,31052511,1300,5540,23.47
경기,부천시 소사구,심곡본동,31052521,1538,5535,27.79
경기,부천시 소사구,송내1동,31052531,4844,7234,66.96
경기,부천시 소사구,송내2동,31052541,5359,8944,59.92
경기,부천시 소사구,소사본동,31052551,2070,8667,23.88
경기,부천시 소사구,소사본1동,31052561,7221,9551,75.6
경기,부천시 소사구,범박동,31052571,5358,5769,92.88
경기,부천시 소사구,옥길동,31052581,9893,10449,94.68
경기,부천시 소사구,괴안동,31052591,4918,7304,67.33
경기,부천시 소사구,역곡3동,31052601,3855,8514,45.28
경기,부천시 오정구,성곡동,31053511,5376,13379,40.18
경기,부천시 오정구,고강본동,31053521,2496,10904,22.89
경기,부천시 오정구,고강1동,31053531,1318,5517,23.89
경기,부천시 오정구,원종1동,31053541,2927,8178,35.79
경기,부천시 오정구,원종2동,31053551,3454,8324,41.49
경기,부천시 오정구,오정동,31053561,3554,7471,47.57
경기,부천시 오정구,신흥동,31053571,968,6248,15.49
경기,광명시,광명1동,31060510,18,2692,0.67
경기,광명시,광명2동,31060520,37,3317,1.12
경기,광명시,광명3동,31060530,0,3123,0.0
경기,광명시,광명4동,31060540,1651,4786,34.5
경기,광명시,광명5동,31060550,1429,4571,31.26
경기,광명시,광명6동,31060560,1961,3632,53.99
경기,광명시,광명7동,31060570,2281,5569,40.96
경기,광명시,철산1동,31060580,3438,4161,82.62
경기,광명시,철산2동,31060590,3022,4221,71.59
경기,광명시,철산3동,31060600,9451,10277,91.96
경기,광명시,철산4동,31060610,3466,4539,76.36
경기,광명시,하안1동,31060620,6763,7405,91.33
경기,광명시,하안2동,31060630,6129,6129,100.0
경기,광명시,하안3동,31060640,8430,8449,99.78
경기,광명시,하안4동,31060650,4751,4758,99.85
경기,광명시,소하1동,31060660,8612,10267,83.88
경기,광명시,학온동,31060680,0,542,0.0
경기,광명시,소하2동,31060690,5433,9542,56.94
경기,광명시,일직동,31060700,3948,6688,59.03
경기,평택시,팽성읍,31070110,2954,9701,30.45
경기,평택시,안중읍,31070120,10596,14553,72.81
경기,평택시,포승읍,31070130,4952,8867,55.85
경기,평택시,청북읍,31070140,5893,8553,68.9
경기,평택시,진위면,31070310,1796,4189,42.87
경기,평택시,서탄면,31070320,0,1542,0.0
경기,평택시,고덕면,31070330,1610,3408,47.24
경기,평택시,오성면,31070340,114,2416,4.72
경기,평택시,현덕면,31070370,292,2092,13.96
경기,평택시,중앙동,31070510,13179,16308,80.81
경기,평택시,서정동,31070520,2592,9665,26.82
경기,평택시,송탄동,31070530,4381,5701,76.85
경기,평택시,지산동,31070550,2619,5297,49.44
경기,평택시,송북동,31070560,4837,7442,65.0
경기,평택시,신장1동,31070570,518,2414,21.46
경기,평택시,신장2동,31070580,285,2002,14.24
경기,평택시,신평동,31070590,5053,8981,56.26
경기,평택시,원평동,31070600,2286,3959,57.74
경기,평택시,통복동,31070610,679,1691,40.15
경기,평택시,세교동,31070640,7618,9286,82.04
경기,평택시,비전2동,31070650,14495,16864,85.95
경기,평택시,용이동,31070660,5942,7804,76.14
경기,평택시,비전1동,31070670,13946,16427,84.9
경기,평택시,동삭동,31070680,7291,7894,92.36
경기,평택시,고덕동,31070690,958,1280,74.84
경기,동두천시,생연1동,31080510,1177,2584,45.55
경기,동두천시,생연2동,31080520,2940,4265,68.93
경기,동두천시,중앙동,31080530,49,1855,2.64
경기,동두천시,보산동,31080550,194,1178,16.47
경기,동두천시,불현동,31080560,6321,10310,61.31
경기,동두천시,소요동,31080580,627,3269,19.18
경기,동두천시,상패동,31080600,636,2067,30.77
경기,동두천시,송내동,31080610,7830,8999,87.01
경기,안산시 상록구,일동,31091510,24,6888,0.35
경기,안산시 상록구,본오1동,31091540,147,9618,1.53
경기,안산시 상록구,본오2동,31091550,4214,7642,55.14
경기,안산시 상록구,본오3동,31091560,3916,6575,59.56
경기,안산시 상록구,부곡동,31091570,16,6239,0.26
경기,안산시 상록구,월피동,31091580,4330,10967,39.48
경기,안산시 상록구,성포동,31091620,8781,9181,95.64
경기,안산시 상록구,반월동,31091710,4170,6944,60.05
경기,안산시 상록구,안산동,31091730,715,3376,21.18
경기,안산시 상록구,이동,31091740,707,7244,9.76
경기,안산시 상록구,사동,31091760,3249,9993,32.51
경기,안산시 상록구,사이동,31091770,5105,9448,54.03
경기,안산시 상록구,해양동,31091780,4605,5674,81.16
경기,안산시 단원구,와동,31092590,39,9816,0.4
경기,안산시 단원구,초지동,31092660,14534,17249,84.26
경기,안산시 단원구,선부1동,31092680,4201,5348,78.55
경기,안산시 단원구,선부2동,31092690,1693,5638,30.03
경기,안산시 단원구,선부3동,31092700,8537,11529,74.05
경기,안산시 단원구,대부동,31092720,0,3232,0.0
경기,안산시 단원구,호수동,31092730,12190,13624,89.47
경기,안산시 단원구,고잔동,31092740,1065,8292,12.84
경기,안산시 단원구,중앙동,31092750,6849,9931,68.97
경기,안산시 단원구,원곡동,31092760,0,5856,0.0
경기,안산시 단원구,신길동,31092770,6094,7827,77.86
경기,안산시 단원구,백운동,31092780,5855,7318,80.01
경기,고양시 덕양구,주교동,31101510,2173,5695,38.16
경기,고양시 덕양구,흥도동,31101511,8062,8819,91.42
경기,고양시 덕양구,삼송1동,31101512,1675,4377,38.27
경기,고양시 덕양구,삼송2동,31101513,8172,9073,90.07
경기,고양시 덕양구,행신3동,31101514,8159,8180,99.74
경기,고양시 덕양구,행신4동,31101515,4724,6730,70.19
경기,고양시 덕양구,원신동,31101520,7955,8402,94.68
경기,고양시 덕양구,성사1동,31101540,5034,7527,66.88
경기,고양시 덕양구,성사2동,31101550,3747,3885,96.45
경기,고양시 덕양구,효자동,31101560,828,1406,58.89
경기,고양시 덕양구,창릉동,31101580,2041,6466,31.57
경기,고양시 덕양구,고양동,31101590,5949,10450,56.93
경기,고양시 덕양구,관산동,31101600,2725,13121,20.77
경기,고양시 덕양구,능곡동,31101610,3085,4802,64.24
경기,고양시 덕양구,화정1동,31101620,10274,11445,89.77
경기,고양시 덕양구,화정2동,31101630,10435,11762,88.72
경기,고양시 덕양구,행주동,31101640,1705,6083,28.03
경기,고양시 덕양구,행신1동,31101650,6965,7658,90.95
경기,고양시 덕양구,행신2동,31101660,10089,11085,91.01
경기,고양시 덕양구,화전동,31101670,5237,6402,81.8
경기,고양시 덕양구,대덕동,31101680,204,817,24.97
경기,고양시 일산동구,식사동,31103510,8052,9956,80.88
경기,고양시 일산동구,중산1동,31103511,6605,6952,95.01
경기,고양시 일산동구,중산2동,31103512,7149,8418,84.93
경기,고양시 일산동구,정발산동,31103530,0,4573,0.0
경기,고양시 일산동구,풍산동,31103540,10277,12484,82.32
경기,고양시 일산동구,백석1동,31103550,7237,9595,75.42
경기,고양시 일산동구,마두1동,31103560,4872,6719,72.51
경기,고양시 일산동구,마두2동,31103570,5269,5372,98.08
경기,고양시 일산동구,장항1동,31103580,1432,2655,53.94
경기,고양시 일산동구,장항2동,31103590,3421,13031,26.25
경기,고양시 일산동구,고봉동,31103600,1487,7817,19.02
경기,고양시 일산동구,백석2동,31103610,2737,8983,30.47
경기,고양시 일산서구,일산1동,31104510,8563,9086,94.24
경기,고양시 일산서구,탄현1동,31104511,9598,10265,93.5
경기,고양시 일산서구,탄현2동,31104512,6494,6593,98.5
경기,고양시 일산서구,덕이동,31104513,6205,9646,64.33
경기,고양시 일산서구,가좌동,31104514,4745,5947,79.79
경기,고양시 일산서구,일산2동,31104520,4945,6361,77.74
경기,고양시 일산서구,일산3동,31104530,11322,11330,99.93
경기,고양시 일산서구,주엽1동,31104550,9514,9770,97.38
경기,고양시 일산서구,주엽2동,31104560,10458,10610,98.57
경기,고양시 일산서구,대화동,31104570,4482,9616,46.61
경기,고양시 일산서구,송포동,31104580,4188,7008,59.76
경기,과천시,중앙동,31110510,1158,1572,73.66
경기,과천시,갈현동,31110521,0,50,0.0
경기,과천시,원문동,31110522,2883,3047,94.62
경기,과천시,별양동,31110530,2188,2543,86.04
경기,과천시,부림동,31110540,2648,3120,84.87
경기,과천시,과천동,31110550,132,1876,7.04
경기,과천시,문원동,31110560,0,1176,0.0
경기,구리시,갈매동,31120510,9325,10332,90.25
경기,구리시,동구동,31120520,11178,12278,91.04
경기,구리시,인창동,31120530,5592,7628,73.31
경기,구리시,교문1동,31120540,695,3919,17.73
경기,구리시,교문2동,31120550,5989,6405,93.51
경기,구리시,수택1동,31120560,2780,5534,50.23
경기,구리시,수택2동,31120570,2787,6648,41.92
경기,구리시,수택3동,31120580,6151,6667,92.26
경기,남양주시,와부읍,31130110,16357,20671,79.13
경기,남양주시,화도읍,31130111,21762,38484,56.55
경기,남양주시,진접읍,31130120,23351,31327,74.54
경기,남양주시,진건읍,31130140,4479,8657,51.74
경기,남양주시,오남읍,31130150,15193,17995,84.43
경기,남양주시,퇴계원읍,31130160,6938,10239,67.76
경기,남양주시,별내면,31130310,5166,6344,81.43
경기,남양주시,수동면,31130340,0,3237,0.0
경기,남양주시,조안면,31130350,0,1283,0.0
경기,남양주시,호평동,31130510,13815,15799,87.44
경기,남양주시,평내동,31130520,9066,9946,91.15
경기,남양주시,금곡동,31130530,3223,6964,46.28
경기,남양주시,양정동,31130540,290,1291,22.46
경기,남양주시,별내동,31130570,20792,22919,90.72
경기,남양주시,다산1동,31130580,20869,22854,91.31
경기,남양주시,다산2동,31130590,9583,10565,90.71
경기,오산시,중앙동,31140510,9325,11585,80.49
경기,오산시,남촌동,31140530,2269,5450,41.63
경기,오산시,세마동,31140550,8386,10061,83.35
경기,오산시,초평동,31140560,5872,6222,94.37
경기,오산시,신장1동,31140571,10701,11809,90.62
경기,오산시,신장2동,31140572,5662,7926,71.44
경기,오산시,대원1동,31140581,12864,16592,77.53
경기,오산시,대원2동,31140582,5942,6772,87.74
경기,시흥시,대야동,31150510,6584,10324,63.77
경기,시흥시,신천동,31150520,4726,12117,39.0
경기,시흥시,신현동,31150530,2679,3898,68.73
경기,시흥시,은행동,31150540,14179,16234,87.34
경기,시흥시,매화동,31150550,2284,4587,49.79
경기,시흥시,목감동,31150560,13583,15666,86.7
경기,시흥시,과림동,31150590,24,583,4.12
경기,시흥시,정왕2동,31150611,10140,11034,91.9
경기,시흥시,정왕3동,31150620,5047,8241,61.24
경기,시흥시,정왕본동,31150640,2321,6165,37.65
경기,시흥시,정왕1동,31150650,5035,8085,62.28
경기,시흥시,능곡동,31150670,6061,6345,95.52
경기,시흥시,군자동,31150680,3715,8445,43.99
경기,시흥시,월곶동,31150690,5662,6259,90.46
경기,시흥시,연성동,31150700,6773,7283,93.0
경기,시흥시,장곡동,31150710,5085,5230,97.23
경기,시흥시,정왕4동,31150720,7084,7114,99.58
경기,시흥시,배곧1동,31150740,11454,11560,99.08
경기,시흥시,배곧2동,31150750,8575,13033,65.79
경기,시흥시,거북섬동,31150760,0,1394,0.0
경기,군포시,군포1동,31160510,4808,10246,46.93
경기,군포시,군포2동,31160520,11008,13462,81.77
경기,군포시,산본1동,31160540,2787,5748,48.49
경기,군포시,산본2동,31160550,8161,8568,95.25
경기,군포시,금정동,31160560,1379,5419,25.45
경기,군포시,재궁동,31160570,5825,7117,81.85
경기,군포시,오금동,31160580,8228,8228,100.0
경기,군포시,수리동,31160590,6731,6731,100.0
경기,군포시,궁내동,31160600,6589,6598,99.86
경기,군포시,광정동,31160610,7727,9203,83.96
경기,군포시,대야동,31160630,1772,3070,57.72
경기,군포시,송부동,31160640,5731,6059,94.59
경기,의왕시,고천동,31170510,2649,3740,70.83
경기,의왕시,부곡동,31170520,6006,10043,59.8
경기,의왕시,오전동,31170530,10516,11891,88.44
경기,의왕시,내손1동,31170540,5930,6759,87.73
경기,의왕시,내손2동,31170550,6204,9010,68.86
경기,의왕시,청계동,31170560,8024,10122,79.27
경기,하남시,천현동,31180510,0,1538,0.0
경기,하남시,신장1동,31180520,608,1775,34.25
경기,하남시,신장2동,31180530,13171,14518,90.72
경기,하남시,덕풍1동,31180540,3617,4644,77.89
경기,하남시,덕풍2동,31180550,3353,5139,65.25
경기,하남시,덕풍3동,31180560,5800,8030,72.23
경기,하남시,춘궁동,31180590,0,883,0.0
경기,하남시,초이동,31180600,210,953,22.04
경기,하남시,미사3동,31180611,8029,8540,94.02
경기,하남시,미사1동,31180620,11444,17430,65.66
경기,하남시,미사2동,31180630,15824,16145,98.01
경기,하남시,위례동,31180650,4822,6474,74.48
경기,하남시,감북동,31180660,0,648,0.0
경기,하남시,감일동,31180670,923,1120,82.41
경기,용인시 처인구,포곡읍,31191110,3964,10842,36.56
경기,용인시 처인구,모현읍,31191120,1551,8816,17.59
경기,용인시 처인구,이동읍,31191130,2981,6745,44.2
경기,용인시 처인구,남사읍,31191140,6118,8512,71.88
경기,용인시 처인구,원삼면,31191340,50,2959,1.69
경기,용인시 처인구,백암면,31191350,219,3019,7.25
경기,용인시 처인구,양지면,31191360,281,6103,4.6
경기,용인시 처인구,중앙동,31191510,4952,8902,55.63
경기,용인시 처인구,유림동,31191530,6616,11887,55.66
경기,용인시 처인구,동부동,31191540,2082,4672,44.56
경기,용인시 처인구,역북동,31191550,7291,10150,71.83
경기,용인시 처인구,삼가동,31191560,3151,4141,76.09
경기,용인시 기흥구,구갈동,31192520,9984,13028,76.63
경기,용인시 기흥구,기흥동,31192540,5554,7337,75.7
경기,용인시 기흥구,서농동,31192550,6672,7559,88.27
경기,용인시 기흥구,구성동,31192560,11650,12940,90.03
경기,용인시 기흥구,마북동,31192570,9162,10321,88.77
경기,용인시 기흥구,보정동,31192590,9399,10947,85.86
경기,용인시 기흥구,상하동,31192600,6908,8069,85.61
경기,용인시 기흥구,신갈동,31192610,10669,13092,81.49
경기,용인시 기흥구,영덕1동,31192630,8017,9032,88.76
경기,용인시 기흥구,영덕2동,31192640,5251,5905,88.92
경기,용인시 기흥구,상갈동,31192650,3371,4163,80.98
경기,용인시 기흥구,보라동,31192660,8887,10247,86.73
경기,용인시 기흥구,동백1동,31192670,8784,9844,89.23
경기,용인시 기흥구,동백2동,31192680,6471,8047,80.42
경기,용인시 기흥구,동백3동,31192690,5996,7060,84.93
경기,용인시 수지구,풍덕천1동,31193510,9983,11338,88.05
경기,용인시 수지구,풍덕천2동,31193520,11867,12534,94.68
경기,용인시 수지구,신봉동,31193530,10302,11815,87.19
경기,용인시 수지구,죽전2동,31193550,5588,5921,94.38
경기,용인시 수지구,동천동,31193560,11545,14852,77.73
경기,용인시 수지구,상현2동,31193580,9987,10246,97.47
경기,용인시 수지구,성복동,31193590,13654,14546,93.87
경기,용인시 수지구,죽전1동,31193600,8866,9351,94.81
경기,용인시 수지구,죽전3동,31193610,8095,9177,88.21
경기,용인시 수지구,상현1동,31193620,5966,6021,99.09
경기,용인시 수지구,상현3동,31193630,7987,10151,78.68
경기,파주시,문산읍,31200110,12969,17458,74.29
경기,파주시,파주읍,31200120,750,5030,14.91
경기,파주시,법원읍,31200130,528,3972,13.29
경기,파주시,조리읍,31200150,6469,10242,63.16
경기,파주시,월롱면,31200310,0,2384,0.0
경기,파주시,탄현면,31200320,958,4207,22.77
경기,파주시,광탄면,31200350,352,4289,8.21
경기,파주시,파평면,31200360,14,1503,0.93
경기,파주시,적성면,31200370,142,2268,6.26
경기,파주시,장단면,31200390,0,183,0.0
경기,파주시,교하동,31200511,230,2856,8.05
경기,파주시,운정1동,31200512,11945,12611,94.72
경기,파주시,운정3동,31200513,16749,19190,87.28
경기,파주시,운정4동,31200514,0,6327,0.0
