dong_code,dong_name,sido,sigungu,pop_0_19,pop_20_59,pop_60_plus,worker_count,business_count,population_year,business_year
1122053,서초3동,서울특별시,서초구,4506,19634,6491,81070,7664,2019,2019
1122054,서초4동,서울특별시,서초구,7338,18727,5622,28520,3003,2019,2019
1122055,잠원동,서울특별시,서초구,6837,22185,5892,18024,2160,2019,2019
1122056,반포본동,서울특별시,서초구,2624,6947,2551,2319,658,2019,2019
1122057,반포1동,서울특별시,서초구,6757,21044,5067,10224,1706,2019,2019
1122058,반포2동,서울특별시,서초구,4691,8915,2602,2143,301,2019,2019
1122059,반포3동,서울특별시,서초구,4645,12127,3557,7491,961,2019,2019
1122060,반포4동,서울특별시,서초구,3978,11742,3945,29857,3269,2019,2019
1122061,방배본동,서울특별시,서초구,4474,12715,4194,10468,1594,2019,2019
1122062,방배1동,서울특별시,서초구,2598,10948,3842,16275,1850,2019,2019
1122063,방배2동,서울특별시,서초구,2974,12760,5069,17719,1763,2019,2019
1122064,방배3동,서울특별시,서초구,3606,13227,5457,13752,1112,2019,2019
1122065,방배4동,서울특별시,서초구,4386,14818,4581,14582,2096,2019,2019
1122066,양재1동,서울특별시,서초구,8972,27098,9499,43808,3421,2019,2019
1122067,양재2동,서울특별시,서초구,3274,15435,4191,48135,4862,2019,2019
1122068,내곡동,서울특별시,서초구,3519,10548,4351,8753,742,2019,2019
1123051,신사동,서울특별시,강남구,2826,10547,3881,26120,4112,2019,2019
1123052,논현1동,서울특별시,강남구,1707,17248,4194,41787,5263,2019,2019
1123053,논현2동,서울특별시,강남구,2561,14803,4233,62226,5565,2019,2019
1123058,삼성1동,서울특별시,강남구,2389,9135,3135,63506,4045,2019,2019
1123059,삼성2동,서울특별시,강남구,6053,19810,4577,37492,3623,2019,2019
1123060,대치1동,서울특별시,강남구,7697,14285,3274,6447,1064,2019,2019
1123063,대치4동,서울특별시,강남구,3463,14193,2870,31890,3647,2019,2019
1123064,역삼1동,서울특별시,강남구,2682,28040,5281,155835,15391,2019,2019
1123065,역삼2동,서울특별시,강남구,8582,23508,4915,38374,3728,2019,2019
1123066,도곡1동,서울특별시,강남구,4216,13972,4279,17023,1553,2019,2019
1123067,도곡2동,서울특별시,강남구,7845,20132,6347,19893,1822,2019,2019
1123068,개포1동,서울특별시,강남구,1005,3722,2168,830,128,2019,2019
1123071,개포4동,서울특별시,강남구,2866,11717,3653,10429,1788,2019,2019
1123072,일원본동,서울특별시,강남구,5866,14236,4263,9714,459,2019,2019
1123073,일원1동,서울특별시,강남구,2114,9715,4452,5582,817,2019,2019
1123074,일원2동,서울특별시,강남구,3195,10542,4351,9447,505,2019,2019
1123075,수서동,서울특별시,강남구,1416,8478,5963,17972,1421,2019,2019
1123076,세곡동,서울특별시,강남구,9576,26501,8791,6799,1075,2019,2019
1123077,압구정동,서울특별시,강남구,5168,15807,6567,29487,3911,2019,2019
1123078,청담동,서울특별시,강남구,5000,18912,5950,38135,4200,2019,2019
1123079,대치2동,서울특별시,강남구,8671,23205,6618,64458,3859,2019,2019
1123080,개포2동,서울특별시,강남구,4257,13331,4413,3009,690,2019,2019
1124051,풍납1동,서울특별시,송파구,1776,8796,4109,2345,586,2019,2019
1124052,풍납2동,서울특별시,송파구,4155,15649,5292,16145,980,2019,2019
1124053,거여1동,서울특별시,송파구,1857,8027,3230,3469,646,2019,2019
1124054,거여2동,서울특별시,송파구,2583,9868,4391,4356,639,2019,2019
1124055,마천1동,서울특별시,송파구,2909,11777,5873,2115,698,2019,2019
1124056,마천2동,서울특별시,송파구,2596,11803,5661,3922,1036,2019,2019
1124057,방이1동,서울특별시,송파구,2953,10336,3105,8372,1235,2019,2019
1124058,방이2동,서울특별시,송파구,2716,17758,5031,19629,2956,2019,2019
1124059,오륜동,서울특별시,송파구,4341,10804,3708,5717,489,2019,2019
1124060,오금동,서울특별시,송파구,6612,25263,8983,16323,2046,2019,2019
1124061,송파1동,서울특별시,송파구,2908,17691,4964,14149,1977,2019,2019
1124062,송파2동,서울특별시,송파구,3701,12701,4289,4084,771,2019,2019
1124063,석촌동,서울특별시,송파구,4006,23175,6393,15110,2459,2019,2019
1124064,삼전동,서울특별시,송파구,4039,22388,5774,11201,1811,2019,2019
1124065,가락본동,서울특별시,송파구,3787,18211,5513,25302,3343,2019,2019
1124066,가락1동,서울특별시,송파구,5436,17588,4600,11354,2959,2019,2019
1124067,가락2동,서울특별시,송파구,6516,21011,6174,9595,1720,2019,2019
1124068,문정1동,서울특별시,송파구,3091,13619,4385,6080,1181,2019,2019
1124069,문정2동,서울특별시,송파구,3359,21092,5337,59054,6330,2019,2019
1124071,잠실본동,서울특별시,송파구,3406,20236,5401,19077,2927,2019,2019
1124075,잠실4동,서울특별시,송파구,5418,12861,3878,1660,337,2019,2019
1124077,잠실6동,서울특별시,송파구,3224,10033,3992,48702,2051,2019,2019
1124078,잠실7동,서울특별시,송파구,1779,5614,2785,1278,190,2019,2019
1124079,잠실2동,서울특별시,송파구,10470,21428,4812,4541,735,2019,2019
1124080,잠실3동,서울특별시,송파구,7496,20675,7672,9473,1480,2019,2019
1124081,장지동,서울특별시,송파구,5919,20433,6481,8925,1033,2019,2019
1124082,위례동,서울특별시,송파구,8254,16799,3185,3782,588,2019,2019
1125053,명일1동,서울특별시,강동구,4957,16115,5594,6441,1537,2019,2019
1125054,명일2동,서울특별시,강동구,3839,10248,3648,3928,971,2019,2019
1125055,고덕1동,서울특별시,강동구,6799,15881,4285,2503,565,2019,2019
1125056,고덕2동,서울특별시,강동구,3759,11587,3899,3149,538,2019,2019
1125058,암사2동,서울특별시,강동구,2309,9256,3162,3532,659,2019,2019
1125059,암사3동,서울특별시,강동구,4105,10817,3714,2063,454,2019,2019
1125061,천호1동,서울특별시,강동구,3582,17221,7283,4994,1196,2019,2019
1125063,천호3동,서울특별시,강동구,3036,17533,6883,7233,1589,2019,2019
1125065,성내1동,서울특별시,강동구,3492,12652,4290,17603,1874,2019,2019
1125066,성내2동,서울특별시,강동구,2522,15896,5988,6594,1660,2019,2019
1125067,성내3동,서울특별시,강동구,3412,14980,5249,8914,2236,2019,2019
1125070,둔촌1동,서울특별시,강동구,15,134,119,283,17,2019,2019
1125071,둔촌2동,서울특별시,강동구,4391,16887,6346,9229,1319,2019,2019
1125072,암사1동,서울특별시,강동구,5302,22560,8506,5241,1513,2019,2019
1125073,천호2동,서울특별시,강동구,3989,22619,8493,13879,3110,2019,2019
1125074,길동,서울특별시,강동구,5985,29029,11036,19549,3349,2019,2019
1125075,강일동,서울특별시,강동구,7284,17958,6731,3409,433,2019,2019
1125076,상일1동,서울특별시,강동구,0,0,0,4940,682,2019,2019
1125077,상일2동,서울특별시,강동구,0,0,0,13086,178,2019,2019
2301052,연안동,인천광역시,중구,676,3684,2211,12702,2009,2019,2019
2301053,신포동,인천광역시,중구,620,2836,1816,9234,1567,2019,2019
2301054,신흥동,인천광역시,중구,2124,7685,3616,15073,1800,2019,2019
2301056,도원동,인천광역시,중구,486,2237,1445,1043,247,2019,2019
2301057,율목동,인천광역시,중구,358,1943,1241,735,158,2019,2019
2301058,동인천동,인천광역시,중구,541,3308,2226,3884,1264,2019,2019
2301063,용유동,인천광역시,중구,220,2135,1876,2449,742,2019,2019
2301064,운서동,인천광역시,중구,5133,20387,3127,47190,2324,2019,2019
2301065,영종동,인천광역시,중구,2190,9529,3548,3576,942,2019,2019
2301066,영종1동,인천광역시,중구,11155,25026,4133,3505,858,2019,2019
2301067,개항동,인천광역시,중구,0,0,0,3765,673,2019,2019
2302051,만석동,인천광역시,동구,1190,4176,1939,3182,469,2019,2019
2302052,화수1·화평동,인천광역시,동구,847,3470,2183,1194,375,2019,2019
2302053,화수2동,인천광역시,동구,1125,4363,2674,3621,234,2019,2019
2302055,송현1·2동,인천광역시,동구,1905,6256,2744,1577,641,2019,2019
2302057,송현3동,인천광역시,동구,398,2109,1377,8583,1463,2019,2019
2302058,송림1동,인천광역시,동구,238,907,602,455,96,2019,2019
2302059,송림2동,인천광역시,동구,289,1448,1349,1985,327,2019,2019
2302060,송림3·5동,인천광역시,동구,1349,4667,2436,2074,412,2019,2019
2302061,송림4동,인천광역시,동구,800,2519,903,7271,2116,2019,2019
2302063,송림6동,인천광역시,동구,1226,3887,1852,3171,807,2019,2019
2302064,금창동,인천광역시,동구,360,1523,1316,1564,374,2019,2019
2304051,옥련1동,인천광역시,연수구,3598,12636,4157,6828,1901,2019,2019
2304052,선학동,인천광역시,연수구,2185,11285,4480,3838,940,2019,2019
2304053,연수1동,인천광역시,연수구,2899,13999,4102,3877,1326,2019,2019
2304054,연수2동,인천광역시,연수구,3447,14299,4435,6356,1560,2019,2019
2304055,연수3동,인천광역시,연수구,2608,10573,4189,2589,259,2019,2019
2304056,청학동,인천광역시,연수구,3376,16407,6157,6975,1470,2019,2019
2304057,동춘1동,인천광역시,연수구,5195,16828,3985,4072,807,2019,2019
2304058,동춘2동,인천광역시,연수구,3742,12383,3136,4648,867,2019,2019
2304059,동춘3동,인천광역시,연수구,4646,11534,3097,4197,645,2019,2019
2304060,옥련2동,인천광역시,연수구,4048,13452,4021,3358,765,2019,2019
2304064,송도1동,인천광역시,연수구,8752,22760,4756,29935,2156,2019,2019
2304065,송도3동,인천광역시,연수구,13090,31172,3843,26155,3090,2019,2019
2304066,송도2동,인천광역시,연수구,11196,22263,3193,8633,1603,2019,2019
2304068,송도4동,인천광역시,연수구,9027,22794,2805,5981,554,2019,2019
2304069,송도5동,인천광역시,연수구,0,0,0,615,91,2019,2019
2305051,구월1동,인천광역시,남동구,6677,20459,5549,15856,2482,2019,2019
2305052,구월2동,인천광역시,남동구,8569,22199,6238,3776,808,2019,2019
2305053,구월3동,인천광역시,남동구,3488,20688,4603,33045,4358,2019,2019
2305054,구월4동,인천광역시,남동구,2013,9801,4014,5486,1499,2019,2019
2305055,간석1동,인천광역시,남동구,3226,14742,5749,5732,1257,2019,2019
2305056,간석2동,인천광역시,남동구,3975,13838,4906,4603,1193,2019,2019
2305057,간석3동,인천광역시,남동구,4111,18383,6621,7465,1839,2019,2019
2305058,간석4동,인천광역시,남동구,4425,18666,6258,6658,1485,2019,2019
2305059,만수1동,인천광역시,남동구,1995,9592,4593,6497,1031,2019,2019
2305060,만수2동,인천광역시,남동구,4595,15539,5287,3248,948,2019,2019
2305061,만수3동,인천광역시,남동구,3204,11321,3857,1642,517,2019,2019
2305062,만수4동,인천광역시,남동구,3796,13536,4852,1449,301,2019,2019
2305063,만수5동,인천광역시,남동구,1901,9837,4459,4066,1139,2019,2019
2305064,만수6동,인천광역시,남동구,4218,15721,5623,10633,1465,2019,2019
2305067,남촌도림동,인천광역시,남동구,3579,13570,4820,18893,2349,2019,2019
2305072,논현1동,인천광역시,남동구,6804,20248,5256,6807,1937,2019,2019
2305073,논현2동,인천광역시,남동구,6333,20961,6093,19585,2526,2019,2019
2305074,논현고잔동,인천광역시,남동구,10654,25865,5280,66722,7273,2019,2019
2305075,장수서창동,인천광역시,남동구,4138,12266,4398,4352,870,2019,2019
2305076,서창2동,인천광역시,남동구,9855,23850,5610,4372,884,2019,2019
2306051,부평1동,인천광역시,부평구,5714,24583,7608,14325,2925,2019,2019
2306052,부평2동,인천광역시,부평구,2636,12231,4629,1715,508,2019,2019
2306053,부평3동,인천광역시,부평구,1634,8080,3734,3590,878,2019,2019
2306054,부평4동,인천광역시,부평구,5433,24837,7183,13716,3034,2019,2019
2306055,부평5동,인천광역시,부평구,5341,22933,6013,11844,2443,2019,2019
2306056,부평6동,인천광역시,부평구,1948,9485,3648,4606,837,2019,2019
2306057,산곡1동,인천광역시,부평구,1703,8003,3862,2398,626,2019,2019
2306058,산곡2동,인천광역시,부평구,6863,20200,5762,3921,884,2019,2019
2306059,산곡3동,인천광역시,부평구,3599,13326,6286,2442,612,2019,2019
2306060,산곡4동,인천광역시,부평구,3311,11487,3783,2083,533,2019,2019
2306061,청천1동,인천광역시,부평구,962,4715,1910,7351,1311,2019,2019
2306062,청천2동,인천광역시,부평구,6073,22313,6846,29207,2853,2019,2019
2306063,갈산1동,인천광역시,부평구,2433,10961,3697,5589,1015,2019,2019
2306064,갈산2동,인천광역시,부평구,2986,12187,4856,2752,768,2019,2019
2306065,삼산1동,인천광역시,부평구,6767,22212,6810,5312,1255,2019,2019
2306066,부개1동,인천광역시,부평구,2244,10293,4825,3378,1015,2019,2019
2306067,부개2동,인천광역시,부평구,2938,11204,3888,2953,718,2019,2019
2306068,부개3동,인천광역시,부평구,5892,21607,5773,3965,1005,2019,2019
2306069,일신동,인천광역시,부평구,2321,8006,3041,6616,1067,2019,2019
2306070,십정1동,인천광역시,부평구,1869,7919,3456,5990,1067,2019,2019
2306071,십정2동,인천광역시,부평구,3022,15285,6170,6094,1833,2019,2019
2306072,삼산2동,인천광역시,부평구,7268,18554,4419,11723,1515,2019,2019
2307051,효성1동,인천광역시,계양구,4006,16256,5823,4264,1083,2019,2019
2307052,효성2동,인천광역시,계양구,5154,19520,6105,7186,1327,2019,2019
2307053,계산1동,인천광역시,계양구,2408,13536,4750,7724,2022,2019,2019
2307054,계산2동,인천광역시,계양구,1750,10259,3823,4757,969,2019,2019
2307055,계산3동,인천광역시,계양구,2920,14129,3538,2632,571,2019,2019
2307056,작전1동,인천광역시,계양구,5121,18978,5361,5056,910,2019,2019
2307057,작전2동,인천광역시,계양구,2590,12977,4792,8161,1681,2019,2019
2307058,작전서운동,인천광역시,계양구,5885,20639,4709,12894,1861,2019,2019
2307061,계양2동,인천광역시,계양구,5206,23130,7209,6108,1648,2019,2019
2307062,계산4동,인천광역시,계양구,4436,16457,3221,16300,2319,2019,2019
2307063,계양1동,인천광역시,계양구,3619,13816,4504,3610,821,2019,2019
2307064,계양3동,인천광역시,계양구,6156,16538,4150,4241,828,2019,2019
2308051,검암경서동,인천광역시,서구,9624,30771,5985,16658,2226,2019,2019
2308053,연희동,인천광역시,서구,6555,27736,8199,15938,2519,2019,2019
2308054,가정1동,인천광역시,서구,5573,17780,4826,5184,1245,2019,2019
2308055,가정2동,인천광역시,서구,853,4573,1358,197,69,2019,2019
2308056,가정3동,인천광역시,서구,1389,6668,2076,540,141,2019,2019
2308058,석남1동,인천광역시,서구,3010,14750,5247,4575,1455,2019,2019
2308059,석남2동,인천광역시,서구,1821,8419,3623,14472,2651,2019,2019
2308060,석남3동,인천광역시,서구,2122,9698,3403,1605,422,2019,2019
2308062,가좌1동,인천광역시,서구,1510,7644,2812,26027,3599,2019,2019
2308063,가좌2동,인천광역시,서구,3650,13169,4216,2592,733,2019,2019
2308064,가좌3동,인천광역시,서구,2163,10128,4435,12284,1332,2019,2019
2308065,가좌4동,인천광역시,서구,1635,6978,2456,6850,911,2019,2019
2308073,신현원창동,인천광역시,서구,6144,20656,6038,14831,2253,2019,2019
2308074,청라1동,인천광역시,서구,8509,20232,2644,8613,1763,2019,2019
2308078,청라2동,인천광역시,서구,13373,30674,4723,6461,1438,2019,2019
2308079,청라3동,인천광역시,서구,7738,16685,2396,5970,673,2019,2019
2308080,검단동,인천광역시,서구,6558,21366,5319,7208,1734,2019,2019
2308081,불로대곡동,인천광역시,서구,5088,14000,3902,3673,990,2019,2019
2308084,오류왕길동,인천광역시,서구,5233,15451,4210,31698,3726,2019,2019
2308085,당하동,인천광역시,서구,6620,18706,3319,4309,841,2019,2019
2308086,마전동,인천광역시,서구,5710,14476,3272,4034,883,2019,2019
2308087,원당동,인천광역시,서구,6334,15245,3080,3799,960,2019,2019
2308088,아라동,인천광역시,서구,0,0,0,132,7,2019,2019
2309052,숭의2동,인천광역시,미추홀구,2159,8660,3726,5828,742,2019,2019
2309054,숭의4동,인천광역시,미추홀구,2534,9982,4670,1851,616,2019,2019
2309056,용현2동,인천광역시,미추홀구,2807,11172,4196,2002,571,2019,2019
2309057,용현3동,인천광역시,미추홀구,719,4218,2782,1902,671,2019,2019
2309059,용현5동,인천광역시,미추홀구,9550,28946,8732,6580,1897,2019,2019
2309060,학익1동,인천광역시,미추홀구,6148,19523,6995,9236,1550,2019,2019
2309061,학익2동,인천광역시,미추홀구,3268,11666,4856,7367,1160,2019,2019
2309062,도화1동,인천광역시,미추홀구,3525,14830,5602,4741,1007,2019,2019
2309065,주안1동,인천광역시,미추홀구,2353,14848,3255,11246,2044,2019,2019
2309066,주안2동,인천광역시,미추홀구,2323,10628,5526,3511,1061,2019,2019
2309067,주안3동,인천광역시,미추홀구,1282,5224,2603,1521,412,2019,2019
2309068,주안4동,인천광역시,미추홀구,1633,8124,5016,5787,1087,2019,2019
2309069,주안5동,인천광역시,미추홀구,2242,11057,4631,10357,1696,2019,2019
2309070,주안6동,인천광역시,미추홀구,4128,14270,4840,7406,1736,2019,2019
2309071,주안7동,인천광역시,미추홀구,1753,7690,3988,3281,1062,2019,2019
2309072,주안8동,인천광역시,미추홀구,3519,13392,5145,4202,876,2019,2019
2309073,관교동,인천광역시,미추홀구,2491,9582,3878,5051,1173,2019,2019
2309074,문학동,인천광역시,미추홀구,2041,9092,2617,3010,677,2019,2019
2309075,숭의1·3동,인천광역시,미추홀구,1926,8735,3367,4536,996,2019,2019
2309076,용현1·4동,인천광역시,미추홀구,1762,10658,5020,7367,1378,2019,2019
2309077,도화2·3동,인천광역시,미추홀구,4313,16462,6182,14903,2188,2019,2019
2331011,강화읍,,,3768,11767,7331,9012,2231,2019,2019
2331031,선원면,,,1224,3870,2656,2094,431,2019,2019
2331032,불은면,,,408,2017,2486,1675,260,2019,2019
2331033,길상면,,,712,3317,2880,2445,803,2019,2019
2331034,화도면,,,359,1838,2301,1531,580,2019,2019
2331035,양도면,,,392,1715,2087,936,189,2019,2019
2331036,내가면,,,201,1255,1660,862,284,2019,2019
2331037,하점면,,,275,1539,2285,658,166,2019,2019
2331038,양사면,,,126,680,1047,347,58,2019,2019
2331039,송해면,,,259,1262,1631,597,135,2019,2019
2331040,교동면,,,196,1112,1632,530,180,2019,2019
2331041,삼산면,,,169,867,1205,748,285,2019,2019
2331042,서도면,,,21,139,225,102,32,2019,2019
2332031,북도면,,,91,528,550,867,233,2019,2019
2332032,연평면,,,247,1356,509,392,118,2019,2019
2332033,백령면,,,686,3145,1450,1544,449,2019,2019
2332034,대청면,,,125,690,443,388,119,2019,2019
2332035,덕적면,,,142,806,975,436,142,2019,2019
2332036,자월면,,,66,425,441,440,189,2019,2019
2332037,영흥면,,,733,3330,2204,3697,776,2019,2019
3101154,파장동,경기도,수원시 장안구,3562,14868,5557,13859,1499,2019,2019
3101155,율천동,경기도,수원시 장안구,8028,29783,6173,9533,1773,2019,2019
3101156,정자1동,경기도,수원시 장안구,6521,19056,5098,4235,824,2019,2019
3101157,정자2동,경기도,수원시 장안구,5535,18870,6011,6726,1335,2019,2019
3101158,영화동,경기도,수원시 장안구,2301,12629,5712,8385,2048,2019,2019
3101159,송죽동,경기도,수원시 장안구,3089,12718,4100,7991,1336,2019,2019
3101160,조원1동,경기도,수원시 장안구,4727,18137,6453,6568,1259,2019,2019
3101161,연무동,경기도,수원시 장안구,1894,9705,4924,5521,949,2019,2019
3101162,정자3동,경기도,수원시 장안구,11304,27580,4581,9205,1596,2019,2019
3101163,조원2동,경기도,수원시 장안구,3737,12120,3604,4002,592,2019,2019
3101252,세류1동,경기도,수원시 권선구,1582,6701,2298,1448,300,2019,2019
3101253,세류2동,경기도,수원시 권선구,2958,15535,5572,5409,1448,2019,2019
3101254,세류3동,경기도,수원시 권선구,2778,12548,4831,5607,1224,2019,2019
3101255,평동,경기도,수원시 권선구,7030,26150,7790,33690,3486,2019,2019
3101256,서둔동,경기도,수원시 권선구,6083,24807,8013,12922,2252,2019,2019
3101257,구운동,경기도,수원시 권선구,3791,16329,5166,6302,1491,2019,2019
3101260,권선1동,경기도,수원시 권선구,3305,17453,4076,12749,2590,2019,2019
3101261,곡선동,경기도,수원시 권선구,4329,20531,3003,7363,1703,2019,2019
3101262,입북동,경기도,수원시 권선구,3890,10561,2730,2328,593,2019,2019
3101264,권선2동,경기도,수원시 권선구,11708,32495,6131,7022,1458,2019,2019
3101265,금곡동,경기도,수원시 권선구,10381,28830,6589,7131,1691,2019,2019
3101266,호매실동,경기도,수원시 권선구,11624,28647,5509,4407,937,2019,2019
3101353,지동,경기도,수원시 팔달구,1281,6733,3822,5819,872,2019,2019
3101354,우만1동,경기도,수원시 팔달구,2649,13430,5023,5528,1259,2019,2019
3101355,우만2동,경기도,수원시 팔달구,3274,11373,2768,5120,768,2019,2019
3101356,인계동,경기도,수원시 팔달구,5290,26301,6262,43808,5715,2019,2019
3101367,매교동,경기도,수원시 팔달구,573,3778,1595,3655,761,2019,2019
3101368,매산동,경기도,수원시 팔달구,1000,6999,2660,15328,2740,2019,2019
3101369,고등동,경기도,수원시 팔달구,1047,5481,2735,1937,557,2019,2019
3101370,화서1동,경기도,수원시 팔달구,3923,14278,5393,4034,1275,2019,2019
3101371,화서2동,경기도,수원시 팔달구,5418,17652,4201,4775,892,2019,2019
3101372,행궁동,경기도,수원시 팔달구,793,6543,3591,7995,2524,2019,2019
3101451,매탄1동,경기도,수원시 영통구,3422,12407,3132,2006,621,2019,2019
3101452,매탄2동,경기도,수원시 영통구,2684,9883,2821,4166,897,2019,2019
3101453,매탄3동,경기도,수원시 영통구,7766,24647,4155,52113,1865,2019,2019
3101454,매탄4동,경기도,수원시 영통구,4098,14826,3588,2327,697,2019,2019
3101460,원천동,경기도,수원시 영통구,8226,25860,4459,20221,2137,2019,2019
3101462,광교1동,경기도,수원시 영통구,12955,34797,4379,24835,3182,2019,2019
3101463,광교2동,경기도,수원시 영통구,6528,17519,3932,5295,882,2019,2019
3101464,영통1동,경기도,수원시 영통구,9078,23687,3744,3368,710,2019,2019
3101465,영통2동,경기도,수원시 영통구,5058,19633,1940,14823,1959,2019,2019
3101466,영통3동,경기도,수원시 영통구,7359,22422,3212,16495,3179,2019,2019
3101467,망포1동,경기도,수원시 영통구,7933,20941,3128,3143,762,2019,2019
3101468,망포2동,경기도,수원시 영통구,7683,18389,2177,2749,572,2019,2019
3102151,신흥1동,경기도,성남시 수정구,1351,8653,3667,4111,1154,2019,2019
3102152,신흥2동,경기도,성남시 수정구,1707,5956,2262,3096,654,2019,2019
3102153,신흥3동,경기도,성남시 수정구,1123,7141,2854,4026,1166,2019,2019
3102154,태평1동,경기도,성남시 수정구,1486,10159,4252,4761,965,2019,2019
3102155,태평2동,경기도,성남시 수정구,2104,10060,3971,3006,715,2019,2019
3102156,태평3동,경기도,성남시 수정구,1737,8555,3530,2254,795,2019,2019
3102157,태평4동,경기도,성남시 수정구,2145,8514,3292,2083,488,2019,2019
3102158,수진1동,경기도,성남시 수정구,1198,7733,3870,2370,804,2019,2019
3102159,수진2동,경기도,성남시 수정구,2098,10227,4375,5744,1066,2019,2019
3102160,단대동,경기도,성남시 수정구,2581,9939,3763,3701,634,2019,2019
3102161,산성동,경기도,성남시 수정구,1809,8048,3334,1939,521,2019,2019
3102162,양지동,경기도,성남시 수정구,1688,6103,2380,1764,416,2019,2019
3102164,신촌동,경기도,성남시 수정구,1033,2973,789,994,210,2019,2019
3102165,고등동,경기도,성남시 수정구,846,3748,1242,1028,227,2019,2019
3102166,시흥동,경기도,성남시 수정구,392,1928,1021,7007,718,2019,2019
3102167,복정동,경기도,성남시 수정구,1331,8551,1697,9455,1244,2019,2019
3102168,위례동,경기도,성남시 수정구,9304,28445,7713,9584,2010,2019,2019
3102251,성남동,경기도,성남시 중원구,3751,21864,7787,13009,3309,2019,2019
3102253,금광1동,경기도,성남시 중원구,927,4584,1699,2074,504,2019,2019
3102254,금광2동,경기도,성남시 중원구,3535,15932,5892,5409,1443,2019,2019
3102255,은행1동,경기도,성남시 중원구,1911,6874,2287,543,140,2019,2019
3102256,은행2동,경기도,성남시 중원구,3726,15484,6140,2709,854,2019,2019
3102257,상대원1동,경기도,성남시 중원구,3776,16869,5916,42407,4215,2019,2019
3102258,상대원2동,경기도,성남시 중원구,1697,8887,3835,5931,1131,2019,2019
3102259,상대원3동,경기도,성남시 중원구,1649,8150,3178,1952,771,2019,2019
3102260,하대원동,경기도,성남시 중원구,3420,13489,4579,6205,1163,2019,2019
3102261,도촌동,경기도,성남시 중원구,5782,17071,4896,9120,1129,2019,2019
3102262,중앙동,경기도,성남시 중원구,1901,8683,3870,3203,1195,2019,2019
3102351,분당동,경기도,성남시 분당구,5256,16670,4930,3024,411,2019,2019
3102352,수내3동,경기도,성남시 분당구,3609,8942,1768,2304,529,2019,2019
3102353,수내1동,경기도,성남시 분당구,3580,11510,3033,19868,2680,2019,2019
3102354,수내2동,경기도,성남시 분당구,3199,6095,1540,1925,554,2019,2019
3102355,정자2동,경기도,성남시 분당구,2493,10415,3473,1028,242,2019,2019
3102356,정자3동,경기도,성남시 분당구,3237,9914,2721,4364,384,2019,2019
3102358,서현1동,경기도,성남시 분당구,7040,20334,5218,32737,3806,2019,2019
3102359,서현2동,경기도,성남시 분당구,3862,12092,3093,3232,808,2019,2019
3102360,이매1동,경기도,성남시 분당구,5644,16126,4579,4605,797,2019,2019
3102361,이매2동,경기도,성남시 분당구,2999,8192,2912,2791,452,2019,2019
3102362,야탑1동,경기도,성남시 분당구,2774,11350,3726,23160,2648,2019,2019
3102363,야탑3동,경기도,성남시 분당구,4730,19205,6001,12383,1667,2019,2019
3102364,야탑2동,경기도,성남시 분당구,3149,9957,3996,2858,534,2019,2019
3102367,구미동,경기도,성남시 분당구,5255,19776,6878,20061,1782,2019,2019
3102368,운중동,경기도,성남시 분당구,4575,13002,3728,6677,1033,2019,2019
3102371,금곡동,경기도,성남시 분당구,4507,18121,6462,13145,1817,2019,2019
3102372,구미1동,경기도,성남시 분당구,3244,11665,3195,9234,1641,2019,2019
3102374,삼평동,경기도,성남시 분당구,5997,15247,3643,87620,3068,2019,2019
3102375,판교동,경기도,성남시 분당구,6522,14181,3240,5692,864,2019,2019
3102376,백현동,경기도,성남시 분당구,6523,17567,4179,12686,1519,2019,2019
3102377,정자1동,경기도,성남시 분당구,5470,20581,4981,28251,2709,2019,2019
3102378,정자동,경기도,성남시 분당구,3591,13111,3400,4948,1198,2019,2019
3103052,의정부2동,경기도,의정부시,4337,20975,6881,17907,2918,2019,2019
3103055,호원1동,경기도,의정부시,5487,21390,9643,6693,1291,2019,2019
3103056,장암동,경기도,의정부시,3475,11062,5069,3112,583,2019,2019
3103057,신곡1동,경기도,의정부시,7638,27967,9723,4874,1254,2019,2019
3103058,신곡2동,경기도,의정부시,8432,27211,9030,8893,1660,2019,2019
3103059,송산1동,경기도,의정부시,4897,17585,6542,11545,1615,2019,2019
3103060,자금동,경기도,의정부시,4932,17058,6203,11529,1646,2019,2019
3103064,녹양동,경기도,의정부시,4051,13734,4899,4821,978,2019,2019
3103065,호원2동,경기도,의정부시,6474,20939,8586,5159,1245,2019,2019
3103067,흥선동,경기도,의정부시,2986,11720,5072,4863,1070,2019,2019
3103068,가능동,경기도,의정부시,3754,16365,6460,6277,1548,2019,2019
3103069,의정부1동,경기도,의정부시,2002,13070,5383,19333,5417,2019,2019
3103070,송산2동,경기도,의정부시,19793,49680,11305,5229,1176,2019,2019
3103071,송산3동,경기도,의정부시,0,0,0,9306,1705,2019,2019
3104151,안양1동,경기도,안양시 만안구,2445,9507,2910,7964,2103,2019,2019
3104152,안양2동,경기도,안양시 만안구,2865,13599,5212,6456,1459,2019,2019
3104153,안양3동,경기도,안양시 만안구,2311,10361,4127,4566,999,2019,2019
3104154,안양4동,경기도,안양시 만안구,834,4426,2013,5313,1584,2019,2019
3104155,안양5동,경기도,안양시 만안구,1583,7876,3756,5763,895,2019,2019
3104156,안양6동,경기도,안양시 만안구,2367,12542,4709,9762,1724,2019,2019
3104157,안양7동,경기도,안양시 만안구,3215,10343,2568,13518,1607,2019,2019
