가린지역,테스트행정동수,전체_RMSE,전체_CPC,Test_RMSE,Test_CPC,Test외부_RMSE,Test외부_CPC,내부통행_RMSE,내부통행_CPC,실제Test총량,예측Test총량
동탄,8,236.2907434699196,0.7746724245936978,684.8783483712165,0.5613503372337559,294.28776549387203,0.5420541329897806,29440.197797959645,0.620338717996747,1079406.0,835095.2208077546
위례,3,225.01310125901745,0.7772614452532721,240.7982900316827,0.7241929898836355,165.06353848693462,0.7009424570563734,8356.607648212716,0.824291395112214,346980.40625,345148.55190653657
검단,6,226.3379214987815,0.7764924296454168,299.7058536645547,0.5781635238309925,180.30256703861298,0.5549318846325002,11402.718243936206,0.6757266576616007,433638.5625,508299.21645185235
