dong_code,dong_name,station_count_준고속철도,행정동전체면적_m2,상업업무지역비율_pct,공공시설지역비율_pct,주거지역비율_pct,station_count_고속철도,pop_0_19,pop_20_59,pop_60_plus,worker_count,business_count,아파트비율_퍼센트,station_count_지하철,station_count_일반철도
11160580,화곡3동,0,521866.74,9.16,0.0,77.24,0,2563,12315,6230,4628,1554,54.84,2,0
11160590,화곡4동,0,852063.14,7.19,0.0,46.35,0,2041,11751,5929,4053,1752,10.51,2,0
11160610,화곡6동,0,1037928.57,6.84,13.33,40.84,0,2819,16721,6411,13049,2190,41.61,0,0
11160630,화곡8동,0,593332.24,9.2,0.01,68.55,0,2350,14516,6624,3613,1581,8.3,2,0
11160640,가양1동,0,4970773.28,5.8,0.46,7.72,0,3023,25252,5598,77654,9365,85.29,0,0
11160650,가양2동,0,823888.07,3.43,4.85,24.02,0,815,6515,6128,3368,766,100.0,1,0
11160660,가양3동,0,472634.19,2.27,7.57,46.36,0,1026,7837,5253,7209,1006,100.0,2,0
11160670,발산1동,0,2887716.6,11.58,2.41,15.68,0,7198,20542,7913,35989,6432,76.14,3,0
11160690,공항동,0,10861857.22,0.51,4.81,8.67,0,5075,17823,6563,34783,2480,49.33,12,0
11160700,방화1동,0,1475630.04,3.69,1.48,45.19,0,7404,23936,10659,12672,3289,74.17,9,0
11160710,방화2동,0,6157643.3,1.25,1.98,10.57,0,2252,13265,7181,11494,2292,54.1,10,0
11160720,방화3동,0,2558951.1,2.1,2.95,15.48,0,2420,11828,7744,4612,1042,91.68,0,0
11160730,화곡1동,0,1197765.63,8.73,0.0,69.09,0,4174,33650,12950,10246,3869,32.51,3,0
11160740,우장산동,0,1261608.82,6.35,3.2,58.05,0,8548,25758,9402,7141,2370,72.11,2,0
11170510,신도림동,0,1392811.21,3.83,2.01,28.24,0,6565,21914,7519,17291,3437,95.21,4,0
11170520,구로1동,0,1008908.98,0.0,0.0,28.62,0,3467,12505,4538,2888,1023,98.44,2,0
11170540,구로3동,0,1040133.06,5.69,3.18,30.0,0,2277,15891,5126,90351,9883,74.77,4,0
11170550,구로4동,0,524509.57,5.3,0.0,71.28,0,1481,10727,6445,6628,2347,72.3,3,0
11170560,구로5동,0,1012489.65,17.18,7.78,44.39,0,2923,18850,7348,24272,4204,77.52,3,0
11170610,고척1동,0,1151257.3,13.89,0.0,35.16,0,3506,16085,6793,10524,2934,82.52,2,0
11170620,고척2동,0,1025588.7,1.6,8.99,53.61,0,3307,14473,8023,4489,1990,54.46,1,0
11170640,개봉2동,0,782536.63,0.0,6.02,62.68,0,3680,16319,9731,3818,1495,59.67,3,0
11170650,개봉3동,0,828431.68,0.0,0.0,45.85,0,2153,10904,6520,8404,1216,29.02,2,0
11170670,오류1동,0,727426.37,7.21,0.0,51.16,0,2052,14667,5937,5032,1707,59.88,1,0
11170690,수궁동,0,2661396.05,0.53,3.79,23.63,0,2939,12713,7068,5938,1494,17.77,2,0
11170700,가리봉동,0,411005.81,0.0,0.0,82.63,0,401,5517,2848,3895,1056,4.38,3,0
11170710,구로2동,0,1703383.69,14.89,6.46,42.79,0,1786,12515,8138,29446,8862,26.29,5,0
11170720,개봉1동,0,1320340.53,2.67,0.15,47.34,0,4130,19034,9967,5687,2226,54.92,3,0
11170730,오류2동,0,3061068.07,1.79,2.88,26.91,0,6046,20649,10593,7863,2059,70.55,4,0
11170740,항동,0,1446965.1,0.0,0.0,13.94,0,3939,9531,2865,3866,1123,88.11,2,0
11180510,가산동,0,2512893.57,6.16,0.0,14.37,0,1187,19105,4403,183549,25031,50.3,4,0
11180520,독산1동,0,2061954.43,7.58,8.34,18.35,0,5298,31385,9654,24359,5105,78.67,2,0
11180530,독산2동,0,617183.74,8.34,0.2,63.47,0,1697,10437,5682,3556,1343,4.67,0,0
11180540,독산3동,0,935000.19,12.95,0.0,51.98,0,1840,14330,7423,6229,2320,22.77,0,0
11180550,독산4동,0,591055.03,9.67,8.7,53.17,0,1273,8539,4719,2856,1220,10.86,0,0
11180570,시흥1동,0,1523382.66,13.93,0.15,41.44,0,3415,19055,9650,15999,3850,47.54,1,0
11180580,시흥2동,0,1308902.91,0.0,1.86,25.19,0,3157,10996,6417,2379,823,95.21,0,0
11180590,시흥3동,0,1261411.99,13.63,3.33,21.32,0,1026,5590,3615,8821,3463,11.65,1,0
11180600,시흥4동,0,821722.67,4.24,3.0,45.82,0,2039,10711,6646,1940,905,26.03,0,0
11180610,시흥5동,0,1386994.22,2.23,0.0,31.36,0,1879,9838,6475,3650,1259,25.48,0,0
11190540,여의동,0,8437681.44,7.51,17.75,6.26,0,5270,19159,8921,185171,17285,100.0,12,0
11190550,당산1동,0,745316.88,32.73,6.7,40.14,0,1867,14205,4944,27681,5679,70.62,4,0
11190560,당산2동,0,1581335.82,6.45,10.22,34.95,0,4696,24849,7142,28858,4050,84.1,6,0
11190610,양평1동,0,974928.18,12.67,1.53,26.43,0,2154,12583,3409,24405,2903,78.54,5,0
11190620,양평2동,0,2874643.85,11.06,16.51,11.17,0,2860,15521,4152,22988,3153,63.08,6,0
11190630,신길1동,0,722936.51,9.44,1.99,58.4,0,1594,12561,5167,4321,1342,41.5,7,0
11190650,신길3동,0,520091.89,13.14,0.0,66.75,0,2044,9244,4710,2808,1155,67.08,1,0
11190660,신길4동,0,322606.88,4.45,0.0,77.24,0,1571,7011,3604,1371,545,71.63,1,0
11190670,신길5동,0,494660.84,2.06,7.54,70.71,0,1380,5513,3051,1939,611,53.99,1,0
11190680,신길6동,0,618363.64,6.2,0.0,69.86,0,2026,10840,4856,4565,1465,71.62,4,0
11190690,신길7동,0,647180.43,11.24,11.56,50.6,0,3668,12049,4085,3141,850,91.29,8,0
11190700,대림1동,0,498985.99,7.35,0.0,75.78,0,1441,7767,4523,5072,1257,51.89,3,0
11190710,대림2동,0,572548.83,11.09,0.0,61.75,0,831,7002,3923,4649,1920,38.24,3,0
11190720,대림3동,0,921711.3,13.48,0.0,52.2,0,2129,12431,6999,8768,2685,55.44,4,0
11190730,영등포본동,0,846384.36,2.73,6.6,58.66,1,2251,12350,6191,4961,1571,57.39,3,5
11190740,영등포동,0,1372116.25,38.08,2.82,22.46,1,1911,23525,5121,45833,14591,69.31,6,5
11190750,도림동,0,585894.19,11.32,0.0,60.53,1,1606,11125,4848,3140,1422,39.72,3,5
11190760,문래동,0,1786737.86,18.05,11.13,22.7,1,5831,19534,6749,50398,7117,96.02,7,5
11200520,노량진2동,0,600578.26,21.15,0.0,57.61,0,556,6460,3170,6801,1843,15.46,5,0
11200530,상도1동,0,1482881.14,3.15,0.62,61.59,0,5209,28371,10614,9253,2518,60.42,3,0
11200540,상도2동,0,778668.57,9.86,0.0,78.63,0,4169,16985,6339,5159,1649,75.82,2,0
11200550,상도3동,0,637209.87,6.11,0.0,74.81,0,2285,14928,6717,3441,1368,12.88,3,0
11200560,상도4동,0,939577.66,1.98,0.0,72.27,0,2929,16992,7767,3282,1362,15.94,4,0
11200630,사당1동,0,635182.65,3.36,0.0,75.87,0,1391,15547,5581,10847,2455,11.39,6,0
11200650,사당3동,0,907699.14,3.2,0.0,49.99,0,3300,13717,6678,4734,1304,68.73,4,0
11200660,사당4동,0,436154.87,0.0,0.0,67.91,0,1228,8616,3980,1880,871,23.35,2,0
11200670,사당5동,0,682209.62,0.0,0.0,39.0,0,1743,8829,3577,1930,797,59.49,2,0
11200680,대방동,0,1544928.38,10.28,6.69,42.1,0,5174,22343,8121,12000,2222,61.08,10,0
11200690,신대방1동,0,675291.7,6.88,2.44,57.02,0,3512,13914,5871,4189,1347,71.82,4,0
11200700,신대방2동,0,977393.31,13.63,38.58,32.57,0,3211,13934,4878,17213,1749,62.53,7,0
11200710,흑석동,0,1708333.59,0.0,2.01,53.96,0,4509,18182,7270,10586,1696,83.46,3,0
11200720,노량진1동,0,1613472.12,9.76,3.56,43.75,0,3389,20147,8486,7175,2169,78.08,6,0
11200730,사당2동,0,2763246.32,1.95,1.89,20.14,0,3460,16558,8132,6229,2118,78.39,6,0
11210520,보라매동,0,749893.17,6.64,0.0,64.3,0,2229,15014,6585,7212,1827,22.46,5,0
11210540,청림동,0,297159.82,0.0,0.0,62.31,0,2129,8570,4025,1493,695,82.79,0,0
11210570,행운동,0,718246.43,3.07,0.0,68.28,0,2080,20486,6299,6632,1960,49.39,2,0
11210580,낙성대동,0,2262854.67,2.05,2.46,13.97,0,1294,13159,2825,8617,1832,42.69,2,0
11210610,중앙동,0,384734.5,11.15,0.0,65.24,0,859,10978,3344,5124,1576,28.15,2,0
11210620,인헌동,0,1089095.4,1.33,0.0,40.33,0,2134,17464,5856,4469,1449,18.72,1,0
11210630,남현동,0,3281077.09,1.04,1.5,13.45,0,1420,11976,4291,6669,1453,39.88,3,0
11210640,서원동,0,647542.9,11.55,0.0,61.57,0,1249,16816,4859,8251,1794,18.81,5,0
11210650,신원동,0,544985.89,2.94,0.0,65.32,0,1079,11945,4544,2624,1110,17.11,4,0
11210660,서림동,0,941267.09,3.27,0.0,47.53,0,1538,16476,5335,2893,1233,33.58,3,0
11210680,신사동,0,641041.84,9.63,0.02,63.64,0,1440,15640,5205,4368,1787,6.57,3,0
11210690,신림동,0,541248.63,23.4,3.11,47.84,0,685,19377,2778,5851,2181,30.52,5,0
11210710,난향동,0,821409.89,2.08,0.0,36.14,0,2213,8387,4130,1917,617,78.61,0,0
11210720,조원동,0,666617.47,16.34,2.98,51.13,0,1502,13678,4463,6434,2053,44.74,2,0
11210730,대학동,0,8405319.65,0.36,0.28,5.84,0,1463,18122,4696,16255,2076,49.59,2,0
11210780,은천동,0,776224.67,11.35,0.0,66.33,0,4078,19660,8657,7517,2181,56.91,3,0
11210790,성현동,0,678233.66,0.0,4.99,73.23,0,4165,16281,7821,2976,1180,82.98,1,0
11210800,청룡동,0,1195623.79,12.05,1.9,42.82,0,2502,26674,6607,12886,2594,55.0,6,0
11210810,난곡동,0,972388.64,2.34,0.0,53.34,0,2434,14759,8141,2790,1181,11.66,0,0
11210820,삼성동,0,2604428.79,0.67,0.48,23.69,0,1728,10478,7776,2516,1014,67.27,2,0
11210830,미성동,0,1359451.7,5.38,0.75,43.11,0,3338,17390,8830,5347,1848,41.47,0,0
11220510,서초1동,0,1382707.51,13.68,7.43,41.66,0,2982,12668,4515,38516,5279,67.21,3,0
11220520,서초2동,0,1230944.41,21.6,8.31,33.04,0,4295,15981,4404,76349,8269,92.47,4,0
11220530,서초3동,0,2998620.44,19.52,22.63,20.64,0,4237,20577,7202,93255,11147,63.11,5,0
11220540,서초4동,0,879787.48,21.34,0.63,53.43,0,6586,17588,6110,29297,4180,99.14,7,0
11220550,잠원동,0,1756895.34,3.36,9.21,42.6,0,5122,16422,5268,17138,3235,88.25,7,0
11220560,반포본동,0,972551.61,1.64,12.84,42.58,0,44,137,49,949,229,100.0,4,0
11220570,반포1동,0,992383.8,5.22,0.0,65.66,0,6966,20891,5951,11439,2510,72.77,9,0
11220580,반포2동,0,1396053.87,2.1,9.17,29.16,0,5942,12842,4521,2617,569,100.0,5,0
11220590,반포3동,0,1251728.58,5.5,12.18,33.18,0,5158,13886,4728,7367,1410,99.91,6,0
11220600,반포4동,0,1427164.01,20.13,23.74,35.55,0,3522,10729,4222,28826,4063,61.9,8,0
11220610,방배본동,0,677520.99,7.28,0.09,67.68,0,3931,11863,4620,9270,2240,60.21,3,0
11220620,방배1동,0,689255.66,7.45,14.93,58.18,0,2232,10050,4230,23145,2676,35.19,2,0
11220630,방배2동,0,1904061.32,2.67,4.9,37.44,0,2442,10560,5047,16664,2634,41.25,8,0
11220640,방배3동,0,2375172.0,3.1,1.13,25.63,0,2689,8847,4346,12585,1906,83.33,3,0
11220650,방배4동,0,949542.25,4.88,11.01,62.44,0,3885,13756,5141,13760,3228,47.9,4,0
11220660,양재1동,0,5765451.1,3.9,2.93,11.77,0,7160,24082,10746,49549,5382,74.04,4,0
11220670,양재2동,0,7562389.88,10.96,6.65,4.94,0,2440,14082,4774,51197,7134,12.42,2,0
11220680,내곡동,0,12709085.01,1.52,4.55,4.82,0,2991,9352,4853,10233,1325,87.19,1,0
11230510,신사동,0,2059267.86,6.4,10.34,28.89,0,2347,8997,4098,27934,5847,76.84,4,0
11230520,논현1동,0,1258764.65,11.13,0.0,63.4,0,1369,15495,4176,49670,8020,31.87,8,0
11230530,논현2동,0,1458547.67,24.73,4.74,47.98,0,2080,13911,4416,68183,8291,51.1,7,0
11230580,삼성1동,0,1944660.09,12.41,23.75,20.17,0,1776,7241,3133,71426,7462,70.17,6,0
11230590,삼성2동,0,1242291.61,15.32,21.99,44.08,0,5524,19649,5420,48075,5954,72.92,8,0
11230600,대치1동,0,809835.92,9.69,4.8,47.28,0,6873,13070,3946,7798,1377,99.19,6,0
11230630,대치4동,0,701092.72,31.83,0.0,46.96,0,2807,12811,3020,32608,5484,31.33,3,0
11230640,역삼1동,0,2362171.48,32.99,4.25,40.38,0,2143,26570,5418,171515,19243,29.24,10,0
11230650,역삼2동,0,1135047.65,22.17,1.76,51.58,0,7985,23169,5244,42557,5600,76.7,4,0
11230660,도곡1동,0,1050626.28,9.25,34.53,30.68,0,3805,12242,4519,19183,2286,86.7,3,0
11230670,도곡2동,0,990779.0,8.55,8.44,43.37,0,7205,18218,7226,21716,2793,95.26,5,0
11230680,개포1동,0,1449975.08,1.95,1.03,38.16,0,2228,6320,3338,1116,254,98.72,3,0
11230710,개포4동,0,1665487.9,11.95,7.0,23.99,0,3689,14201,5313,10653,2827,46.27,1,0
11230720,일원본동,0,2354662.64,0.0,6.89,17.25,0,5025,12730,5050,10089,707,94.78,1,0
11230730,일원1동,0,953486.66,5.07,10.1,27.6,0,1575,8215,4768,5804,1234,58.11,1,0
11230740,일원2동,0,1300311.08,1.95,11.64,29.47,0,2624,9388,4820,9337,749,100.0,0,0
11230750,수서동,0,1629429.58,2.08,6.84,15.21,0,1013,6456,6558,17682,1812,99.21,2,0
11230760,세곡동,0,6367874.51,1.18,0.24,6.27,0,8709,26701,10121,9536,2437,92.54,4,0
11230770,압구정동,0,2345094.88,4.5,3.41,41.99,0,4479,14073,7028,38685,5746,90.71,2,0
11230780,청담동,0,2329254.63,10.73,3.42,37.39,0,3864,15262,5503,43007,6336,74.56,4,0
11230790,대치2동,0,1837396.61,15.99,6.36,35.41,0,8923,21347,7965,58795,5599,92.44,7,0
11230800,개포2동,0,2243374.71,1.14,7.31,30.8,0,8770,25034,7880,4240,1294,97.43,8,0
11240510,풍납1동,0,1075311.08,1.26,9.63,30.92,0,1231,6493,4064,2105,724,51.85,3,0
11240520,풍납2동,0,2564595.77,2.26,8.32,18.53,0,3440,14382,5886,16221,1621,74.07,4,0
11240530,거여1동,0,522316.8,4.21,9.18,46.99,0,1339,7002,3686,3457,1081,44.52,2,0
11240540,거여2동,0,509628.67,8.19,0.0,76.87,0,3522,13578,6461,4829,1257,89.14,2,0
11240550,마천1동,0,575267.44,0.0,0.0,60.67,0,2021,9699,6262,2867,1167,44.6,1,0
11240560,마천2동,0,890702.3,4.43,0.0,41.0,0,1633,9590,6361,4307,1411,25.26,1,0
11240570,방이1동,0,609269.2,17.3,6.5,45.36,0,2338,9168,3618,7796,1771,43.14,5,0
11240580,방이2동,0,769853.37,33.64,1.37,47.14,0,2027,18675,5538,22550,4894,16.55,4,0
11240590,오륜동,0,3085137.89,0.72,0.0,11.12,0,3619,9576,4601,5009,780,100.0,7,0
11240600,오금동,0,1648894.59,11.13,1.42,35.57,0,5217,21655,10541,18895,3230,55.63,5,0
11240610,송파1동,0,686936.38,15.78,0.0,67.04,0,2097,15935,5334,13205,2926,14.47,5,0
11240620,송파2동,0,631032.88,3.7,0.0,46.32,0,2983,10881,4684,3904,1186,69.79,7,0
11240630,석촌동,0,946929.69,26.14,6.82,44.93,0,2813,20809,7144,14722,3546,9.21,4,0
11240640,삼전동,0,953353.62,7.39,1.36,54.95,0,2820,19893,6362,10704,2555,3.96,2,0
11240650,가락본동,0,1014754.65,23.75,4.02,31.06,0,2967,15709,6511,27038,4737,58.59,8,0
11240660,가락1동,0,1393250.31,34.0,1.17,29.13,0,5719,15857,5892,12851,3808,100.0,3,0
11240670,가락2동,0,932326.39,9.06,8.54,55.08,0,5255,18817,7139,11767,3166,61.24,5,0
11240680,문정1동,0,612556.07,11.94,0.0,56.59,0,2439,11969,5113,7514,1783,50.47,5,0
11240690,문정2동,0,2242068.76,2.62,1.59,15.04,0,2902,19918,5969,97117,11426,100.0,6,0
11240710,잠실본동,0,1029013.59,20.68,1.56,44.58,0,2449,19326,5975,22363,4282,17.5,3,0
11240750,잠실4동,0,780216.16,0.0,0.03,63.2,0,4931,11834,4444,1645,582,100.0,5,0
11240770,잠실6동,0,1508025.59,7.28,11.84,15.3,0,2947,9127,4432,63129,3034,100.0,7,0
11240780,잠실7동,0,723498.1,0.0,19.26,34.08,0,1435,4931,3053,1213,339,100.0,2,0
11240790,잠실2동,0,2686893.95,0.0,27.73,17.12,0,9111,20260,5533,3929,1188,100.0,2,0
11240800,잠실3동,0,1542667.75,10.69,2.51,36.25,0,6580,18570,8662,8305,1842,100.0,6,0
11240810,장지동,0,1278375.5,14.8,0.0,31.97,0,4332,16948,7221,10313,1654,78.18,4,0
11240820,위례동,0,2640695.0,0.46,0.0,2.64,0,12600,26303,6008,6902,1648,99.37,5,0
11250530,명일1동,0,634952.36,8.42,0.0,73.86,0,4367,14515,6396,7309,2558,81.9,3,0
11250540,명일2동,0,914343.46,7.73,0.0,40.32,0,3313,9526,4197,5589,1474,90.0,3,0
11250550,고덕1동,0,1518519.7,3.33,0.0,31.03,0,6081,13144,4760,2811,999,87.16,2,0
11250560,고덕2동,0,2475353.8,1.38,7.97,17.24,0,4758,13124,4891,5860,1320,82.98,3,0
11250580,암사2동,0,2174364.73,1.62,0.0,10.49,0,2127,8986,3761,3514,1052,78.54,1,0
11250590,암사3동,0,1799397.05,0.93,0.0,17.27,0,3442,9535,4195,2782,1210,85.25,1,0
11250610,천호1동,0,669009.18,4.03,0.0,73.06,0,2646,15157,8168,5465,2066,31.85,3,0
11250630,천호3동,0,561881.09,13.48,0.0,74.4,0,2198,16672,7184,9135,2299,55.65,5,0
11250650,성내1동,0,663685.94,17.99,2.63,49.91,0,2900,11664,4827,19343,2788,49.81,2,0
11250660,성내2동,0,625157.32,1.91,0.0,79.28,0,1878,14862,6765,6560,2361,38.88,5,0
11250670,성내3동,0,647366.91,21.04,0.0,54.69,0,2471,13741,6225,9030,2951,40.58,4,0
11250700,둔촌1동,0,912192.44,4.16,0.0,53.0,0,5,34,13,205,22,0.0,3,0
11250710,둔촌2동,0,1550480.18,3.79,2.7,33.03,0,3369,14256,6672,9432,1830,61.34,3,0
11250720,암사1동,0,735491.49,3.11,0.0,76.52,0,4032,20083,9614,6285,2332,26.89,2,0
11250730,천호2동,0,1850883.41,9.57,0.0,32.19,0,3076,20476,9234,14701,4229,34.94,3,0
11250740,길동,0,1631642.7,13.92,0.3,42.19,0,4622,27129,12924,19527,5177,63.79,3,0
11250750,강일동,0,2272204.27,0.0,0.03,12.15,0,6789,18514,8796,4894,1330,99.77,2,0
11250760,상일1동,0,1804074.54,5.24,0.0,42.41,0,9335,22059,7923,7003,1638,87.88,3,0
11250770,상일2동,0,1116420.44,5.01,0.0,2.36,0,2344,6733,2659,17923,468,98.73,2,0
23010520,연안동,0,5702041.92,0.0,0.82,0.0,0,422,2674,2337,12289,2357,93.83,0,0
23010530,신포동,0,1589150.25,8.43,3.63,6.66,0,510,2401,1750,10357,1858,38.82,4,0
23010540,신흥동,0,3540442.82,12.31,0.36,5.93,0,1901,7967,4242,14790,2369,73.39,1,0
23010560,도원동,0,232955.67,7.25,17.79,48.82,0,289,1730,1650,952,338,10.17,2,0
23010570,율목동,0,183031.1,8.93,14.84,52.8,0,198,1448,1305,856,218,0.0,2,0
23010580,동인천동,0,626315.51,26.57,0.0,35.34,0,375,2634,2373,3822,1395,14.32,4,0
23010630,용유동,0,39144255.64,0.0,0.0,0.0,0,148,1511,1958,2774,982,0.0,4,0
23010640,운서동,0,52833221.33,0.0,0.0,0.0,0,5014,26575,5031,54243,3786,79.07,12,0
23010650,영종동,0,36096066.13,0.0,0.0,0.0,0,3301,14328,5295,4991,1949,56.03,1,0
23010660,영종1동,0,5666940.43,0.0,0.0,0.0,0,13868,32264,6528,7659,3298,99.69,0,0
23010670,개항동,0,2875179.71,0.0,0.0,2.01,0,546,3564,2821,4042,865,24.14,2,0
23020510,만석동,0,1134326.29,0.0,0.0,8.04,0,806,3345,2277,3267,653,59.02,0,0
23020520,화수1·화평동,0,286959.76,1.78,0.0,78.38,0,570,2660,2347,1215,436,33.41,1,0
23020530,화수2동,0,593046.36,0.0,0.0,29.93,0,672,3357,3039,3832,331,69.03,1,0
23020550,송현1·2동,0,333430.46,0.0,0.0,85.87,0,1374,5364,3134,1690,785,89.97,1,0
23020570,송현3동,0,2236368.64,2.98,0.75,8.27,0,200,1391,1302,7186,1663,98.42,0,0
23020580,송림1동,0,196248.51,0.0,0.0,83.2,0,916,4083,1494,794,190,98.8,1,0
23020590,송림2동,0,198269.3,2.34,0.0,77.68,0,84,584,759,1661,305,7.88,0,0
23020600,송림3·5동,0,520068.26,5.37,0.0,50.08,0,755,3035,1830,1711,382,75.15,1,0
23020610,송림4동,0,799912.22,0.57,12.37,21.02,0,1018,3703,1333,7589,3300,92.49,0,0
23020630,송림6동,0,558669.25,7.17,0.0,31.25,0,909,2950,1917,4314,874,69.69,0,0
23020640,금창동,0,289380.6,0.0,0.0,68.69,0,179,999,1096,1583,425,0.0,2,0
23040510,옥련1동,0,2168209.69,9.35,3.25,24.96,0,2574,10126,5146,6831,2451,65.47,0,0
23040520,선학동,0,2436102.63,2.46,0.0,20.19,0,2010,10180,5675,3789,1194,81.11,4,0
23040530,연수1동,0,1638933.05,2.53,0.0,40.54,0,1783,10670,4929,4128,1800,75.39,2,0
23040540,연수2동,0,971087.79,11.71,1.17,32.25,0,2511,11930,5428,10438,2023,94.72,6,0
23040550,연수3동,0,864323.77,2.63,7.77,43.75,0,1720,8391,5049,2718,476,100.0,6,0
23040560,청학동,0,2389609.79,5.84,0.87,27.87,0,2379,13209,7561,7416,2048,54.2,2,0
23040570,동춘1동,0,3822861.77,23.83,2.62,18.75,0,4486,14498,5339,4682,1436,96.35,2,0
23040580,동춘2동,0,1280097.15,3.38,4.03,40.61,0,2728,10462,4201,4624,1222,100.0,2,0
23040590,동춘3동,0,707819.84,0.0,3.06,54.49,0,3767,10229,3924,4628,905,100.0,1,0
23040600,옥련2동,0,1994192.01,0.65,1.09,26.06,0,3093,11102,5042,3571,1262,82.61,0,0
23040640,송도1동,0,5839624.81,0.0,0.0,0.0,0,7937,23486,6420,37096,4312,100.0,4,0
23040650,송도3동,0,22065947.16,0.0,0.0,0.0,0,12085,30874,5599,36076,5890,100.0,2,0
23040660,송도2동,0,3605251.25,0.0,0.0,0.0,0,10730,21702,4244,13970,3932,100.0,4,0
23040680,송도4동,0,6961280.55,0.0,0.0,0.0,0,8915,20589,3509,11017,2640,99.94,4,0
23040690,송도5동,0,6446776.38,0.0,0.0,0.0,0,11724,29426,5034,3943,1601,100.0,1,0
23050510,구월1동,0,1678314.71,9.15,1.09,17.38,0,5327,18571,7313,16141,3742,68.75,2,0
23050520,구월2동,0,814586.2,6.04,0.41,65.88,0,7343,20479,7829,4678,1334,84.83,0,0
23050530,구월3동,0,1838440.44,28.72,9.23,24.94,0,2800,20484,5605,37329,6312,40.23,6,0
23050540,구월4동,0,1042121.75,10.89,0.0,26.1,0,1154,7693,4659,5322,1860,8.65,1,0
23050550,간석1동,0,947035.27,6.56,1.47,53.48,0,1822,9907,5167,6065,1831,61.41,5,0
23050560,간석2동,0,594944.72,12.43,0.0,69.01,0,3142,11821,5835,4747,1554,73.23,0,0
23050570,간석3동,0,1650693.51,4.19,0.63,29.75,0,2946,15152,7793,8331,2644,41.46,4,0
23050580,간석4동,0,1065724.93,16.1,0.0,44.18,0,3551,16823,7845,7474,2245,63.47,4,0
23050590,만수1동,0,756880.16,8.97,0.88,38.26,0,1468,8800,5678,7327,1404,61.57,2,0
23050600,만수2동,0,852403.03,2.61,0.0,54.92,0,3474,13121,6383,3450,1508,79.94,1,0
23050610,만수3동,0,1268216.69,0.14,1.29,22.27,0,2439,9472,4665,2011,907,49.87,0,0
23050620,만수4동,0,968781.18,0.0,0.0,52.97,0,2550,10836,5897,1701,655,91.33,2,0
23050630,만수5동,0,544223.95,10.67,0.0,65.88,0,1311,8009,5261,4056,1539,23.97,2,0
23050640,만수6동,0,1722080.55,4.86,3.06,25.22,0,2829,12652,7214,8863,2032,89.02,2,0
23050670,남촌도림동,0,9849260.79,0.34,0.75,6.26,0,2507,11372,6191,19596,3241,48.94,3,0
23050720,논현1동,0,3817406.29,1.35,0.0,9.03,0,5529,18305,6988,7435,2762,92.45,2,0
23050730,논현2동,0,3264669.77,0.71,3.12,17.98,0,4638,18931,7844,22643,4264,96.69,6,0
23050740,논현고잔동,0,10981448.56,0.74,0.43,2.46,0,8876,24104,7008,66665,9579,94.28,8,0
23050750,장수서창동,0,11435113.25,0.26,3.8,8.12,0,3203,10336,5439,5349,1468,63.21,3,0
23050760,서창2동,0,2513830.01,0.0,0.0,1.3,0,8820,21759,7445,7149,2060,98.72,0,0
23060510,부평1동,0,1096717.86,12.36,0.0,50.32,0,4134,21882,9025,15012,4446,83.03,6,0
23060520,부평2동,0,2342372.04,1.16,1.4,18.28,0,1724,8603,4318,1868,767,15.84,5,0
23060530,부평3동,0,975771.57,1.92,1.51,42.4,0,1788,8670,4521,3537,1184,43.61,3,0
23060540,부평4동,0,1053722.45,18.85,0.0,51.46,0,3990,21971,8555,20261,4458,45.2,6,0
23060550,부평5동,0,809166.4,16.81,0.0,55.51,0,4843,21592,7091,12255,3770,55.38,3,0
23060560,부평6동,0,706141.51,0.82,0.0,60.85,0,1755,8765,4192,5430,1221,51.52,3,0
23060570,산곡1동,0,2298105.96,0.01,0.0,25.6,0,2276,8938,3577,2216,606,91.99,1,0
23060580,산곡2동,0,813645.53,1.04,0.0,52.2,0,5401,16917,7286,4413,1469,91.43,1,0
23060590,산곡3동,0,1639545.0,0.63,0.0,36.43,0,2540,10829,7217,2573,1062,73.66,1,0
23060600,산곡4동,0,691874.52,6.66,0.0,39.49,0,2422,9573,4650,2354,948,94.12,0,0
23060610,청천1동,0,2087001.79,5.67,0.0,27.9,0,2993,10829,3333,6127,1567,57.19,1,0
23060620,청천2동,0,2819957.74,3.26,0.0,20.23,0,4869,19889,8695,33854,4465,73.01,4,0
23060630,갈산1동,0,1101058.95,0.8,0.0,41.39,0,1660,9333,4397,9002,2414,40.73,3,0
23060640,갈산2동,0,674153.88,5.22,2.51,49.59,0,2071,9722,5843,2813,1185,96.03,4,0
23060650,삼산1동,0,1969354.13,6.34,0.0,31.5,0,4960,19194,8522,5536,2041,85.75,0,0
23060660,부개1동,0,928527.18,0.0,0.0,52.41,0,1648,8627,5573,3771,1321,35.01,1,0
23060670,부개2동,0,722726.45,1.59,0.0,53.81,0,2775,11326,5010,3402,1250,67.12,1,0
23060680,부개3동,0,870382.5,0.0,0.0,66.66,0,3884,17465,7265,4417,1682,91.69,2,0
23060690,일신동,0,4330297.02,2.62,2.23,10.58,0,1647,6458,3634,6281,1313,59.99,2,0
23060700,십정1동,0,1741062.94,13.04,0.0,29.27,0,3340,15366,5840,6628,1539,78.26,3,0
23060710,십정2동,0,1090707.91,5.92,0.42,57.61,0,2059,11968,7201,5855,2275,31.46,5,0
23060720,삼산2동,0,1352571.68,0.0,0.0,4.28,0,5434,16572,5691,10976,2530,98.61,2,0
