dong_code,dong_name,station_count_준고속철도,행정동전체면적_m2,상업업무지역비율_pct,공공시설지역비율_pct,주거지역비율_pct,station_count_고속철도,pop_0_19,pop_20_59,pop_60_plus,worker_count,business_count,아파트비율_퍼센트,station_count_지하철,station_count_일반철도,worker_density,business_density,station_density_지하철,기타지역비율_pct
11100540,쌍문4동,0,554876.65,0.0,0.0,52.74,0,2733,10152,5174,1992,796,88.59,1,0,0.003589987071836777,0.001434553066858471,1.8022023452995869e-06,47.26
11100550,방학1동,0,1040874.09,6.22,0.0,43.81,0,3236,15430,9089,13212,2545,54.32,1,0,0.012693177903845285,0.0024450603818714995,9.607309948414537e-07,49.97
11100560,방학2동,0,1092832.29,0.0,0.0,47.54,0,1901,9974,6670,3233,1292,4.49,1,0,0.0029583679303348694,0.001182249107947,9.150534891230651e-07,52.46
11100570,방학3동,0,1951057.98,0.97,0.0,28.04,0,4026,13778,8278,2995,1125,95.51,2,0,0.001535064580697212,0.000576610234819487,1.0250848619013102e-06,70.99000000000001
11100590,창1동,0,1122189.71,3.58,2.38,43.08,0,3064,13906,7072,3287,1383,80.91,4,0,0.0029290947606093348,0.001232411942173018,3.5644597025973044e-06,50.96
11100600,창2동,0,654452.82,4.21,0.0,62.36,0,3397,16574,8212,4298,1667,33.77,1,0,0.006567318328514999,0.0025471660431909036,1.5279940271091204e-06,33.43000000000001
11100610,창3동,0,655496.18,0.0,0.0,54.04,0,1413,7335,4445,2107,1028,28.69,0,0,0.003214358930311167,0.0015682776366207308,0.0,45.96
11100620,창4동,0,1140194.42,11.18,8.24,36.19,0,3711,15405,7057,8554,1779,99.16,3,0,0.007502229312721051,0.001560260222975304,2.6311302242416594e-06,44.39
11100630,창5동,0,701487.72,10.62,0.0,49.21,0,2882,14012,6987,7116,1847,79.97,3,0,0.01014415476852333,0.002632975528030156,4.276625113205452e-06,40.17
11100640,도봉1동,0,8451608.1,0.96,0.39,8.83,0,1629,10215,8202,7132,1767,15.78,4,0,0.0008438630750036269,0.00020907263790401133,4.732827117238514e-07,89.82
11100650,도봉2동,0,1119049.45,4.22,9.12,41.17,0,2821,13636,9527,7747,1681,90.28,5,0,0.006922839736823758,0.0015021677549503986,4.468077795807253e-06,45.489999999999995
11110510,월계1동,0,1141604.81,5.49,0.0,42.88,0,2382,12130,6039,6394,1588,61.21,6,0,0.005600887403359829,0.001391024272213858,5.255759214913821e-06,51.629999999999995
11110520,월계2동,0,2004817.61,2.61,0.0,27.84,0,3246,13638,8607,3696,988,94.61,2,0,0.0018435592253110567,0.0004928129097963538,9.97596983393429e-07,69.55
11110530,월계3동,0,1134176.52,0.0,0.01,44.06,0,3605,16109,9004,4438,1148,99.35,9,0,0.00391297114840719,0.001012188120408169,7.935272720969966e-06,55.93
11110560,공릉2동,0,6983547.66,1.78,20.16,10.98,0,7058,25309,9099,12302,2402,84.94,4,0,0.0017615688470840026,0.0003439512575756604,5.727747836397343e-07,67.08
11110580,하계1동,0,1527085.8,3.51,4.17,31.81,0,3724,15333,7083,8724,1468,88.61,1,0,0.00571284206816858,0.0009613081334332274,6.548420527474301e-07,60.510000000000005
11110590,하계2동,0,500031.86,0.0,0.0,61.1,0,3682,12345,5283,1545,719,100.0,2,0,0.003089803117683545,0.0014379083764494945,3.9997451361599286e-06,38.9
11110600,중계본동,0,2183269.89,1.33,0.76,29.37,0,5337,13457,4272,6001,1547,81.99,0,0,0.002748629488025648,0.000708570207961286,0.0,68.53999999999999
11110610,중계1동,0,623460.83,8.02,2.34,55.69,0,6898,15285,4143,4220,1273,99.93,0,0,0.006768669011543699,0.0020418283534822577,0.0,33.95
11110640,중계4동,0,1519296.26,4.12,0.0,16.81,0,2801,10573,5745,4143,1279,94.99,1,0,0.0027269204229942163,0.000841837127928941,6.581994745339648e-07,79.07
11110650,상계1동,0,5402703.05,0.71,0.5,13.81,0,4727,20735,11382,9184,2603,80.94,3,0,0.0016998898356967817,0.00048179586697721287,5.552776031239487e-07,84.98
11110660,상계2동,0,623135.79,22.89,0.0,55.96,0,2262,11292,5548,10794,3198,64.89,3,0,0.01732206715301456,0.005132107722377299,4.814359964706659e-06,21.150000000000006
11110690,상계5동,0,906905.94,3.04,0.1,45.94,0,2537,12852,7623,5867,2527,55.68,3,0,0.006469248619030225,0.0027863970104464596,3.3079505466321245e-06,50.92
11110720,상계8동,0,666359.13,1.96,4.82,57.38,0,3642,13791,4410,2054,733,100.0,2,0,0.0030824219366052297,0.0011000074389151088,3.001384553656504e-06,35.84
11110730,상계9동,0,719457.06,2.73,0.18,48.84,0,2761,11547,5357,2626,841,100.0,1,0,0.0036499746071898998,0.00116893703147247,1.3899370172086443e-06,48.25
11110740,상계10동,0,809227.78,13.31,2.52,35.19,0,2697,11122,4366,2382,665,100.0,3,0,0.002943546994853,0.0008217710963800357,3.7072380287821156e-06,48.980000000000004
11110760,상계3·4동,0,5211971.8,2.02,0.0,14.25,0,3585,14837,9069,5383,1713,63.24,3,0,0.0010328144906673656,0.0003286663983862525,5.755978955976401e-07,83.73
11110770,상계6·7동,0,1450319.22,8.13,12.37,36.24,0,4529,19015,7856,15738,2525,100.0,5,0,0.010851404148040929,0.001740996027055747,3.447516885258905e-06,43.26
11110780,중계2·3동,0,919098.32,4.26,3.58,48.51,0,4195,17844,10461,5458,1758,99.58,3,0,0.005938428872267568,0.0019127442208586266,3.2640686362775197e-06,43.650000000000006
11110790,공릉1동,0,1263281.38,13.16,1.07,45.63,0,3929,21951,10104,13451,3539,67.48,6,0,0.010647667426154516,0.00280143446741215,4.749535689311359e-06,40.14
11120510,녹번동,0,1794244.69,1.23,5.4,44.01,0,4215,21361,10535,10719,2606,40.8,4,0,0.005974101559102432,0.0014524217429817089,2.2293503345843573e-06,49.36
11120520,불광1동,0,3124978.64,0.76,2.21,29.38,0,4221,21613,11605,6853,2257,55.51,5,0,0.00219297498941563,0.00072224493668628,1.6000109363896322e-06,67.65
11120550,갈현1동,0,961087.28,7.23,0.0,58.06,0,1417,8626,4439,4635,1574,19.98,2,0,0.004822662932290367,0.0016377284693473654,2.080976454062726e-06,34.709999999999994
11120560,갈현2동,0,985181.66,5.47,0.84,58.05,0,3291,16408,7742,6370,2117,16.3,3,0,0.00646581260956009,0.00214884227542209,3.0451236779717853e-06,35.64
11120570,구산동,0,1389798.06,2.71,0.14,49.42,0,3817,18214,9422,6221,1733,27.3,1,0,0.004476189871753913,0.0012469437466242617,7.195289940128458e-07,47.73
11120580,대조동,0,851706.63,8.23,0.0,72.23,0,2348,17650,7371,7897,3175,32.57,6,0,0.009271971969863943,0.00372780942184602,7.044679222386179e-06,19.539999999999992
11120590,응암1동,0,1109881.13,5.68,3.54,49.97,0,4868,19951,7839,8179,2515,58.12,3,0,0.00736925764286695,0.002266008432792564,2.702992166352959e-06,40.81
11120600,응암2동,0,755259.48,0.0,2.11,74.89,0,5323,16139,5882,2969,1257,81.77,2,0,0.0039310992825415305,0.001664328662227923,2.648096519057952e-06,23.0
11120650,신사1동,0,808326.97,0.0,0.0,67.8,0,2997,15674,7801,5376,1735,31.87,2,0,0.006650774005392265,0.0021464086494337015,2.4742462817679557e-06,32.2
11120660,신사2동,0,1046239.37,0.0,0.0,57.53,0,2189,10978,5767,3442,1146,37.29,1,0,0.0032898781088376568,0.001095351630658906,9.558042152346476e-07,42.47
11120670,증산동,0,807742.44,3.3,0.0,60.54,0,2404,10657,5197,4121,1234,56.01,6,0,0.005101873810108308,0.0015277147007215853,7.428110376279993e-06,36.160000000000004
11120680,수색동,0,1289959.17,6.68,0.0,38.83,0,3210,12695,4536,2820,755,90.07,4,0,0.0021861157047150096,0.0005852898429290185,3.1008733400212903e-06,54.49
11120710,진관동,0,11565506.04,1.02,0.52,13.54,0,10417,31126,12839,13796,3028,96.92,2,0,0.0011928574462953694,0.0002618130144521875,1.7292801482971435e-07,84.92
11120720,불광2동,0,1396112.11,1.24,0.86,49.71,0,2246,15607,8885,4616,1734,10.49,3,0,0.0033063247334534874,0.0012420205996118603,2.1488245668025265e-06,48.19
11120730,응암3동,0,752785.25,4.28,0.0,72.52,0,1975,13444,8025,5664,2203,14.83,3,0,0.007524058155927949,0.0029264654162269193,3.9852002944533625e-06,23.200000000000003
11120740,역촌동,0,1157561.37,2.63,1.0,78.51,0,4875,26083,12846,8363,3172,12.82,3,0,0.007224670947621336,0.0027402434827041586,2.5916552484591664e-06,17.86
11130520,천연동,0,982832.72,2.67,12.24,35.11,0,2274,9566,4746,3110,1068,85.34,2,0,0.003164322815756843,0.0010866549090766265,2.0349342866603493e-06,49.980000000000004
11130620,홍제1동,0,1235652.51,0.0,0.0,45.28,0,3208,14494,7000,4828,1478,65.87,2,0,0.003907247353838117,0.0011961291609305586,1.6185780256164526e-06,54.72
11130640,홍제3동,0,1192527.84,0.87,0.0,41.37,0,2105,10072,5513,4003,1415,59.17,1,0,0.0033567350511216846,0.0011865551080032935,8.385548466454371e-07,57.760000000000005
11130650,홍제2동,0,699989.18,0.0,0.0,37.2,0,1524,7519,4140,1994,760,82.34,2,0,0.0028486154599868443,0.0010857310679989976,2.857187021049994e-06,62.8
11130660,홍은1동,0,1615166.85,1.37,0.0,36.68,0,2754,12700,6722,2738,1227,72.92,2,0,0.001695180903436105,0.0007596738380263334,1.2382621646721001e-06,61.95
11130680,홍은2동,0,2075118.74,2.81,2.15,36.46,0,3667,16974,7883,6424,1941,35.24,2,0,0.003095726464293336,0.0009353681611446709,9.638002690826077e-07,58.58
11130690,남가좌1동,0,475544.18,7.54,0.0,69.69,0,3809,9586,3299,2825,926,97.58,1,0,0.005940562662212782,0.0019472428407819595,2.102854039721339e-06,22.769999999999996
11130700,남가좌2동,0,783810.91,1.7,0.0,75.95,0,4682,17371,7028,5530,1785,67.39,0,0,0.007055273063154285,0.0022773349760814464,0.0,22.349999999999994
11130710,북가좌1동,0,577988.94,2.31,0.0,71.41,0,3067,9973,4528,3269,877,79.09,4,0,0.005655817566238278,0.0015173300720682074,6.9205476491138315e-06,26.28
11130720,북가좌2동,0,824857.15,2.53,0.0,78.31,0,3322,17908,9444,4951,2042,18.77,2,0,0.0060022514200670715,0.002475580165578057,2.424662258156765e-06,19.159999999999997
11130730,충현동,0,1116019.72,16.62,1.73,47.94,0,2308,12313,5061,23250,2540,48.4,5,0,0.020832965209424497,0.0022759454465349775,4.480207571919247e-06,33.71000000000001
11130740,북아현동,0,458952.09,8.9,0.0,63.99,0,2248,9743,3450,2760,1017,79.37,5,0,0.00601369959975531,0.0022159175699098367,1.0894383332890054e-05,27.11
11130750,신촌동,0,2720327.74,5.94,0.0,20.73,0,1345,15940,2955,36521,4969,28.93,7,0,0.013425220594877933,0.0018266181412323992,2.5732193577433676e-06,73.33
11130760,연희동,0,2929301.07,2.7,0.18,46.57,0,3333,22326,8331,12974,3139,29.98,4,0,0.004429042863783103,0.0010715866771554773,1.3655134465186075e-06,50.55
11140590,용강동,0,790614.56,12.49,2.23,45.9,0,4036,12837,4373,18811,3282,83.56,6,0,0.023792883348571357,0.004151201060550273,7.589033017459367e-06,39.38
11140600,대흥동,0,848212.58,6.63,0.0,40.46,0,1412,10124,2875,9443,1910,57.2,5,0,0.011132822387388634,0.0022517940018968855,5.894748696065145e-06,52.91
11140610,염리동,0,501840.02,5.58,2.52,65.88,0,2971,10779,3091,5196,1025,72.82,9,0,0.01035389724377992,0.002042483578690227,1.793400215435321e-05,26.02000000000001
11140630,신수동,0,797892.61,0.0,2.76,64.74,0,3232,13945,4915,6817,2068,69.9,4,0,0.008543756283084966,0.002591827489133007,5.0132059751121996e-06,32.5
11140660,서교동,0,1679006.65,12.82,0.0,62.66,0,1637,17804,4620,65165,12668,29.96,9,0,0.03881163901263398,0.007544937359196612,5.360312301292194e-06,24.52000000000001
11140680,합정동,0,1712417.12,1.43,7.57,29.05,0,1359,11255,3724,14003,3760,17.75,4,0,0.008177330065421342,0.002195726704705009,2.3358794730904355e-06,61.95
11140690,망원1동,0,1101022.99,1.14,6.84,37.17,0,1832,12535,4792,6576,2715,21.63,1,0,0.005972627329008156,0.0024658885642118524,9.082462483284908e-07,54.85
11140700,망원2동,0,676421.76,4.52,2.98,49.34,0,2215,11184,4523,4873,1851,42.84,2,0,0.0072040852144200085,0.0027364583894708464,2.9567351588015632e-06,43.16
11140710,연남동,0,647450.36,1.53,0.0,74.4,0,1136,9860,3231,9158,3042,15.54,4,0,0.014144713735055384,0.004698429698846744,6.1780798143941405e-06,24.069999999999993
11140720,성산1동,0,859268.41,10.3,2.24,48.29,0,1967,12229,4370,13021,2510,10.37,3,0,0.015153588620636553,0.0029210895812762268,3.4913421290154103e-06,39.17
11140730,성산2동,0,1978756.33,6.7,10.74,37.16,0,4754,24915,9029,12736,3261,75.67,6,0,0.006436366017808588,0.0016480048354329305,3.0322076088922366e-06,45.400000000000006
11140740,상암동,0,8402553.65,0.0,1.27,7.32,0,5608,17893,6160,48844,3648,90.72,5,0,0.005812994719759018,0.0004341537289673429,5.950571943083099e-07,91.41
11140750,도화동,0,625028.52,8.37,0.7,66.65,0,2723,12367,5550,20594,2893,83.36,5,0,0.032948896475428854,0.004628588788162361,7.999634960529487e-06,24.28
11140760,서강동,0,1478601.04,1.16,2.83,43.71,0,3263,16280,5029,10953,2581,70.13,7,0,0.007407677732950819,0.001745568906121251,4.734204704706996e-06,52.3
11140770,공덕동,0,1019224.92,3.7,1.34,72.55,0,4001,23384,9096,20775,3352,63.75,8,0,0.02038313584384904,0.003288773590786136,7.849101648654263e-06,22.409999999999997
11140780,아현동,0,744347.78,5.76,3.88,66.38,0,4957,18284,5541,14420,2322,96.64,9,0,0.019372664750617344,0.003119509538899686,1.2091122243797233e-05,23.980000000000004
11150510,목1동,0,1433134.56,15.16,19.42,24.15,0,7465,17363,5445,22047,3688,95.24,3,0,0.015383761312577767,0.0025733801297585525,2.093313554575829e-06,41.27
11150520,목2동,0,1021372.28,2.61,17.59,60.49,0,3551,18391,6930,5053,1886,27.35,2,0,0.0049472656531764575,0.0018465353298814167,1.9581498726208023e-06,19.310000000000002
11150530,목3동,0,531858.84,8.89,0.0,72.76,0,2381,13250,5593,4993,1798,30.91,2,0,0.009387829296785069,0.003380596249873734,3.7603962734969233e-06,18.349999999999994
11150540,목4동,0,577502.78,8.94,0.0,69.08,0,3984,15199,5275,4587,1895,37.65,1,0,0.007942818907158459,0.003281369485298731,1.7315933959360059e-06,21.980000000000004
11150570,신월1동,0,622409.85,16.25,0.0,58.53,0,1841,10919,6672,4824,1865,21.49,0,0,0.007750520014942718,0.002996417874765375,0.0,25.22
11150580,신월2동,0,606821.39,15.6,0.0,56.18,0,2991,11662,6120,4424,1286,55.23,4,0,0.007290448347457059,0.0021192397321043803,6.591725449780343e-06,28.22
11150590,신월3동,0,918054.67,5.04,2.54,39.2,0,1565,8011,4710,5029,1183,25.16,0,0,0.005477887280879712,0.0012885942838100416,0.0,53.22
11150600,신월4동,0,469881.05,7.47,0.0,61.06,0,2650,9602,5192,3339,1225,55.56,0,0,0.007106053755368384,0.002607042782367856,0.0,31.47
11150610,신월5동,0,638313.02,12.34,0.0,43.92,0,1823,8154,4010,3740,1112,30.91,0,0,0.005859194286748856,0.0017420919911403016,0.0,43.739999999999995
11150620,신월6동,0,444293.67,6.92,0.0,50.29,0,2650,8066,3156,2854,994,86.89,0,0,0.0064236791848413305,0.0022372589732769037,0.0,42.79
11150630,신월7동,0,1230648.01,6.48,2.02,32.13,0,1856,10315,6493,5395,1338,39.71,0,0,0.004383869275469077,0.0010872320835176319,0.0,59.37
11150640,신정1동,0,747580.56,10.68,3.96,62.2,0,4413,11056,4248,5868,1503,89.97,3,0,0.007849321282406684,0.0020104856658925093,4.012945440903212e-06,23.159999999999997
11150650,신정2동,0,525907.74,17.33,8.62,43.16,0,3950,10557,4267,4036,1456,87.37,2,0,0.007674349877267935,0.002768546437389027,3.802948403006905e-06,30.890000000000015
11150660,신정3동,0,2756581.47,6.22,0.82,20.26,0,8456,28788,12317,8930,2582,89.65,1,0,0.0032395197084335056,0.0009366674005795422,3.627681644382425e-07,72.7
11150690,신정6동,0,940900.23,7.34,5.1,53.18,0,5301,13802,4858,6671,995,100.0,4,0,0.007090018460224098,0.0010574978815654293,4.2512477650871525e-06,34.379999999999995
11150700,신정7동,0,1234150.66,2.52,5.2,40.29,0,4860,15501,7912,7130,1448,98.16,1,0,0.0057772525114091235,0.0011732765268612077,8.102738445174087e-07,51.99
11150710,목5동,0,1766389.8,3.36,13.6,51.96,0,10213,22727,7765,10499,2284,100.0,2,0,0.005943761677032194,0.0012930328288733718,1.1322529149504131e-06,31.08
11150720,신정4동,0,997159.99,29.74,0.0,42.18,0,3163,19589,9000,16820,4149,19.01,5,0,0.01686790501876366,0.004160816761168277,5.0142404930926455e-06,28.08
11160510,염창동,0,1734485.94,15.41,0.0,25.68,0,7798,26080,7481,16080,2956,90.07,4,0,0.009270758343482042,0.0017042513472221963,2.3061587919109557e-06,58.91
11160520,등촌1동,0,650751.62,34.43,0.52,28.45,0,2378,17903,4653,19441,2881,72.36,3,0,0.029874685520877003,0.004427188364057747,4.610053832757112e-06,36.599999999999994
11160530,등촌2동,0,910680.73,6.41,14.23,32.24,0,2376,11804,5170,3858,1108,39.91,1,0,0.00423639138598841,0.001216672279853592,1.0980796749581155e-06,47.12
11160540,등촌3동,0,1060380.03,20.84,5.23,35.59,0,3052,15918,10437,22632,3186,97.97,2,0,0.02134329142334618,0.0030045831775707375,1.8861162445516242e-06,38.339999999999996
11160550,화곡본동,0,972750.88,0.11,3.21,65.99,0,3602,21542,7809,4602,1851,9.27,1,0,0.0047309132220499156,0.0019028510156484993,1.0280124341699078e-06,30.690000000000012
11160570,화곡2동,0,454628.14,6.84,0.0,71.02,0,2092,10475,4486,2582,1132,5.6,3,0,0.005679366877605082,0.002489947058655675,6.598799625412566e-06,22.14
11160580,화곡3동,0,521866.74,9.16,0.0,77.24,0,2563,12315,6230,4628,1554,54.84,2,0,0.008868164313194817,0.0029777716816561683,3.832395986687475e-06,13.600000000000009
11160590,화곡4동,0,852063.14,7.19,0.0,46.35,0,2041,11751,5929,4053,1752,10.51,2,0,0.004756689744791018,0.0020561856483774644,2.347243890841854e-06,46.46
11160610,화곡6동,0,1037928.57,6.84,13.33,40.84,0,2819,16721,6411,13049,2190,41.61,0,0,0.012572156097287387,0.0021099717873445767,0.0,38.989999999999995
11160630,화곡8동,0,593332.24,9.2,0.01,68.55,0,2350,14516,6624,3613,1581,8.3,2,0,0.006089337063394882,0.0026646116515990333,3.3707927281455197e-06,22.24000000000001
11160640,가양1동,0,4970773.28,5.8,0.46,7.72,0,3023,25252,5598,77654,9365,85.29,0,0,0.015622116645771416,0.0018840127023417893,0.0,86.02
11160650,가양2동,0,823888.07,3.43,4.85,24.02,0,815,6515,6128,3368,766,100.0,1,0,0.00408793393495687,0.0009297379436392406,1.2137571065786431e-06,67.7
11160660,가양3동,0,472634.19,2.27,7.57,46.36,0,1026,7837,5253,7209,1006,100.0,2,0,0.015252811058479438,0.002128496036181206,4.231602457616712e-06,43.8
11160670,발산1동,0,2887716.6,11.58,2.41,15.68,0,7198,20542,7913,35989,6432,76.14,3,0,0.012462788072719937,0.002227365386193966,1.0388831092322602e-06,70.33
11160690,공항동,0,10861857.22,0.51,4.81,8.67,0,5075,17823,6563,34783,2480,49.33,12,0,0.0032023068703132865,0.00022832191123183597,1.1047834414443676e-06,86.01
11160700,방화1동,0,1475630.04,3.69,1.48,45.19,0,7404,23936,10659,12672,3289,74.17,9,0,0.008587518318557762,0.0022288784524728913,6.0990897148847745e-06,49.64
11160710,방화2동,0,6157643.3,1.25,1.98,10.57,0,2252,13265,7181,11494,2292,54.1,10,0,0.0018666232258015554,0.0003722203265649178,1.62399793440191e-06,86.2
11160720,방화3동,0,2558951.1,2.1,2.95,15.48,0,2420,11828,7744,4612,1042,91.68,0,0,0.0018023009505660256,0.0004071980898720292,0.0,79.47
11160730,화곡1동,0,1197765.63,8.73,0.0,69.09,0,4174,33650,12950,10246,3869,32.51,3,0,0.00855426115367366,0.0032301811832484277,2.504663621024886e-06,22.179999999999993
11160740,우장산동,0,1261608.82,6.35,3.2,58.05,0,8548,25758,9402,7141,2370,72.11,2,0,0.005660233098198693,0.0018785537659614761,1.5852774396299377e-06,32.400000000000006
11170510,신도림동,0,1392811.21,3.83,2.01,28.24,0,6565,21914,7519,17291,3437,95.21,4,0,0.012414460679043397,0.002467671121038237,2.8718895793287597e-06,65.92
11170520,구로1동,0,1008908.98,0.0,0.0,28.62,0,3467,12505,4538,2888,1023,98.44,2,0,0.0028624980619870936,0.0010139665919019379,1.9823393781074054e-06,71.38
11170540,구로3동,0,1040133.06,5.69,3.18,30.0,0,2277,15891,5126,90351,9883,74.77,4,0,0.08686484784853521,0.009501668949840883,3.845661823268595e-06,61.129999999999995
11170550,구로4동,0,524509.57,5.3,0.0,71.28,0,1481,10727,6445,6628,2347,72.3,3,0,0.012636566383095042,0.004474656201135193,5.7196287189627525e-06,23.42
11170560,구로5동,0,1012489.65,17.18,7.78,44.39,0,2923,18850,7348,24272,4204,77.52,3,0,0.023972590731925283,0.004152141209501231,2.962993251309157e-06,30.650000000000006
11170610,고척1동,0,1151257.3,13.89,0.0,35.16,0,3506,16085,6793,10524,2934,82.52,2,0,0.00914131011365451,0.0025485180419481507,1.7372311124390937e-06,50.95
11170620,고척2동,0,1025588.7,1.6,8.99,53.61,0,3307,14473,8023,4489,1990,54.46,1,0,0.004376998303468272,0.0019403489917357677,9.75049744590838e-07,35.8
11170640,개봉2동,0,782536.63,0.0,6.02,62.68,0,3680,16319,9731,3818,1495,59.67,3,0,0.004879004833232165,0.0019104536997595826,3.833686354032607e-06,31.299999999999997
11170650,개봉3동,0,828431.68,0.0,0.0,45.85,0,2153,10904,6520,8404,1216,29.02,2,0,0.010144469607799831,0.001467833774760185,2.4142002874345148e-06,54.15
11170670,오류1동,0,727426.37,7.21,0.0,51.16,0,2052,14667,5937,5032,1707,59.88,1,0,0.0069175386093451975,0.0023466292540048196,1.374709580553497e-06,41.63
11170690,수궁동,0,2661396.05,0.53,3.79,23.63,0,2939,12713,7068,5938,1494,17.77,2,0,0.002231159845592199,0.0005613595165568786,7.514852965955538e-07,72.05
11170700,가리봉동,0,411005.81,0.0,0.0,82.63,0,401,5517,2848,3895,1056,4.38,3,0,0.009476751678778537,0.0025693067452606253,7.2991668899449576e-06,17.370000000000005
11170710,구로2동,0,1703383.69,14.89,6.46,42.79,0,1786,12515,8138,29446,8862,26.29,5,0,0.01728676878421158,0.005202585918823712,2.935333964581196e-06,35.86
11170720,개봉1동,0,1320340.53,2.67,0.15,47.34,0,4130,19034,9967,5687,2226,54.92,3,0,0.0043072221678728045,0.0016859287050615198,2.272141111942749e-06,49.839999999999996
11170730,오류2동,0,3061068.07,1.79,2.88,26.91,0,6046,20649,10593,7863,2059,70.55,4,0,0.0025687112537730377,0.0006726410366932068,1.3067334369950592e-06,68.42
11170740,항동,0,1446965.1,0.0,0.0,13.94,0,3939,9531,2865,3866,1123,88.11,2,0,0.0026717990641054725,0.0007761071777005809,1.3822033440793961e-06,86.06
11180510,가산동,0,2512893.57,6.16,0.0,14.37,0,1187,19105,4403,183549,25031,50.3,4,0,0.07304288657130416,0.00996102672183621,1.5917904553291853e-06,79.47
11180520,독산1동,0,2061954.43,7.58,8.34,18.35,0,5298,31385,9654,24359,5105,78.67,2,0,0.011813549148068158,0.002475806412450755,9.699535406271322e-07,65.72999999999999
11180530,독산2동,0,617183.74,8.34,0.2,63.47,0,1697,10437,5682,3556,1343,4.67,0,0,0.005761655353950809,0.002176013256568036,0.0,27.99000000000001
11180540,독산3동,0,935000.19,12.95,0.0,51.98,0,1840,14330,7423,6229,2320,22.77,0,0,0.0066620307317086,0.0024812829182154364,0.0,35.07000000000001
11180550,독산4동,0,591055.03,9.67,8.7,53.17,0,1273,8539,4719,2856,1220,10.86,0,0,0.0048320373822919324,0.0020641056044804476,0.0,28.460000000000008
11180570,시흥1동,0,1523382.66,13.93,0.15,41.44,0,3415,19055,9650,15999,3850,47.54,1,0,0.010502285748673927,0.002527270462678581,6.56433886410021e-07,44.480000000000004
11180580,시흥2동,0,1308902.91,0.0,1.86,25.19,0,3157,10996,6417,2379,823,95.21,0,0,0.0018175526861513543,0.0006287708535950251,0.0,72.95
11180590,시흥3동,0,1261411.99,13.63,3.33,21.32,0,1026,5590,3615,8821,3463,11.65,1,0,0.006992957154252252,0.0027453362005640572,7.927624027040303e-07,61.72
11180600,시흥4동,0,821722.67,4.24,3.0,45.82,0,2039,10711,6646,1940,905,26.03,0,0,0.002360893852394739,0.0011013448125862058,0.0,46.94
11180610,시흥5동,0,1386994.22,2.23,0.0,31.36,0,1879,9838,6475,3650,1259,25.48,0,0,0.0026315899138885266,0.0009077182744070287,0.0,66.41
11190540,여의동,0,8437681.44,7.51,17.75,6.26,0,5270,19159,8921,185171,17285,100.0,12,0,0.021945720671789258,0.0020485485406023475,1.4221916394115227e-06,68.48
11190550,당산1동,0,745316.88,32.73,6.7,40.14,0,1867,14205,4944,27681,5679,70.62,4,0,0.03713990752447281,0.0076195778632087395,5.366844770705222e-06,20.430000000000007
11190560,당산2동,0,1581335.82,6.45,10.22,34.95,0,4696,24849,7142,28858,4050,84.1,6,0,0.018249128132579395,0.002561125820810401,3.794260475274668e-06,48.379999999999995
11190610,양평1동,0,974928.18,12.67,1.53,26.43,0,2154,12583,3409,24405,2903,78.54,5,0,0.0250326131713104,0.0029776552360710543,5.128582907459618e-06,59.370000000000005
11190620,양평2동,0,2874643.85,11.06,16.51,11.17,0,2860,15521,4152,22988,3153,63.08,6,0,0.007996816718676308,0.0010968315257519749,2.0872150823063273e-06,61.26
11190630,신길1동,0,722936.51,9.44,1.99,58.4,0,1594,12561,5167,4321,1342,41.5,7,0,0.0059770117294812375,0.0018563179220004214,9.682731336812929e-06,30.17
11190650,신길3동,0,520091.89,13.14,0.0,66.75,0,2044,9244,4710,2808,1155,67.08,1,0,0.005399045926184331,0.002220761411945478,1.922737153199548e-06,20.11
11190660,신길4동,0,322606.88,4.45,0.0,77.24,0,1571,7011,3604,1371,545,71.63,1,0,0.004249754375844379,0.0016893626074654896,3.099747903606403e-06,18.310000000000002
11190670,신길5동,0,494660.84,2.06,7.54,70.71,0,1380,5513,3051,1939,611,53.99,1,0,0.003919857492581788,0.0012351897514014817,2.021587154503243e-06,19.690000000000012
11190680,신길6동,0,618363.64,6.2,0.0,69.86,0,2026,10840,4856,4565,1465,71.62,4,0,0.0073823874895460806,0.0023691561165794105,6.468685642537639e-06,23.939999999999998
11190690,신길7동,0,647180.43,11.24,11.56,50.6,0,3668,12049,4085,3141,850,91.29,8,0,0.004853360599843024,0.00131338952877,1.2361313211952943e-05,26.599999999999994
11190700,대림1동,0,498985.99,7.35,0.0,75.78,0,1441,7767,4523,5072,1257,51.89,3,0,0.010164614040362844,0.002519108802984246,6.01219284721777e-06,16.870000000000005
11190710,대림2동,0,572548.83,11.09,0.0,61.75,0,831,7002,3923,4649,1920,38.24,3,0,0.008119831455980449,0.0033534257680108543,5.23972776251696e-06,27.159999999999997
11190720,대림3동,0,921711.3,13.48,0.0,52.2,0,2129,12431,6999,8768,2685,55.44,4,0,0.009512740052015065,0.002913059653245945,4.339753673364536e-06,34.31999999999999
11190730,영등포본동,0,846384.36,2.73,6.6,58.66,1,2251,12350,6191,4961,1571,57.39,3,5,0.00586140320449847,0.0018561307063630508,3.5444889364030253e-06,32.010000000000005
11190740,영등포동,0,1372116.25,38.08,2.82,22.46,1,1911,23525,5121,45833,14591,69.31,6,5,0.0334031464168331,0.010633938633037587,4.372807333166029e-06,36.64
